##54361		
Announcer	announcer	np1_nn1
:	:	y
(	(	y
Voiceover	voiceover	np1
)		np1
So	so	rr_rg
one	one	mc1
--		nn1_jj
he	he	pphs1
would	would	vm
say	say	vvi
,	,	y
'	'	"@_ge
One	one	mc1
way	way	nn1
you	you	ppy
can	can	vm
really	really	rr
win	win	vvi
people	people	nn
over	over	rp_nn1%
is	be	vbz
to	to	to
make	make	vvi
sure	sure	jj
you	you	ppy
're	be	vbr
neat	neat	jj
and	and	cc
clean	clean	jj
and	and	cc
everything	everything	pn1
is	be	vbz
readable	readable	jj
,	,	y
and	and	cc
all	all	db
your	your	appge
sharps	sharp	nn2
are	be	vbr
where	where	cs
they	they	pphs2
should	should	vm
be	be	vbi
,	,	y
and	and	cc
your	your	appge
flats	flat	nn2
.	.	y
'	'	"@_ge
@(Sings)		zzc
He	he	pphs1
's	be	vbz
putting	put	vvg
in	in	ii
the	the	at
new	new	jj
bass	bass	jj_nn1
line	line	nn1
.	.	y
@(Footage-of-Stires-)		zzc
@!OSGOOD		zzq
:	:	y
(	(	y
Voiceover	voiceover	np1
)		np1
Trey	trey	np1
composed	compose	vvd
a	a	at1
classical	classical	jj
piece	piece	nn1
that	that	cst_dd1
is	be	vbz
rooted	root	vvn
in	in	ii
one	one	mc1
of	of	io
Phish	phish	nn1
's	's	ge
best-known	best-known	jj
songs	song	nn2
,	,	y
a	a	at1
playful	playful	jj
musical	musical	jj
tale	tale	nn1
about	about	ii
a	a	at1
pig	pig	nn1
named	name	vvn
Guyute.	guyute	np1
qwq		xx
@		ii
(	(	y
Footage-of-		np1
"	"	y
Guyute	guyute	vv0_np1_nn1
@!Mr-ANASTASIO		zzq
:	:	y
@(Sings)		zzc
'	'	ge
Guyute	guyute	nn1_np1
was	be	vbdz
the	the	at
ugly	ugly	jj
pig	pig	nn1
...	...	...
'	'	"@_ge
"	"	y
Guyute	guyute	nn1_vv0_np1@
"	"	y
is	be	vbz
an	a	at1
interesting	interesting	jj
one	one	pn1
because	because	cs
I	i	ppis1
wrote	write	vvd
it	it	pph1
as	as	ii_csa
a	a	at1
structure	structure	nn1
of	of	io
melody	melody	nn1
and	and	cc
chords	chord	nn2
and	and	cc
form	form	nn1_vv0
,	,	y
and	and	cc
then	then	rt_jj%
Phish	phish	nn1_jj
played	play	vvd_vvn
it	it	pph1
for	for	if
a	a	at1
number	number	nn1
of	of	io
years	year	nnt2
.	.	y
@(Footage-of-Anastas)		zzc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
we	we	ppis2
only	only	rr
had	have	vhn@_vhd
four	four	mc
people	people	nn
,	,	y
so	so	cs@_rr
we	we	ppis2
did	do	vdd
our	our	appge
best	best	jjt_rrt
.	.	y
@!OK-And-then-this-w#		zzq
@(Footage-of-Vermont)		zzc
@!Mr-PETERS		zzq
:	:	y
I	i	ppis1
think	think	vv0
Trey	trey	np1
brings	bring	vvz
to	to	ii
the	the	at
table	table	nn1
a	a	at1
musicianship	musicianship	nn1
that	that	cst_dd1
classical	classical	jj
musicians	musician	nn2
talk	talk	vv0
about	about	ii
,	,	y
and	and	cc
some	some	dd
have	have	vh0
,	,	y
but	but	ccb
that	that	dd1_cst@
a	a	at1
lot	lot	nn1
of	of	io
us	us	ppio2
do	do	vd0
n't	n't	xx
as	as	ii@
stay	stay	vvi
in	in	ii31
touch	touch	ii32
with	with	ii33
as	as	csa
we	we	ppis2
should	should	vm
,	,	y
which	which	ddq
is	be	vbz
that	that	dd1_cst
connection	connection	nn1
to	to	ii
the	the	at
ear	ear	nn1
and	and	cc
the	the	at
intuition	intuition	nn1
as	as	rg
much	much	da1
as	as	csa
to	to	ii
the	the	at
fingers	finger	nn2
and	and	cc
to	to	ii
the	the	at
brain	brain	nn1
.	.	y
Do	do	vd0
n't	n't	xx
count	count	vvi
it	it	pph1
.	.	y
Just	just	rr
feel	feel	vv0
it	it	pph1
.	.	y
Unidentified	unidentified	jj
Girl	girl	nn1
3	3	mc
:	:	y
I	i	ppis1
was	be	vbdz
thinking	think	vvg
we	we	ppis2
could	could	vm
split	split	vvi
it	it	pph1
up	up	rp
,	,	y
like	like	ii_vv0@_cs%
maybe	maybe	rr
she	she	pphs1
could	could	vm
only	only	rr
do	do	vdi
--		zz
or	or	cc
I	i	ppis1
could	could	vm
only	only	rr
do	do	vdi
the	the	at
off-beat	offbeat	jj
type	type	nn1
things	thing	nn2
,	,	y
then	then	rt
he	he	pphs1
other	other	jj_nn1@
could	could	vm
do	do	vdi
all	all	db
the	the	at
notes	note	nn2
,	,	y
and	and	cc
...	...	...
@!Mr-ANASTASIO		zzq
:	:	y
OK	ok	rr
.	.	y
Yeah	yeah	uh
,	,	y
you	you	ppy
want	want	vv0
to	to	to
try	try	vvi
it	it	pph1
?	?	y
Unidentified	unidentified	jj
Girl	girl	nn1
2	2	mc
:	:	y
Sure	sure	jj
.	.	y
@!Mr-ANASTASIO		zzq
:	:	y
OK	ok	rr
.	.	y
Just	just	rr
that	that	dd1_cst
--		nn1_jj
stick	stick	vv0_nn1
that	that	dd1
in	in	rp@_ii
.	.	y
Unidentified	unidentified	jj
Girl	girl	nn1
2	2	mc
:	:	y
OK.	ok	rr
@!Mr-ANASTASIO		zzq
:	:	y
And	and	cc
--		zz
and	and	cc
you	you	ppy
'll	will	vm
do	do	vdi
high	high	rr@_jj
note	note	vvi
...	...	...
Unidentified	unidentified	jj
Girl	girl	nn1
1	1	mc1
:	:	y
Sure	sure	jj
.	.	y
@!Mr-ANASTASIO		zzq
:	:	y
...	...	...
across	across	ii
the	the	at
top	top	nn1_jj
?	?	y
@(Footage-of-orchest)		zzc
@!Mr-ANASTASIO		zzq
:	:	y
(	(	y
Voiceover	voiceover	np1
)		np1
The	the	at
goal	goal	nn1
to	to	ii
me	me	ppio1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
musician	musician	nn1
in	in	ii
some	some	dd
way	way	nn1
into	into	ii
the	the	at
music	music	nn1
,	,	y
so	so	rr
that	that	dd1
's	be	vbz
like	like	ii
a	a	at1
communal	communal	jj
,	,	y
bringing	bring	vvg
together	together	rl
of	of	io
people	people	nn
.	.	y
I	i	ppis1
tried	try	vvd
to	to	to
,	,	y
in	in	ii
some	some	dd
way	way	nn1
,	,	y
inject	inject	vv0
some	some	dd
of	of	io
their	their	appge
personality	personality	nn1
into	into	ii
--		nn1_jj
into	into	ii
the	the	at
piece	piece	nn1
.	.	y
Unidentified	unidentified	jj
Boy	boy	nn1
:	:	y
He	he	pphs1
kind	kind	rr21%
of	of	rr22
wants	want	vvz
us	us	ppio2
to	to	to
lead	lead	vvi
a	a	rr21@_at1
lot	lot	rr22_nn1
more	more	dar_rrr
than	than	csn
we	we	ppis2
do	do	vd0
.	.	y
But	but	ccb
he	he	pphs1
has	have	vhz
a	a	rr21@
lot	lot	rr22
more	more	dar
ideas	idea	nn2
than	than	csn
we	we	ppis2
do	do	vd0
,	,	y
so	so	cs@_rr
he	he	pphs1
ends	end	vvz
up	up	rp
leading	lead	vvg
anyway	anyway	rr
,	,	y
but	but	ccb
he	he	pphs1
kept	keep	vvd
on	on	rp
asking	ask	vvg
us	us	ppio2
to	to	to
share	share	vvi
our	our	appge
opinions	opinion	nn2
and	and	cc
stuff	stuff	nn1_vv0@
when	when	cs_rrq
we	we	ppis2
were	be	vbdr
working	work	vvg
with	with	iw
him	him	ppho1
.	.	y
@!Mr-ANASTASIO		zzq
:	:	y
Oh	oh	uh
!	!	y
Unidentified	unidentified	jj
Youth	youth	nn1
:	:	y
Like	like	ii
that	that	dd1
?	?	y
@!Mr-ANASTASIO		zzq
:	:	y
Do	do	vd0
that	that	dd1
.	.	y
Do	do	vd0
that	that	dd1
.	.	y
Unidentified	unidentified	jj
Girl	girl	nn1
1	1	mc1
:	:	y
He	he	pphs1
's	be	vbz
so	so	rg_rr
respectful	respectful	jj
of	of	io
us	us	ppio2
and	and	cc
our	our	appge
ideas	idea	nn2
,	,	y
and	and	cc
he	he	pphs1
acts	act	vvz
like	like	ii
a	a	at1
normal	normal	jj
guy	guy	nn1
and	and	cc
treats	treat	vvz
us	us	ppio2
like	like	cs%_vv0@
we	we	ppis2
're	be	vbr
,	,	y
you	you	ppy
know	know	vv0
,	,	y
equal	equal	jj
to	to	ii
him	him	ppho1
,	,	y
and	and	cc
it	it	pph1
's	be	vbz
just	just	rr
really	really	rr
--		zz
it	it	pph1
's	be	vbz
really	really	rr
great	great	jj_rr%
the	the	at
way	way	nn1
he	he	pphs1
works	work	vvz
with	with	iw
us.	us	nnu
@!Mr-ANASTASIO		zzq
:	:	y
Good	good	jj_np1@
...	...	...
(	(	y
unintelligible	unintelligible	jj
)		np1
.	.	y
All	all	rr21
right	right	rr22
.	.	y
Cool	cool	jj_rr@_vv0@_nn1@
.	.	y
@(Footage-of-theater)		zzc
@!OSGOOD		zzq
:	:	y
(	(	y
Voiceover	voiceover	np1
)		np1
After	after	ii_cs
months	month	nnt2
of	of	io
rehearsing	rehearse	vvg_nn1%
comes	come	vvz
the	the	at
time	time	nnt1
to	to	to
perform	perform	vvi
to	to	ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
very	very	rg
different	different	jj
worlds	world	nn2
,	,	y
classical	classical	jj
music	music	nn1
lovers	lover	nn2
and	and	cc
Phish	phish	jj_nn1
fanatics	fanatic	nn2
.	.	y
Unidentified	unidentified	jj
Man	man	nn1
:	:	y
Hi	hi	uh
.	.	y
Going	go	vvgk
to	to	to
see	see	vvi
Trey	trey	np1_nn1@
with	with	iw
the	the	at
orchestra	orchestra	nn1
.	.	y
It	it	pph1
's	be	vbz
going	go	vvgk
to	to	to
be	be	vbi
good	good	jj
.	.	y
@(Footage-of-orchest)		zzc
@!Mr-PETERS		zzq
:	:	y
Please	please	rr
join	join	vv0
me	me	ppio1
in	in	ii
welcoming	welcome	vvg
to	to	ii
the	the	at
stage	stage	nn1
Ernie	ernie	np1_nn1@
Stires	stires	np1_nn2_vvz
and	and	cc
Trey	trey	np1
Anastasio.	anastasio	np1
@!OSGOOD		zzq
:	:	y
(	(	y
Voiceover	voiceover	np1
)		np1
For	for	if
Trey	trey	np1
,	,	y
playing	play	vvg
to	to	ii
a	a	at1
passionately	passionately	rr
attentive	attentive	jj
audience	audience	nn1
was	be	vbdz
just	just	rr
like	like	ii_vv0@
old	old	jj
times	time	nnt2
.	.	y
But	but	ccb
this	this	dd1
concert	concert	nn1
offered	offer	vvd_vvn
him	him	ppho1
a	a	at1
special	special	jj
opportunity	opportunity	nn1
:	:	y
To	to	to
play	play	vvi
the	the	at
music	music	nn1
of	of	io
the	the	at
man	man	nn1
who	who	pnqs
taught	teach	vvd
him	him	ppho1
,	,	y
and	and	cc
in	in	ii
turn	turn	nn1
to	to	to
hear	hear	vvi
a	a	at1
full	full	jj
orchestra	orchestra	nn1
play	play	vv0_nn1
some	some	dd
music	music	nn1
of	of	io
his	his	appge
own	own	da
.	.	y
@!Mr-ANASTASIO		zzq
:	:	y
(	(	y
Voiceover	voiceover	np1
)		np1
I	i	ppis1
hope	hope	vv0
that	that	dd1_cst
--		nn1_jj
that	that	cst
there	there	ex
's	be	vbz
some	some	dd
kind	kind	nn1
of	of	io
doors	door	nn2
opening	open	vvg
up	up	rp
for	for	if
some	some	dd
of	of	io
the	the	at
musicians	musician	nn2
in	in	ii
the	the	at
orchestra	orchestra	nn1
,	,	y
that	that	dd1_cst
--		nn1_jj
that	that	cst
maybe	maybe	rr
by	by	ii
working	work	vvg
together	together	rl
,	,	y
they	they	pphs2
--		zz
they	they	pphs2
see	see	vv0
opportunities	opportunity	nn2
that	that	cst
they	they	pphs2
did	do	vdd
n't	n't	xx
see	see	vvi
before	before	rt
.	.	y
In	in	ii
this	this	dd1
program	program	nn1
,	,	y
you	you	ppy
know	know	vv0
,	,	y
I	i	ppis1
'm	be	vbm
playing	play	vvg
Er	er	fu
--		zz
Ernie	ernie	np1_nn1@
's	's	ge
piece	piece	nn1
,	,	y
and	and	cc
they	they	pphs2
're	be	vbr
playing	play	vvg
my	my	appge
piece	piece	nn1
.	.	y
That	that	dd1
's	be	vbz
what	what	ddq
Ernie	ernie	np1
did	do	vdd
for	for	if
me	me	ppio1
,	,	y
so	so	cs@_rr
I	i	ppis1
'm	be	vbm
hoping	hope	vvg
that	that	cst
that	that	dd1
's	be	vbz
what	what	ddq
I	i	ppis1
'll	will	vm
do	do	vdi
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
wo	will	vm
n't	n't	xx
see	see	vvi
Trey	trey	np1
Anastasio	anastasio	np1
at	at	ii
this	this	dd1
week	week	nnt1
's	's	ge
Grammy	grammy	nn1_jj_np1
.	.	y
He	he	pphs1
's	be	vbz
heading	head	vvg
out	out	rp
on	on	ii
a	a	at1
solo	solo	nn1_jj@
concert	concert	nn1
tour	tour	nn1
,	,	y
without	without	iw
Phish	phish	nn1_jj
as	as	ii_csa
the	the	at
bait	bait	nn1
.	.	y
@(Visual-of-SUNDAY-M)		zzc
@!OSGOOD		zzq
:	:	y
(	(	y
Voiceover	voiceover	np1
)		np1
A	a	zz1_at1@
preview	preview	nn1
of	of	io
this	this	dd1
week	week	nnt1
's	's	ge
Grammy	grammy	jj_nn1
awards	award	nn2
coming	come	vvg
up	up	rp
.	.	y
And	and	cc
a	a	at1
place	place	nn1
at	at	ii
the	the	at
table	table	nn1
with	with	iw
Jackson	jackson	np1
Pollock	pollock	np1
,	,	y
a	a	at1
film	film	nn1
review	review	nn1_vv0
from	from	ii
John	john	np1
Leonard	leonard	np1
.	.	y
@(Announcements)		zzc
##54369		
PAIN	pain	nn1
@!CHARLES-OSGOOD-ho		zzq
:	:	y
According	according	ii21
to	to	ii22
a	a	at1
SUNDAY	sunday	np1@_npd1
MORNING/CBS	morning/cbs	fu
News	news	nn1
poll	poll	nn1
out	out	rp
today	today	rt
,	,	y
almost	almost	rr
one	one	mc1
American	american	jj_nn1@
in	in	ii
five	five	mc
lives	life	nn2_vvz
with	with	iw
chronic	chronic	jj
pain	pain	nn1
,	,	y
whether	whether	csw
diagnosed	diagnose	vvn
by	by	ii
a	a	at1
doctor	doctor	nn1
or	or	cc
not	not	xx
.	.	y
For	for	if
Americans	american	nn2
over	over	rg
65	65	mc
,	,	y
make	make	vv0
that	that	cst_dd1
one	one	mc1
in	in	ii
four	four	mc
.	.	y
The	the	at
pain	pain	nn1
these	these	dd2
millions	million	m
of	of	io
people	people	nn
feel	feel	vv0
is	be	vbz
very	very	rg
real	real	jj
.	.	y
But	but	ccb
now	now	rt
,	,	y
with	with	iw
new	new	jj
research	research	nn1
and	and	cc
treatments	treatment	nn2
,	,	y
the	the	at
hope	hope	nn1
of	of	io
easing	ease	vvg
that	that	dd1_cst
pain	pain	nn1
is	be	vbz
becoming	become	vvg
very	very	rg
real	real	jj_rg%
as	as	rr21
well	well	rr22_rr
.	.	y
Our	our	appge
cover	cover	nn1
story	story	nn1
is	be	vbz
reported	report	vvn
now	now	rt
by	by	ii
Martha	martha	np1
Teichner	teichner	np1
.	.	y
Unidentified	unidentified	jj
Man	man	nn1
1	1	mc1
:	:	y
It	it	pph1
's	be	vbz
as	as	cs21
if	if	cs22
someone	someone	pn1
were	be	vbdr
hitting	hit	vvg
you	you	ppy
very	very	rg_jj@
,	,	y
very	very	rg
hard	hard	rr_jj
with	with	iw
a	a	at1
fist	fist	nn1
.	.	y
Unidentified	unidentified	jj
Woman	woman	nn1
1	1	mc1
:	:	y
It	it	pph1
's	be	vbz
shooting	shoot	vvg
hot	hot	jj
pain	pain	nn1
.	.	y
Feels	feel	vvz
like	like	ii
somebody	somebody	pn1
took	take	vvd
a	a	at1
cattle	cattle	nn2
probe	probe	vv0
to	to	ii
my	my	appge
foot	foot	nn1
,	,	y
constant	constant	jj_nn1@
.	.	y
@(Footage-of-medical)		zzc
@!MARTHA-TEICHNER-re		zzq
:	:	y
@(Voiceover)		zzc
There	there	ex_rl
is	be	vbz
no	no	at
machine	machine	nn1
to	to	to
assess	assess	vvi
pain	pain	nn1
.	.	y
Unidentified	unidentified	jj
Man	man	nn1
2	2	mc
:	:	y
It	it	pph1
's	be	vbz
as	as	cs21
though	though	cs22
somebody	somebody	pn1
took	take	vvd
an	a	at1
ice	ice	nn1
pick	pick	nn1@_vv0
and	and	cc
just	just	rr
drove	drive	vvd
it	it	pph1
into	into	ii
my	my	appge
neck	neck	nn1
or	or	cc
my	my	appge
ear	ear	nn1
.	.	y
Unidentified	unidentified	jj
Woman	woman	nn1
2	2	mc
:	:	y
Mm	mm	uh
,	,	y
that	that	dd1_cst
hurts	hurt	vvz
.	.	y
Unidentified	unidentified	jj
Man	man	nn1
3	3	mc
:	:	y
That	that	dd1
hurts	hurt	vvz
a	a	at1
little	little	jj
bit	bit	nn1
there	there	rl
?	?	y
Unidentified	unidentified	jj
Woman	woman	nn1
2	2	mc
:	:	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
been	be	vbn
measured	measure	vvn
by	by	ii
metaphor	metaphor	nn1
or	or	cc
not	not	xx
measured	measure	vvn
at	at	rr21_ii
all	all	rr22_db
,	,	y
except	except	cs
in	in	ii
the	the	at
faces	face	nn2
of	of	io
its	its	z'
sufferers	sufferer	nn2
,	,	y
the	the	at
contortions	contortion	nn2
of	of	io
their	their	appge
bodies	body	nn2
;		np1
the	the	at
pleas	plea	nn2
of	of	io
their	their	appge
relatives	relative	nn2
.	.	y
qwq		xx
@		ii
(	(	y
Excerpt-from-		np1
"	"	y
Term	term	nn1_vv0@
@!TEICHNER		zzq
:	:	y
Shirley	shirley	np1
MacLaine	maclaine	np1
's	's	ge
frantic	frantic	jj
mother	mother	nn1
in	in	ii
the	the	at
Academy	academy	nn1
Award-winning	award-winning	jj
"	"	y
Terms	term	nn2
of	of	io
Endearment	endearment	np1_nn1
"	"	y
was	be	vbdz
no	no	at
exaggeration	exaggeration	nn1
.	.	y
qwq		xx
@		ii
(	(	y
Excerpt-from-		np1
"	"	y
Term	term	nn1_vv0@
@(Footage-of-medical)		zzc
@!TEICHNER		zzq
:	:	y
@(Voiceover)		zzc
Studies	study	nn2
published	publish	vvn
in	in	ii
America	america	np1
's	's	ge
most	most	rgt
respected	respected	jj
medical	medical	jj
journals	journal	nn2
over	over	ii
the	the	at
last	last	md
30	30	mc
years	year	nnt2
have	have	vh0
recognized	recognize	vvn
that	that	dd1_cst
pain	pain	nn1
is	be	vbz
often	often	rr
under-treated	under-treated	vvn
,	,	y
even	even	rr
ignored	ignore	vvn_vvd
...	...	...
qwq		xx
@		ii
(	(	y
Footage-of-patient		np1
Unidentified	unidentified	jj
Woman	woman	nn1
3	3	mc
:	:	y
One	one	mc1
,	,	y
two	two	mc
,	,	y
three	three	mc
.	.	y
@!TEICHNER		zzq
:	:	y
@(Voiceover)		zzc
...	...	...
forcing	force	vvg
changes	change	nn2
in	in	ii
every	every	at1
hospital	hospital	nn1
,	,	y
nursing	nursing	nn1
home	home	nn1
and	and	cc
clinic	clinic	nn1
in	in	ii
the	the	at
United	united	np1
States	state	np1
.	.	y
And	and	cc
that	that	dd1
's	be	vbz
just	just	rr
the	the	at
beginning	beginning	nn1
.	.	y
qwq		xx
@		ii
(	(	y
Footage-of-hospita		np1
Unidentified	unidentified	jj
Woman	woman	nn1
4	4	mc
:	:	y
On	on	ii
a	a	at1
scale	scale	nn1
from	from	ii
one	one	mc1
to	to	ii
10	10	mc
,	,	y
how	how	rrq
is	be	vbz
your	your	appge
pain	pain	nn1
now	now	rt
?	?	y
If	if	cs
10	10	mc
is	be	vbz
the	the	at
absolute	absolute	jj
worst	worst	vv0%
you	you	ppy
can	can	vm
imagine	imagine	vvi
and	and	cc
zero	zero	vvi
is	be	vbz
none	none	pn
...	...	...
@!TEICHNER		zzq
:	:	y
@(Voiceover)		zzc
As	as	ii21
of	of	ii22
January	january	npm1
1st	1st	md
of	of	io
this	this	dd1
year	year	nnt1
,	,	y
medical	medical	jj
facilities	facility	nn2
must	must	vm
use	use	vvi
this	this	dd1
zero	zero	m
to	to	ii
10	10	mc
scale	scale	nn1_vv0@
to	to	to
assess	assess	vvi
pain	pain	nn1
regularly	regularly	rr
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
signs	sign	nn2
.	.	y
Then	then	rt
they	they	pphs2
must	must	vm
control	control	vvi
that	that	dd1_cst
pain	pain	nn1
to	to	ii
the	the	at
best	best	jjt_rrt
of	of	io
their	their	appge
ability	ability	nn1
,	,	y
or	or	cc
risk	risk	vv0_nn1
losing	lose	vvg
their	their	appge
accreditation	accreditation	nn1
.	.	y
The	the	at
new	new	jj
standards	standard	nn2
have	have	vh0
been	be	vbn
described	describe	vvn
as	as	ii
the	the	at
bill	bill	nn1
of	of	io
rights	right	nn2
for	for	if
pain	pain	nn1
sufferers	sufferer	nn2
.	.	y
Unidentified	unidentified	jj
Woman	woman	nn1
5	5	mc
:	:	y
And	and	cc
your	your	appge
pain	pain	nn1
level	level	nn1
is	be	vbz
where	where	rrq_cs
on	on	ii
a	a	at1
scale	scale	nn1
of	of	io
one	one	mc1
to	to	ii
10	10	mc
?	?	y
Unidentified	unidentified	jj
Man	man	nn1
4	4	mc
:	:	y
About	about	ii
a	a	at1
three	three	mc
.	.	y
Unidentified	unidentified	jj
Woman	woman	nn1
5	5	mc
:	:	y
About	about	ii
a	a	at1
three	three	mc
?	?	y
@!TEICHNER		zzq
:	:	y
What	what	ddq
is	be	vbz
pain	pain	nn1
?	?	y
@!Ms-SHEILA-GLEESON-		zzq
:	:	y
Pain	pain	nn1
is	be	vbz
whatever	whatever	ddqv
the	the	at
experiencing	experience	vvg
person	person	nn1
says	say	vvz
it	it	pph1
is.	is	nnu
@(Footage-of-Sheila-)		zzc
@!Ms-GLEESON		zzq
:	:	y
No	no	at_uh
pain	pain	nn1
?	?	y
That	that	dd1
's	be	vbz
good	good	jj
.	.	y
@!TEICHNER		zzq
:	:	y
@(Voiceover)		zzc
Sheila	sheila	np1
Gleeson	gleeson	np1
helps	help	nn2@_vvz
supervise	supervise	vvi
the	the	at
post-operative	postoperative	jj
unit	unit	nn1
at	at	ii
Moffitt/Long	moffitt/long	vv0
Hospital	hospital	nn1
,	,	y
which	which	ddq
is	be	vbz
part	part	nn1
of	of	io
the	the	at
University	university	nn1
of	of	io
California	california	np1
San	san	np1
Francisco	francisco	np1
.	.	y
UCSF	ucsf	np1_nn1_vv0
is	be	vbz
one	one	mc1
of	of	io
the	the	at
world	world	nn1
's	's	ge
leading	leading	jj_vvg
centers	center	nn2
for	for	if
pain	pain	nn1
.	.	y
@(Footage-of-Teichne)		zzc
@!TEICHNER		zzq
:	:	y
So	so	rr_cs@
we	we	ppis2
have	have	vh0
n't	n't	xx
seen	see	vvn
anybody	anybody	pn1
screaming	scream	vvg
.	.	y
Why	why	rrq
is	be	vbz
that	that	dd1
?	?	y
@!Ms-GLEESON		zzq
:	:	y
Well	well	rr
,	,	y
you	you	ppy
know	know	vv0
what	what	ddq
,	,	y
our	our	appge
anesthesiologists	anesthesiologist	nn2
are	be	vbr
very	very	rg
aggressive	aggressive	jj
about	about	ii
giving	give	vvg
people	people	nn
pain	pain	nn1
medicine	medicine	nn1
in	in	ii
surgery	surgery	nn1
,	,	y
so	so	cs@_rr
lots	lots	pn
of	of	io
times	time	nnt2
when	when	rrq
they	they	pphs2
come	come	vv0
out	out	rp
,	,	y
they	they	pphs2
do	do	vd0
n't	n't	xx
have	have	vhi
pain	pain	nn1
.	.	y
It	it	pph1
's	be	vbz
a	a	at1
traumatic	traumatic	jj
experience	experience	nn1
that	that	cst
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@!TEICHNER		zzq
:	:	y
@(Voiceover)		zzc
In	in	ii
fact	fact	nn1
,	,	y
according	according	ii21
to	to	ii22
Gleeson	gleeson	np1
,	,	y
the	the	at
more	more	dar
pain	pain	nn1
you	you	ppy
're	be	vbr
in	in	rp@_ii
,	,	y
the	the	at
slower	slow	rrr
your	your	appge
recovery	recovery	nn1
,	,	y
as	as	csa
she	she	pphs1
had	have	vhd
to	to	to
tell	tell	vvi
a	a	at1
patient	patient	nn1_jj
recently	recently	rr
who	who	pnqs
was	be	vbdz
refusing	refuse	vvg
pain	pain	nn1
medication	medication	nn1
.	.	y
@!Ms-GLEESON		zzq
:	:	y
I	i	ppis1
talked	talk	vvd
to	to	ii
him	him	ppho1
,	,	y
I	i	ppis1
said	say	vvd
,	,	y
'	'	"@
You	you	ppy
know	know	vv0
,	,	y
you	you	ppy
do	do	vd0
n't	n't	xx
--		zz
you	you	ppy
do	do	vd0
n't	n't	xx
have	have	vhi
to	to	to
deal	deal	vvi
with	with	iw
it	it	pph1
.	.	y
'	'	"@_ge
I	i	ppis1
said	say	vvd
,	,	y
'	'	"@_ge
Your	your	appge
goals	goal	nn2
today	today	rt
are	be	vbr
that	that	cst
you	you	ppy
have	have	vh0
to	to	to
be	be	vbi
able	able	jk
to	to	to
walk	walk	vvi
and	and	cc
take	take	vvi
deep	deep	jj
breaths	breath	nn2
,	,	y
and	and	cc
I	i	ppis1
want	want	vv0
you	you	ppy
to	to	to
take	take	vvi
a	a	at1
deep	deep	jj
breath	breath	nn1
for	for	if
me	me	ppio1
right	right	rr
now	now	rt
.	.	y
Can	can	vm_vv0%
you	you	ppy
do	do	vdi
it	it	pph1
?	?	y
'	'	"@_ge
And	and	cc
he	he	pphs1
could	could	vm
n't	n't	xx
do	do	vdi
it	it	pph1
,	,	y
and	and	cc
so	so	rr_cs@
he	he	pphs1
said	say	vvd
,	,	y
'	'	ge
OK	ok	rr_jj@
.	.	y
I	i	ppis1
'll	will	vm
take	take	vvi
more	more	dar
pain	pain	nn1
medicine	medicine	nn1
.	.	y
'	'	"@_ge
@(Footage-of-Gleeson)		zzc
@!TEICHNER		zzq
:	:	y
@(Voiceover)		zzc
But	but	ccb
undertreating	undertreating	vvg_jj@
pain	pain	nn1
can	can	vm
have	have	vhi
much	much	da1
bigger	big	jjr
consequences	consequence	nn2
.	.	y
The	the	at
more	more	dar
doctors	doctor	nn2
have	have	vh0
learned	learn	vvn
about	about	ii
the	the	at
nervous	nervous	jj
system	system	nn1
,	,	y
the	the	at
more	more	rrr
they	they	pphs2
've	have	vh0
come	come	vvn
to	to	to
realize	realize	vvi
that	that	cst
if	if	cs
they	they	pphs2
do	do	vd0
n't	n't	xx
treat	treat	vvi
acute	acute	jj
pain	pain	nn1
quickly	quickly	rr
and	and	cc
aggressively	aggressively	rr
,	,	y
the	the	at
more	more	rgr
likely	likely	jj_rr@
it	it	pph1
is	be	vbz
they	they	pphs2
may	may	vm
actually	actually	rr
cause	cause	vvi
that	that	dd1_cst
pain	pain	nn1
to	to	to
become	become	vvi
permanent	permanent	jj
.	.	y
@!Dr-ALAN-BASBAUM-@1		zzq
:	:	y
Do	do	vd0
n't	n't	xx
be	be	vbi
a	a	at1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Well	well	nn1
,	,	y
I	i	ppis1
can	can	vm
handle	handle	vvi
it	it	pph1
.	.	y
I	i	ppis1
'll	will	vm
put	put	vvi
up	up	rp
with	with	iw
it	it	pph1
,	,	y
