##1008654		
WHEN	when	rrq_cs
and	and	cc
knelt	kneel	vvd
in	in	ii31
front	front	ii32
of	of	ii33
the	the	at
dog	dog	nn1
and	and	cc
put	put	vvd_vv0
her	her	appge
arms	arm	nn2
around	around	ii
the	the	at
dog	dog	nn1
's	's	ge
neck	neck	nn1
.	.	y
<p>	<p>	y
"	"	y
Je	je	np1_fw
t'aime	t'aime	nn1
,	,	y
"	"	y
she	she	pphs1
crooned	croon	vvd
.	.	y
<p>	<p>	y
Michel	michel	np1
looked	look	vvd
up	up	rp
,	,	y
then	then	rt
he	he	pphs1
turned	turn	vvd
off	off	ii_rp
the	the	at
music	music	nn1
and	and	cc
took	take	vvd
off	off	ii_rp
the	the	at
headset	headset	nn1
.	.	y
<p>	<p>	y
Anne	anne	np1
went	go	vvd
up	up	ii21
to	to	ii22
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
you	you	ppy
,	,	y
Michel	michel	np1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
How	how	rrq
was	be	vbdz
your	your	appge
trip	trip	nn1
,	,	y
Anne	anne	np1
?	?	y
"	"	y
he	he	pphs1
answered	answer	vvd
,	,	y
his	his	appge
English	english	nn1_jj
heavily	heavily	rr
accented	accent	vvd_vvn@
.	.	y
Then	then	rt
Michel	michel	np1
turned	turn	vvd
to	to	ii
the	the	at
children	child	nn2
.	.	y
"	"	y
Anne	anne	np1
,	,	y
here	here	rl
,	,	y
went	go	vvd
to	to	ii
school	school	nn1
with	with	iw
maman	maman	nn1
when	when	cs_rrq
maman	maman	nn1
was	be	vbdz
a	a	at1
girl	girl	nn1
.	.	y
"	"	y
Michel	michel	np1
spoke	speak	vvd
as	as	cs21
if	if	cs22
this	this	dd1
was	be	vbdz
the	the	at
first	first	md
time	time	nnt1
Anne	anne	np1
's	's	ge
name	name	nn1
had	have	vhd
been	be	vbn
mentioned	mention	vvn
in	in	ii
their	their	appge
family	family	nn1
.	.	y
"	"	y
She	she	pphs1
lives	live	vvz
in	in	ii
America	america	np1
,	,	y
do	do	vd0
n't	n't	xx
you	you	ppy
,	,	y
Anne	anne	np1
?	?	y
"	"	y
<p>	<p>	y
Anne	anne	np1
nodded	nod	vvd
.	.	y
<p>	<p>	y
"	"	y
Come	come	vv0
,	,	y
let	let	vv0
me	me	ppio1
show	show	nn1
you	you	ppy
to	to	ii
your	your	appge
room	room	nn1
,	,	y
"	"	y
Nina	nina	np1
said	say	vvd
.	.	y
<p>	<p>	y
Anne	anne	np1
's	's	ge
room	room	nn1
was	be	vbdz
Sophie	sophie	np1
's	's	ge_vbz
,	,	y
and	and	cc
Sophie	sophie	np1
had	have	vhd
been	be	vbn
moved	move	vvn
into	into	ii
Paul	paul	np1
's	's	ge
room	room	nn1
.	.	y
The	the	at
bed	bed	nn1
was	be	vbdz
a	a	at1
narrow	narrow	jj
child	child	nn1
's	's	ge
bed	bed	nn1
,	,	y
and	and	cc
the	the	at
quilt	quilt	nn1
on	on	ii
it	it	pph1
was	be	vbdz
covered	cover	vvn
with	with	iw
faded	faded	jj
figures	figure	nn2
of	of	io
Babar	babar	nn1_np1
.	.	y
Once	once	cs@_rr
Nina	nina	np1
had	have	vhd
gone	go	vvn
back	back	rp
downstairs	downstairs	rl
,	,	y
Anne	anne	np1
set	set	vvd
her	her	appge
suitcase	suitcase	nn1
at	at	ii
the	the	at
foot	foot	nn1
of	of	io
the	the	at
bed	bed	nn1
and	and	cc
opened	open	vvd
it	it	pph1
;	;	y
all	all	db
her	her	appge
clothes	clothes	nn2
,	,	y
sweaters	sweater	nn2
,	,	y
skirts	skirt	nn2
,	,	y
jackets	jacket	nn2
,	,	y
were	be	vbdr
carefully	carefully	rr
wrapped	wrap	vvn_vvd
in	in	ii
tissue	tissue	nn1
to	to	to
keep	keep	vvi
them	them	ppho2
from	from	ii
wrinkling	wrinkle	vvg_nn1@
.	.	y
There	there	ex
was	be	vbdz
no	no	at
closet	closet	nn1
in	in	ii
the	the	at
room	room	nn1
,	,	y
only	only	rr
a	a	at1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
the	the	at
door	door	nn1
,	,	y
and	and	cc
Anne	anne	np1
decided	decide	vvd
not	not	xx
to	to	to
unpack	unpack	vvi
after	after	ii
all	all	db
.	.	y
Instead	instead	rr
she	she	pphs1
took	take	vvd
out	out	rp
her	her	appge
flowered	flowered	jj
toilet	toilet	nn1
kit	kit	nn1
and	and	cc
went	go	vvd
down	down	rp
the	the	at
hall	hall	nn1
to	to	ii
the	the	at
only	only	jj
bathroom	bathroom	nn1
.	.	y
When	when	cs_rrq
she	she	pphs1
tried	try	vvd
to	to	to
lock	lock	vvi
the	the	at
bathroom	bathroom	nn1
door	door	nn1
,	,	y
she	she	pphs1
found	find	vvd
the	the	at
lock	lock	nn1
did	do	vdd
not	not	xx
turn	turn	vvi
.	.	y
<p>	<p>	y
In	in	ii
the	the	at
afternoon	afternoon	nnt1
,	,	y
Michel	michel	np1
left	leave	vvd
to	to	to
play	play	vvi
in	in	ii_rp@
his	his	appge
band	band	nn1
in	in	ii
Montpellier	montpellier	np1
,	,	y
and	and	cc
Nina	nina	np1
drove	drive	vvd
Sophie	sophie	np1
to	to	ii
a	a	at1
ballet	ballet	nn1
lesson	lesson	nn1
.	.	y
Anne	anne	np1
stayed	stay	vvd
with	with	iw
Paul	paul	np1
,	,	y
who	who	pnqs
turned	turn	vvd
on	on	ii_rp@
an	a	at1
old	old	jj
black-and-white	black-and-white	jj
television	television	nn1
to	to	to
watch	watch	vvi
cartoons	cartoon	nn2
.	.	y
The	the	at
picture	picture	nn1
had	have	vhd
a	a	at1
grainy	grainy	jj
quality	quality	nn1
she	she	pphs1
remembered	remember	vvd
from	from	ii
her	her	appge
own	own	da
childhood	childhood	nn1
.	.	y
<p>	<p>	y
When	when	cs
Anne	anne	np1
woke	wake	vvd
up	up	rp
it	it	pph1
took	take	vvd
her	her	ppho1
a	a	at1
few	few	da2
seconds	second	nnt2
to	to	to
remember	remember	vvi
where	where	rrq
she	she	pphs1
was	be	vbdz
.	.	y
"	"	y
Paul	paul	np1
?	?	y
"	"	y
<p>	<p>	y
"	"	y
He	he	pphs1
's	be	vbz
here	here	rl
"	"	y
Nina	nina	np1
said	say	vvd
from	from	ii
the	the	at
doorway	doorway	nn1
.	.	y
"	"	y
You	you	ppy
fell	fall	vvd
asleep	asleep	jj
.	.	y
"	"	y
From	from	ii
the	the	at
remarks	remark	nn2
of	of	io
the	the	at
two	two	mc
children	child	nn2
,	,	y
Anne	anne	np1
realized	realize	vvd
that	that	cst
Paul	paul	np1
had	have	vhd
left	leave	vvn
the	the	at
television	television	nn1
and	and	cc
gone	go	vvn
outside	outside	rl
to	to	to
pile	pile	vvi
stones	stone	nn2
on	on	ii
the	the	at
side	side	nn1
of	of	io
the	the	at
road	road	nn1
.	.	y
She	she	pphs1
was	be	vbdz
frightened	frightened	jj
all	all	db
of	of	io
a	a	at1
sudden	sudden	jj
.	.	y
"	"	y
I	i	ppis1
ca	can	vm
n't	n't	xx
believe	believe	vvi
I	i	ppis1
did	do	vdd
that	that	dd1
,	,	y
"	"	y
she	she	pphs1
said	say	vvd
.	.	y
<p>	<p>	y
"	"	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
"	"	y
As	as	ii_csa
the	the	at
youngest	young	jjt
,	,	y
Paul	paul	np1
has	have	vhz
a	a	at1
highly	highly	rr
developed	developed	jj_vvn
sense	sense	nn1
of	of	io
self-preservation	self-preservation	nn1_jj
,	,	y
and	and	cc
there	there	ex
's	be	vbz
never	never	rr
much	much	da1
traffic	traffic	nn1
on	on	ii
our	our	appge
street	street	nn1
.	.	y
Look	look	vv0
how	how	rrq
this	this	dd1
fits	fit	vvz
me	me	ppio1
.	.	y
"	"	y
She	she	pphs1
twirled	twirl	vvd
around	around	rp
in	in	ii
Anne	anne	np1
's	's	ge
suede	suede	nn1
jacket	jacket	nn1
,	,	y
then	then	rt
she	she	pphs1
mentioned	mention	vvd
dinner	dinner	nn1
and	and	cc
said	say	vvd
,	,	y
"	"	y
You	you	ppy
must	must	vm
be	be	vbi
starving	starving	jj
,	,	y
Anne	anne	np1
.	.	y
I	i	ppis1
told	tell	vvd
you	you	ppy
,	,	y
did	do	vdd
n't	n't	xx
I	i	ppis1_mc1%
,	,	y
that	that	cst
Michel	michel	np1
is	be	vbz
a	a	at1
vegetarian	vegetarian	nn1_jj
?	?	y
"	"	y
<p>	<p>	y
"	"	y
Do	do	vd0
you	you	ppy
have	have	vhi
anything	anything	pn1
to	to	to
drink	drink	vvi
?	?	y
Some	some	dd
wine	wine	nn1
?	?	y
"	"	y
Anne	anne	np1
,	,	y
after	after	cs_ii
a	a	at1
while	while	nnt1@
,	,	y
asked	ask	vvd
Nina	nina	np1
as	as	csa_ii@
Nina	nina	np1
was	be	vbdz
boiling	boiling	jj_vvg
water	water	nn1
for	for	if
the	the	at
spaghetti	spaghetti	nn1
.	.	y
<p>	<p>	y
"	"	y
Wine	wine	nn1
?	?	y
Oh	oh	uh
,	,	y
gee	gee	uh
,	,	y
I	i	ppis1
'm	be	vbm
sorry	sorry	jj
.	.	y
I	i	ppis1
'll	will	vm
ask	ask	vvi
Michel	michel	np1
to	to	to
get	get	vvi
you	you	ppy
some	some	dd
tomorrow	tomorrow	rt
.	.	y
"	"	y
<p>	<p>	y
"	"	y
It	it	pph1
does	do	vdz
n't	n't	xx
matter	matter	vvi
.	.	y
I	i	mc1@_zz1@_ppis1
just	just	jj
thought	thought	nn1
if	if	cs
you	you	ppy
did-that	did	dd1_cst
's	be	vbz
all	all	db_rr@
.	.	y
Here	here	rl
,	,	y
"	"	y
Anne	anne	np1
also	also	rr
said	say	vvd_vvn@
,	,	y
"	"	y
let	let	vv0
me	me	ppio1
do	do	vdi
something	something	pn1
useful	useful	jj
.	.	y
"	"	y
<p>	<p>	y
As	as	csa_ii@
Anne	anne	np1
was	be	vbdz
setting	set	vvg
the	the	at
table	table	nn1
,	,	y
she	she	pphs1
could	could	vm
hear	hear	vvi
Nina	nina	np1
humming	hum	vvg_nn1@
in	in	ii
the	the	at
kitchen	kitchen	nn1
.	.	y
Nina	nina	np1
had	have	vhd
a	a	at1
beautiful	beautiful	jj
singing	singing	nn1@_vvg
voice-when	voice-when	cs_rrq
she	she	pphs1
sang	sing	vvd
,	,	y
everyone	everyone	pn1
said	say	vvd
,	,	y
Nina	nina	np1
was	be	vbdz
transformed	transform	vvn
;	;	y
Nina	nina	np1
became	become	vvd
powerful	powerful	jj
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
and	and	cc
even	even	cs21
though	though	cs22
she	she	pphs1
was	be	vbdz
fairly	fairly	rr
certain	certain	jj
of	of	io
the	the	at
answer	answer	nn1
,	,	y
Anne	anne	np1
called	call	vvd@_vvn
out	out	rp
to	to	ii
Nina	nina	np1
in	in	ii
the	the	at
next	next	md
room	room	nn1
,	,	y
"	"	y
Are	be	vbr
you	you	ppy
still	still	rr
singing	sing	vvg
?	?	y
"	"	y
<p>	<p>	y
That	that	dd1
night	night	nnt1
in	in	ii
bed	bed	nn1
,	,	y
underneath	underneath	ii
the	the	at
too-flimsy	too-flimsy	jj_nn1
Babar	babar	nn1
quilt	quilt	nn1
,	,	y
Anne	anne	np1
kept	keep	vvd
all	all	db
her	her	appge
clothes	clothes	nn2
on	on	rp@_ii
except	except	ii21
for	for	ii22
her	her	appge
shoes	shoe	nn2
,	,	y
the	the	at
room	room	nn1
was	be	vbdz
so	so	rg_rr
damp	damp	jj
and	and	cc
cold	cold	jj_nn1
.	.	y
And	and	cc
disoriented	disoriented	jj
,	,	y
she	she	pphs1
did	do	vdd
not	not	xx
sleep	sleep	vvi
much	much	rr_da1
.	.	y
She	she	pphs1
heard	hear	vvd
Michel	michel	np1
come	come	vvi
up	up	rp_ii@
the	the	at
stairs-by	stairs-by	nn2
the	the	at
luminous	luminous	jj
hands	hand	nn2
on	on	ii
her	her	appge
watch	watch	nn1
,	,	y
which	which	ddq
she	she	pphs1
had	have	vhd
never	never	rr
bothered	bother	vvn
to	to	to
change	change	vvi
,	,	y
it	it	pph1
was	be	vbdz
ten	ten	m
o'clock	o'clock	ra
in	in	ii
the	the	at
morning	morning	nnt1
on	on	ii
the	the	at
east	east	nd1
coast	coast	nn1
of	of	io
the	the	at
United	united	jj
States-and	states	cc
for	for	if
a	a	at1
moment	moment	nn1
she	she	pphs1
confused	confuse	vvd@
him	him	ppho1
with	with	iw
George	george	np1
,	,	y
about	about	ii
whom	whom	pnqo
she	she	pphs1
had	have	vhd
been	be	vbn
dreaming	dream	vvg
.	.	y
(	(	y
In	in	ii
the	the	at
dream	dream	nn1
,	,	y
she	she	pphs1
was	be	vbdz
in	in	ii
a	a	at1
crowded	crowded	jj
room	room	nn1
,	,	y
at	at	ii
a	a	at1
party	party	nn1
perhaps	perhaps	rr
,	,	y
where	where	cs_rrq
George	george	np1
,	,	y
who	who	pnqs
did	do	vdd
not	not	xx
smoke	smoke	vvi
,	,	y
was	be	vbdz
smoking	smoke	vvg_jj
and	and	cc
offering	offer	vvg
everyone	everyone	pn1
in	in	ii
the	the	at
room	room	nn1
a	a	at1
cigarette-a	cigarette-a	nn1
special	special	jj
blend	blend	nn1
,	,	y
George	george	np1
kept	keep	vvd
saying	say	vvg
in	in	ii_rp@
a	a	at1
boastful	boastful	jj
and	and	cc
unfamiliar	unfamiliar	jj
way	way	nn1
.	.	y
)	)	y
Later	later	rrr_jjr
,	,	y
at	at	ii
seven	seven	mc
and	and	cc
while	while	cs
it	it	pph1
was	be	vbdz
still	still	rr_jj@
dark	dark	jj_nn1
,	,	y
she	she	pphs1
heard	hear	vvd
Nina	nina	np1
get	get	vvi
the	the	at
children	child	nn2
ready	ready	jj
for	for	if
school	school	nn1
;	;	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
,	,	y
then	then	rt
she	she	pphs1
got	get	vvd
up	up	rp
and	and	cc
dressed-she	dressed-she	pphs1
merely	merely	rr
put	put	vvn_vvd_vv0
on	on	ii
another	another	dd1
sweater-and	sweater	cc
brushed	brush	vvd
her	her	appge
hair	hair	nn1
.	.	y
On	on	ii
her	her	appge
way	way	nn1
downstairs	downstairs	rl
,	,	y
she	she	pphs1
stopped	stop	vvd
in	in	ii
the	the	at
bathroom	bathroom	nn1
.	.	y
Wearing	wear	vvg
only	only	rr
the	the	at
red	red	jj_nn1
check	check	nn1
shirt	shirt	nn1
,	,	y
Michel	michel	np1
was	be	vbdz
sitting	sit	vvg
on	on	ii
the	the	at
toilet	toilet	nn1
,	,	y
looking	look	vvg
through	through	ii_rp@
a	a	at1
magazine	magazine	nn1
.	.	y
<p>	<p>	y
"	"	y
Oh	oh	uh
!	!	y
"	"	y
Embarrassed	embarrassed	jj
,	,	y
Anne	anne	np1
quickly	quickly	rr
shut	shut	vv0_vvd_vvn
the	the	at
bathroom	bathroom	nn1
door	door	nn1
.	.	y
Michel	michel	np1
had	have	vhd
barely	barely	rr
glanced	glance	vvn
up	up	rp
.	.	y
"	"	y
Pas	pas	fw
de	de	fw
probleme	probleme	nn1
,	,	y
"	"	y
he	he	pphs1
said	say	vvd
.	.	y
<p>	<p>	y
"	"	y
How	how	rrq_rgq@
about	about	ii
a	a	at1
walk	walk	nn1
?	?	y
"	"	y
Nina	nina	np1
suggested	suggest	vvd
when	when	rrq_cs
she	she	pphs1
got	get	vvd
back	back	rp
later	later	rrr
that	that	dd1
morning	morning	nnt1
.	.	y
"	"	y
We	we	ppis2
can	can	vm
go	go	vvi
up	up	ii21
to	to	ii22
the	the	at
castle	castle	nn1
,	,	y
but	but	ccb
it	it	pph1
's	be	vbz
a	a	at1
bit	bit	nn1
of	of	io
a	a	at1
hike	hike	nn1
.	.	y
I	i	ppis1
'll	will	vm
take	take	vvi
July-good	july-good	jj
exercise	exercise	nn1
for	for	if
her	her	ppho1
.	.	y
"	"	y
<p>	<p>	y
Rue	rue	np1_vv0
du	du	fw
Bout-du-Monde-end	bout-du-monde-end	nn1
of	of	io
the	the	at
world	world	nn1
road	road	nn1
,	,	y
Nina	nina	np1
translated	translate	vvd
for	for	if_cs%
Anne-was	anne-was	vbdz
the	the	at
name	name	nn1
of	of	io
the	the	at
road	road	nn1
they	they	pphs2
were	be	vbdr
walking	walk	vvg
on	on	rp@
,	,	y
and	and	cc
it	it	pph1
was	be	vbdz
so	so	rg_rr
steep	steep	jj
and	and	cc
narrow	narrow	jj
Anne	anne	np1
was	be	vbdz
grateful	grateful	jj
that	that	cst
she	she	pphs1
had	have	vhd
on	on	ii
her	her	appge_ppho1
walking	walking	nn1_vvg_jj@
shoes	shoe	nn2
.	.	y
Even	even	rr21
so	so	rr22
,	,	y
she	she	pphs1
kept	keep	vvd
slipping	slip	vvg
on	on	ii
the	the	at
loose	loose	jj
stones	stone	nn2
and	and	cc
pebbles	pebble	nn2
.	.	y
Around	around	ii
them	them	ppho2
,	,	y
the	the	at
countryside	countryside	nn1
consisted	consist	vvn_vvd
of	of	io
sharp	sharp	jj
limestone	limestone	nn1
hills	hill	nn2
covered	cover	vvn_vvd
with	with	iw
impenetrable	impenetrable	jj
scrub	scrub	nn1
and	and	cc
oak	oak	nn1
thickets	thicket	nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
first	first	md
met	meet	vvd_vvn
.	.	y
I	i	ppis1
guess	guess	vv0
that	that	dd1
's	be	vbz
why	why	rrq
I	i	ppis1
did	do	vdd
n't	n't	xx
notice	notice	vvi
how	how	rrq_rgq@
steep	steep	vv0@_jj
it	it	pph1
is	be	vbz
,	,	y
"	"	y
Nina	nina	np1
said	say	vvd
with	with	iw
a	a	at1
little	little	jj
laugh	laugh	nn1@
.	.	y
She	she	pphs1
had	have	vhd
July	july	npm1
on	on	ii
a	a	at1
leash	leash	nn1
,	,	y
and	and	cc
the	the	at
dog	dog	nn1
was	be	vbdz
pulling	pull	vvg
her	her	ppho1
.	.	y
<p>	<p>	y
"	"	y
I	i	ppis1
imagine	imagine	vv0
it	it	pph1
helps	help	vvz
to	to	to
be	be	vbi
a	a	at1
goat	goat	nn1
,	,	y
"	"	y
Anne	anne	np1
said	say	vvd
.	.	y
<p>	<p>	y
"	"	y
A	a	zz1_at1@
sheep	sheep	nn
,	,	y
you	you	ppy
mean	mean	vv0
.	.	y
In	in	ii
summer	summer	nnt1
,	,	y
the	the	at
place	place	nn1
is	be	vbz
filled	fill	vvn
with	with	iw
them	them	ppho2
.	.	y
Each	each	dd1
year	year	nnt1
the	the	at
shepherds	shepherd	nn2
bring	bring	vv0
up	up	rp
their	their	appge
flocks	flock	nn2
,	,	y
and	and	cc
you	you	ppy
should	should	vm
see	see	vvi
all	all	db
the	the	at
lambs-	lambs-	jj_nn1
"	"	y
Nina	nina	np1
stopped	stop	vvd
.	.	y
"	"	y
But	but	ccb
I	i	ppis1
really	really	rr
want	want	vv0
to	to	to
hear	hear	vvi
about	about	ii
you	you	ppy
,	,	y
Anne	anne	np1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
The	the	at
two	two	mc
girls	girl	nn2
are	be	vbr
all	all	rr21
right	right	rr22
,	,	y
I	i	ppis1
guess	guess	vv0
,	,	y
"	"	y
Anne	anne	np1
began	begin	vvd
in	in	ii_rp@
an	a	at1
expressionless	expressionless	jj
voice	voice	nn1
.	.	y
"	"	y
They	they	pphs2
're	be	vbr
in	in	ii
school	school	nn1
,	,	y
they	they	pphs2
're	be	vbr
getting	get	vvg
good	good	jj
grades	grade	nn2
,	,	y
and	and	cc
they	they	pphs2
've	have	vh0
already	already	rr
decided	decide	vvn
on	on	ii
careers	career	nn2
:	:	y
Danielle	danielle	np1
wants	want	vvz
to	to	to
be	be	vbi
a	a	at1
doctor	doctor	nn1
,	,	y
Joyce	joyce	np1
a	a	at1
lawyer	lawyer	nn1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
And	and	cc
George	george	np1
?	?	y
Is	be	vbz
there	there	ex
someone	someone	pn1
else	else	rr
?	?	y
"	"	y
<p>	<p>	y
Anne	anne	np1
shook	shake	vvd
her	her	appge
head	head	nn1
.	.	y
"	"	y
Sometimes	sometimes	rt
,	,	y
I	i	ppis1
wish	wish	vv0
there	there	ex_rl
were	be	vbdr
.	.	y
There	there	ex
's	be	vbz
nothing	nothing	pn1
I	i	ppis1
can	can	vm
really	really	rr
point	point	vvi
a	a	at1
finger	finger	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
It	it	pph1
's	be	vbz
just	just	rr
so	so	rg
trivial	trivial	jj
and	and	cc
predictable	predictable	jj
.	.	y
And	and	cc
I	i	ppis1
guess	guess	vv0
it	it	pph1
always	always	rr
boils	boil	vvz
down	down	rp
to	to	ii
the	the	at
same	same	da
thing-sex	thing-sex	nn1_jj
,	,	y
which	which	ddq
in	in	ii
our	our	appge
case	case	nn1
is	be	vbz
nearly	nearly	rr
nonexistent	nonexistent	jj
.	.	y
I	i	ppis1
know	know	vv0
,	,	y
I	i	ppis1
know	know	vv0
,	,	y
I	i	ppis1
am	be	vbm
being	be	vbg
incredibly	incredibly	rr
spoiled	spoil	vvn_vvd
,	,	y
but	but	ccb
I	i	ppis1
want	want	vv0
more	more	rrr_dar
,	,	y
and	and	cc
I	i	ppis1
want	want	vv0
it	it	pph1
to	to	to
be	be	vbi
different	different	jj
.	.	y
"	"	y
<p>	<p>	y
"	"	y
Different	different	jj
is	be	vbz
not	not	xx
necessarily	necessarily	rr
better	better	jjr
,	,	y
"	"	y
Nina	nina	np1
said	say	vvd
.	.	y
<p>	<p>	y
They	they	pphs2
walked	walk	vvd
on	on	rp@
in	in	ii
silence	silence	nn1
(	(	y
except	except	ii21
for	for	ii22
Nina	nina	np1
occasionally	occasionally	rr
telling	tell	vvg_jj@
July	july	npm1
to	to	to
stop	stop	vvi
or	or	cc
to	to	to
been	be	vbn
until	until	cs
they	they	pphs2
reached	reach	vvd
the	the	at
top	top	nn1
of	of	io
the	the	at
ridge	ridge	nn1
and	and	cc
the	the	at
ruined	ruined	jj
castle-all	castle-all	db
that	that	cst_dd1
remained	remain	vvd_vvn
of	of	io
it	it	pph1
was	be	vbdz
the	the	at
curtain	curtain	nn1
wall	wall	nn1
and	and	cc
the	the	at
sixty-foot-high	sixty-foot-high	jj
keep	keep	nn1%_vv0
faced	face	vvn_vvd
with	with	iw
huge	huge	jj
limestone	limestone	nn1
blocks-but	blocks	ccb
the	the	at
view	view	nn1
more	more	rrr_dar
than	than	csn
anything	anything	pn1
else	else	rr
drew	draw	vvd
them	them	ppho2
.	.	y
The	the	at
sheer	sheer	jj
drop	drop	nn1
from	from	ii
the	the	at
cliff	cliff	nn1
and	and	cc
the	the	at
gorge	gorge	nn1
hundreds	hundred	m
of	of	io
feet	foot	nn2
below	below	rl
.	.	y
<p>	<p>	y
"	"	y
So	so	rr
what	what	ddq
happened	happen	vvd
to	to	ii@_to
Guilhem	guilhem	np1_nn1_vv0
?	?	y
"	"	y
Anne	anne	np1
asked	ask	vvd
.	.	y
<p>	<p>	y
"	"	y
After	after	cs_ii
his	his	appge
wife	wife	nn1
died	die	vvd
,	,	y
Guilhem	guilhem	np1
gave	give	vvd
up	up	rp
all	all	db
his	his	appge
worldly	worldly	jj
possessions	possession	nn2
and	and	cc
became	become	vvd
a	a	at1
monk	monk	nn1
.	.	y
He	he	pphs1
spent	spend	vvd
the	the	at
rest	rest	nn1
of	of	io
his	his	appge
life	life	nn1
in	in	ii
a	a	at1
cell	cell	nn1
,	,	y
fasting	fast	vvg
,	,	y
praying	pray	vvg
"	"	y
-far	-far	jj
down	down	rp_nn1%
in	in	ii
the	the	at
village	village	nn1
,	,	y
a	a	at1
church	church	nn1
bell	bell	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
the	the	at
legend	legend	nn1
,	,	y
'	'	ge
Nina	nina	np1
continued	continue	vvd
,	,	y
"	"	y
when	when	cs_rrq
Guilhem	guilhem	np1
died	die	vvd
,	,	y
all	all	db
the	the	at
church	church	nn1
bells	bell	nn2
began	begin	vvd
to	to	to
ring	ring	vvi
at	at	rr21
once	once	rr22
of	of	io
their	their	appge
own	own	da
accord	accord	nn1
without	without	iw
anyone	anyone	pn1
pulling	pull	vvg
on	on	ii
the	the	at
ropes	rope	nn2
.	.	y
"	"	y
<p>	<p>	y
Again	again	rt
that	that	dd1
night	night	nnt1
Michel	michel	np1
left	leave	vvd
to	to	to
play	play	vvi
in	in	ii
the	the	at
band	band	nn1
,	,	y
but	but	ccb
at	at	ii
dinner	dinner	nn1
Nina	nina	np1
held	hold	vvd
up	up	rp
a	a	at1
bottle	bottle	nn1
of	of	io
wine	wine	nn1
.	.	y
She	she	pphs1
poured	pour	vvd
Anne	anne	np1
a	a	at1
glass	glass	nn1
,	,	y
then	then	rt_jj%
herself	herself	ppx1
a	a	at1
glass	glass	nn1
as	as	rr21_rg
well	well	rr22_rr
.	.	y
"	"	y
I	i	ppis1
know	know	vv0
it	it	pph1
's	be	vbz
funny	funny	jj
,	,	y
"	"	y
she	she	pphs1
said	say	vvd
,	,	y
"	"	y
most	most	dat
people	people	nn
,	,	y
including	including	ii_vvg@
my	my	appge
family	family	nn1
,	,	y
think	think	vv0
that	that	cst
musicians	musician	nn2
drink	drink	vv0
,	,	y
smoke	smoke	vv0_nn1
,	,	y
they	they	pphs2
think	think	vv0
that	that	cst
musicians	musician	nn2
are	be	vbr
completely	completely	rr
dissipated	dissipate	vvn
,	,	y
but	but	ccb
Michel	michel	np1
is	be	vbz
n't	n't	xx
like	like	ii
that	that	dd1
.	.	y
And	and	cc
he	he	pphs1
's	be	vbz
a	a	at1
wonderful	wonderful	jj
father	father	nn1
.	.	y
"	"	y
<p>	<p>	y
Anne	anne	np1
sipped	sip	vvd
more	more	dar
wine	wine	nn1
.	.	y
"	"	y
So	so	rr
,	,	y
you	you	ppy
're	be	vbr
really	really	rr
happy	happy	jj
,	,	y
Nina	nina	np1
?	?	y
"	"	y
<p>	<p>	y
Nina	nina	np1
shrugged	shrug	vvd
.	.	y
"	"	y
Happy	happy	jj
?	?	y
Sure	sure	rr
,	,	y
I	i	ppis1
'm	be	vbm
happy	happy	jj
.	.	y
I	i	ppis1
miss	miss	vv0
a	a	at1
lot	lot	nn1
of	of	io
things	thing	nn2
.	.	y
I	i	ppis1
wish	wish	vv0
Michel	michel	np1
did	do	vdd
not	not	xx
have	have	vhi
to	to	to
struggle	struggle	vvi
so	so	rg
hard	hard	jj_rr
to	to	to
get	get	vvi
work	work	nn1
.	.	y
But	but	ccb
I	i	ppis1
love	love	vv0
him	him	ppho1
,	,	y
and	and	cc
I	i	ppis1
love	love	vv0
the	the	at
children	child	nn2
.	.	y
"	"	y
<p>	<p>	y
Except	except	ii21
