##4001269		
ABSTRACT	abstract	jj_nn1@_vv0@
p	xx_p	zz1
<	&lt;	fo
.05	.05	mc
,	,	y
?	?	y
=	=	fo
.10	.10	mc
;	;	y
hostile	hostile	jj
sexism	sexism	nn1
,	,	y
F	f	zz1
(	(	y
1,161	1,161	mc
)	)	y
=	=	fo
16.37	16.37	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.05	.05	mc
,	,	y
?	?	y
=	=	fo
.09	.09	mc
;	;	y
and	and	cc
gender	gender	nn1
,	,	y
F	f	zz1
(	(	y
1,161	1,161	mc
)	)	y
=	=	fo
13.86	13.86	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.05	.05	mc
,	,	y
?	?	y
=	=	fo
.07	.07	mc
,	,	y
were	be	vbdr
statistically	statistically	rr
significant	significant	jj
.	.	y
<p>	<p>	y
The	the	at
participants	participant	nn2
who	who	pnqs
scored	score	vvd
high	high	jj_rr@
in	in	ii31
support	support	ii32
of	of	ii33
patriarchy	patriarchy	nn1
held	hold	vvd_vvn
less	less	rgr_dar
positive	positive	jj
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
(	(	y
M	m	zz1
=	=	fo
3.87	3.87	mc
,	,	y
SD	sd	np1
=	=	fo
0.96	0.96	mc
)	)	y
than	than	csn
did	do	vdd
others	others	nn2
who	who	pnqs
scored	score	vvd
low	low	jj_rr@
in	in	ii31
support	support	ii32
of	of	ii33
patriarchy	patriarchy	nn1
(	(	y
M	m	zz1
=	=	fo
5.08	5.08	mc
,	,	y
SD	sd	np1
=	=	fo
0.74	0.74	mc
)	)	y
.	.	y
Participants	participant	nn2
who	who	pnqs
scored	score	vvd
high	high	jj_rr@
in	in	ii
hostile	hostile	jj
sexism	sexism	nn1
also	also	rr
held	hold	vvn_vvd
less	less	rgr
positive	positive	jj
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
(	(	y
M	m	zz1
=	=	fo
3.90	3.90	mc
,	,	y
SD	sd	np1
=	=	fo
1.00	1.00	mc
)	)	y
than	than	csn
did	do	vdd
those	those	dd2
who	who	pnqs
scored	score	vvd
low	low	jj_rr@
in	in	ii
hostile	hostile	jj
sexism	sexism	nn1
(	(	y
M	m	zz1
=	=	fo
5.09	5.09	mc
,	,	y
SD	sd	np1
=	=	fo
0.70	0.70	mc
)	)	y
.	.	y
In	in	rr21
addition	addition	rr22
,	,	y
the	the	at
men	man	nn2
held	hold	vvd_vvn
less	less	rgr_dar
favorable	favorable	jj
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
than	than	csn
did	do	vdd
the	the	at
women	woman	nn2
(	(	y
M	m	zz1
=	=	fo
5.10	5.10	mc
,	,	y
SD	sd	np1
=	=	fo
0.71	0.71	mc
)	)	y
.	.	y
See	see	vv0
Table	table	nn1
1	1	mc1
for	for	if
the	the	at
complete	complete	jj
statistics	statistics	nn
.	.	y
<p>	<p>	y
To	to	to
examine	examine	vvi
the	the	at
third	third	md
hypothesis	hypothesis	nn1
,	,	y
we	we	ppis2
performed	perform	vvd
a	a	at1
multiple	multiple	jj_nn1
regression	regression	nn1
analysis	analysis	nn1
.	.	y
The	the	at
regression	regression	nn1
analysis	analysis	nn1
showed	show	vvd
that	that	cst_dd1
,	,	y
taken	take	vvn
together	together	rl
,	,	y
support	support	vv0_nn1
for	for	if
patriarchy	patriarchy	nn1
,	,	y
hostile	hostile	jj
sexism	sexism	nn1
,	,	y
and	and	cc
benevolent	benevolent	jj
sexism	sexism	nn1
accounted	account	vvn_vvd
for	for	if
58%	58%	nnu
of	of	io
the	the	at
variance	variance	nn1
in	in	ii
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
,	,	y
F	f	zz1
(	(	y
3,166	3,166	mc
)	)	y
=	=	fo
78.79	78.79	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.01	.01	mc
.	.	y
As	as	csa
expected	expect	vvn_jj
,	,	y
support	support	vv0_nn1
for	for	if
patriarchy	patriarchy	nn1
and	and	cc
hostile	hostile	jj
sexism	sexism	nn1
was	be	vbdz
more	more	rgr
important	important	jj
for	for	if
explaining	explain	vvg
less	less	rgr
favorable	favorable	jj
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
than	than	csn
was	be	vbdz
benevolent	benevolent	jj
sexism	sexism	nn1
(	(	y
see	see	vv0
Table	table	nn1
2	2	mc
)	)	y
.	.	y
Discussion	discussion	nn1
<p>	<p>	y
The	the	at
purpose	purpose	nn1
of	of	io
the	the	at
present	present	jj_nn1
study	study	nn1
was	be	vbdz
to	to	to
explore	explore	vvi
attitudes	attitude	nn2
of	of	io
Turkish	turkish	jj
college	college	nn1
students	student	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
.	.	y
We	we	ppis2
explored	explore	vvd
the	the	at
effects	effect	nn2
of	of	io
gender	gender	nn1
differences	difference	nn2
,	,	y
patriarchy	patriarchy	nn1
,	,	y
and	and	cc
hostile	hostile	jj
and	and	cc
benevolent	benevolent	jj
sexism	sexism	nn1
.	.	y
Consistent	consistent	jj
with	with	iw
earlier	early	jjr
studies	study	nn2
in	in	ii
other	other	jj
countries	country	nn2
(	(	y
e.g.	eg	rex
,	,	y
Dubno	dubno	np1_nn1
,	,	y
1985	1985	mc
;	;	y
Farmer	farmer	np1@
&;	&;	x
Waugh	waugh	np1
,	,	y
1999	1999	mc
)	)	y
,	,	y
male	male	jj_nn1
participants	participant	nn2
held	hold	vvd_vvn
less	less	rgr_dar
positive	positive	jj
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
than	than	csn
did	do	vdd
female	female	jj_nn1
participants	participant	nn2
,	,	y
perhaps	perhaps	rr
because	because	ii21
of	of	ii22
the	the	at
women	woman	nn2
's	's	ge
psychological	psychological	jj
identification	identification	nn1
with	with	iw
their	their	appge
own	own	da
career	career	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
other	other	jj
researchers	researcher	nn2
,	,	y
women	woman	nn2
are	be	vbr
less	less	rgr
sexist	sexist	jj
than	than	csn
men	man	nn2
(	(	y
Glick	glick	np1
&;	&;	x
Fiske	fiske	np1
,	,	y
1996	1996	mc
;	;	y
Swim	swim	vv0_nn1
,	,	y
Aikin	aikin	np1_nn1
,	,	y
Hall	hall	nn1_np1@
,	,	y
&;	&;	x
Hunter	hunter	np1
,	,	y
1995	1995	mc
)	)	y
and	and	cc
show	show	vv0
more	more	dar
tolerance	tolerance	nn1
toward	toward	ii
stigmatized	stigmatized	jj@
groups	group	nn2
such	such	ii21
as	as	ii22
homosexuals	homosexual	nn2
(	(	y
Sakalli	sakalli	np1_nn1
,	,	y
2002	2002	mc
)	)	y
.	.	y
Consequently	consequently	rr
,	,	y
it	it	pph1
was	be	vbdz
not	not	xx
suprising	suprise	vvg
that	that	cst
the	the	at
women	woman	nn2
held	hold	vvd_vvn
more	more	rgr_dar
positive	positive	jj
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
than	than	csn
did	do	vdd
the	the	at
men	man	nn2
.	.	y
Thus	thus	rr
,	,	y
our	our	appge
first	first	md
hypothesis	hypothesis	nn1
was	be	vbdz
supported	support	vvn
.	.	y
<p>	<p>	y
Our	our	appge
second	second	md
hypothesis	hypothesis	nn1
was	be	vbdz
also	also	rr
supported	support	vvn_vvd
.	.	y
Participants	participant	nn2
who	who	pnqs
had	have	vhd
high	high	jj_rr@
scores	score	nn2_vvz@
on	on	ii
support	support	nn1
for	for	if
patriarchy	patriarchy	nn1
held	hold	vvd_vvn
less	less	rgr_dar
positive	positive	jj
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
than	than	csn
did	do	vdd
those	those	dd2
with	with	iw
low	low	jj
scores	score	nn2
on	on	ii
that	that	dd1
issue	issue	nn1
.	.	y
And	and	cc
participants	participant	nn2
who	who	pnqs
scored	score	vvd
high	high	jj_rr@
on	on	ii
hostile	hostile	jj
sexism	sexism	nn1
held	hold	vvd_vvn
less	less	rgr_dar
positive	positive	jj
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
than	than	csn
did	do	vdd
those	those	dd2
who	who	pnqs
scored	score	vvd
low	low	jj_rr@
on	on	ii
hostile	hostile	jj
sexism	sexism	nn1
.	.	y
As	as	csa
expected	expect	vvn_jj
,	,	y
our	our	appge
regression	regression	nn1
analysis	analysis	nn1
showed	show	vvd
that	that	cst_dd1
support	support	vv0_nn1
for	for	if
patriarchy	patriarchy	nn1
and	and	cc
hostile	hostile	jj
sexism	sexism	nn1
were	be	vbdr
more	more	rgr
important	important	jj
for	for	if
explaining	explain	vvg
less	less	rgr
favorable	favorable	jj
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
than	than	csn
was	be	vbdz
benevolent	benevolent	jj
sexism	sexism	nn1
.	.	y
The	the	at
result	result	nn1
was	be	vbdz
consistent	consistent	jj
with	with	iw
the	the	at
findings	finding	nn2
of	of	io
Glick	glick	np1
et	et	ra21
al	al	ra22
.	.	y
(	(	y
1997	1997	mc
)	)	y
that	that	cst_dd1
hostile	hostile	jj
sexism	sexism	nn1
,	,	y
but	but	ccb
not	not	xx
benevolent	benevolent	jj
sexism	sexism	nn1
,	,	y
predicted	predict	vvd_vvn
negative	negative	jj
attitudes	attitude	nn2
toward	toward	ii
career-oriented	career-oriented	jj
women	woman	nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
power	power	nn1
,	,	y
the	the	at
economic	economic	jj
subordination	subordination	nn1
of	of	io
women	woman	nn2
,	,	y
and	and	cc
traditional	traditional	jj
gender	gender	nn1
roles	role	nn2
(	(	y
Glick	glick	np1
&;	&;	x
Fiske	fiske	np1
,	,	y
1997	1997	mc
)	)	y
,	,	y
participants	participant	nn2
who	who	pnqs
accepted	accept	vvd
patriarchal	patriarchal	jj
ideology	ideology	nn1
were	be	vbdr
naturally	naturally	rr
against	against	ii
women	woman	nn2
working	work	vvg
in	in	ii_rp@
managerial	managerial	jj
positions	position	nn2
.	.	y
<p>	<p>	y
Benevolent	benevolent	jj
sexism	sexism	nn1
also	also	rr
represents	represent	vvz
sexist	sexist	jj
beliefs	belief	nn2
,	,	y
but	but	ccb
it	it	pph1
includes	include	vvz
behaviors	behavior	nn2
typically	typically	rr
categorized	categorize	vvd_vvn@
as	as	rg@_csa_ii@
prosocial	prosocial	jj
or	or	cc
intimacy	intimacy	nn1
seeking	seek	vvg_nn1@
(	(	y
Glick	glick	np1
&;	&;	x
Fiske	fiske	np1
,	,	y
1996	1996	mc
)	)	y
.	.	y
Because	because	cs
benevolent	benevolent	jj
sexism	sexism	nn1
covers	cover	vvz
protective	protective	jj
paternalism	paternalism	nn1
(	(	y
protecting	protect	vvg
,	,	y
helping	help	vvg_nn1
women	woman	nn2
)	)	y
,	,	y
complementary	complementary	jj
gender	gender	nn1
differentiation	differentiation	nn1
(	(	y
favoring	favor	vvg_jj@
women	woman	nn2
)	)	y
,	,	y
and	and	cc
heterosexual	heterosexual	jj
intimacy	intimacy	nn1
(	(	y
feelings	feeling	nn2
of	of	io
personal	personal	jj
need	need	nn1
,	,	y
intense	intense	jj
affection	affection	nn1
for	for	if
and	and	cc
admiration	admiration	nn1
of	of	io
women	woman	nn2
)	)	y
,	,	y
the	the	at
correlation	correlation	nn1
between	between	ii
benevolent	benevolent	jj
sexism	sexism	nn1
and	and	cc
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
was	be	vbdz
not	not	xx
significant	significant	jj
in	in	ii
the	the	at
present	present	jj_nn1
study	study	nn1
(	(	y
r	xx_r	zz1
=	=	fo
-.11	-.11	mc
)	)	y
.	.	y
<p>	<p>	y
As	as	csa
suggested	suggest	vvn
by	by	ii
Glick	glick	np1
et	et	ra21
al	al	ra22
.	.	y
(	(	y
2000	2000	mc
)	)	y
,	,	y
individuals	individual	nn2
who	who	pnqs
live	live	vv0
in	in	ii_rp@
sexist	sexist	jj
cultures	culture	nn2
such	such	ii21
as	as	ii22
Cuba	cuba	np1
,	,	y
Nigeria	nigeria	np1
,	,	y
and	and	cc
Turkey	turkey	np1_nn1@
might	might	vm
not	not	xx
recognize	recognize	vvi
benevolent	benevolent	jj
sexism	sexism	nn1
as	as	ii_csa
a	a	at1
form	form	nn1
of	of	io
sexism	sexism	nn1
,	,	y
even	even	cs21
though	though	cs22
they	they	pphs2
immediately	immediately	rr
recognize	recognize	vv0
hostile	hostile	jj
sexism	sexism	nn1
,	,	y
and	and	cc
the	the	at
result	result	nn1
might	might	vm
be	be	vbi
a	a	at1
nonsignificant	nonsignificant	jj_nn1
relationship	relationship	nn1
between	between	ii
benevolent	benevolent	jj
sexism	sexism	nn1
and	and	cc
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
.	.	y
However	however	rr
,	,	y
people	people	nn
who	who	pnqs
live	live	vv0
in	in	rp@_ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
are	be	vbr
more	more	rgr
likely	likely	jj
to	to	to
recognize	recognize	vvi
benevolent	benevolent	jj
sexism	sexism	nn1
as	as	ii_csa
a	a	at1
form	form	nn1
of	of	io
sexism	sexism	nn1
and	and	cc
reject	reject	vv0
it	it	pph1
along	along	ii21
with	with	ii22
hostile	hostile	jj
sexism	sexism	nn1
(	(	y
Glick	glick	np1
et	et	ra21
al.	al	ra22
,	,	y
2000	2000	mc
)	)	y
.	.	y
<p>	<p>	y
Consequently	consequently	rr
,	,	y
there	there	ex
may	may	vm
be	be	vbi
a	a	at1
significant	significant	jj
correlation	correlation	nn1
between	between	ii
sexism	sexism	nn1
and	and	cc
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
in	in	ii
other	other	jj
countries	country	nn2
that	that	cst
are	be	vbr
less	less	rgr
sexist	sexist	jj
.	.	y
In	in	ii
other	other	jj
words	word	nn2
,	,	y
studies	study	nn2
conducted	conduct	vvn_vvd
in	in	ii
less	less	rgr_dar
sexist	sexist	jj
countries	country	nn2
might	might	vm
have	have	vhi
different	different	jj
results	result	nn2
from	from	ii
the	the	at
present	present	jj_nn1
study	study	nn1
;	;	y
benevolent	benevolent	jj
sexism	sexism	nn1
may	may	vm
be	be	vbi
strongly	strongly	rr
relevant	relevant	jj
to	to	ii
negative	negative	jj
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
in	in	ii
less	less	rgr_dar
sexist	sexist	jj
countries	country	nn2
.	.	y
<p>	<p>	y
In	in	ii
the	the	at
future	future	nn1_jj
,	,	y
researchers	researcher	nn2
should	should	vm
focus	focus	vvi
on	on	rp@_ii
how	how	rgq@_rrq
hostile	hostile	jj
and	and	cc
benevolent	benevolent	jj
sexism	sexism	nn1
might	might	vm
influence	influence	vvi
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
in	in	ii
other	other	jj
cultures	culture	nn2
.	.	y
Such	such	da
studies	study	nn2
and	and	cc
their	their	appge
application	application	nn1
to	to	ii
real	real	jj
life	life	nn1
might	might	vm
help	help	vvi
individuals	individual	nn2
,	,	y
both	both	rr
women	woman	nn2
and	and	cc
men	man	nn2
,	,	y
to	to	to
recognize	recognize	vvi
the	the	at
paradox	paradox	nn1
of	of	io
the	the	at
concept	concept	nn1
that	that	cst
"	"	y
women	woman	nn2
are	be	vbr
wonderful	wonderful	jj
,	,	y
but	but	ccb
still	still	rr
we	we	ppis2
ca	can	vm
n't	n't	xx
hire	hire	vvi
or	or	cc
promote	promote	vvi
them	them	ppho2
.	.	y
"	"	y
Individuals	individual	nn2
might	might	vm
learn	learn	vvi
the	the	at
distinction	distinction	nn1
between	between	ii
hostile	hostile	jj
and	and	cc
benevolent	benevolent	jj
sexism	sexism	nn1
and	and	cc
the	the	at
importance	importance	nn1
of	of	io
benevolent	benevolent	jj
sexism	sexism	nn1
to	to	to
gain	gain	vvi
acceptance	acceptance	nn1
(	(	y
rather	rather	ii21
than	than	ii22
resistance	resistance	nn1
)	)	y
in	in	ii
low-status	low-status	jj_nn1
groups	group	nn2
and	and	cc
sexist	sexist	jj
cultures	culture	nn2
.	.	y
<p>	<p>	y
Address	address	nn1_vv0@
correspondence	correspondence	nn1
to	to	ii
Nuray	nuray	np1
Sakalli-Ugurlu	sakalli-ugurlu	np1
,	,	y
Psychology	psychology	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
(	(	y
Orta	orta	np1
Dogu	dogu	np1
Teknik	teknik	np1_nn1
niversitesi	niversitesi	nn2
)	)	y
,	,	y
06531	06531	mc
,	,	y
Ankara	ankara	np1
,	,	y
Turkey	turkey	np1
;	;	y
nurays@metu.edu.tr	nurays@metu.edu.tr	fo
(	(	y
e-mail	e-mail	nn1
)	)	y
.	.	y
TABLE	table	nn1
1	1	mc1
Means	mean	nn
and	and	cc
Standard	standard	jj_nn1
Deviations	deviation	nn2
for	for	if
Attitudes	attitude	nn2
Toward	toward	ii
Women	woman	nn2
Managers	manager	nn2
PREFORMATTED	preformatted	zz
TABLE	table	nn1
TABLE	table	nn1
2	2	mc
Regression	regression	nn1
Analysis	analysis	nn1
Summary	summary	nn1
for	for	if
Patriarchy	patriarchy	np1_nn1
,	,	y
Hostile	hostile	jj
Sexism	sexism	nn1
,	,	y
and	and	cc
Benevolent	benevolent	jj
Sexism	sexism	nn1
Predicting	predict	vvg
Attitudes	attitude	nn2
Toward	toward	ii
Women	woman	nn2
Managers	manager	nn2
PREFORMATTED	preformatted	zz
TABLE	table	nn1
<p>	<p>	y
##4001274		
ABSTRACT	abstract	jj_nn1@_vv0@
.	.	y
To	to	to
investigate	investigate	vvi
the	the	at
relationship	relationship	nn1
between	between	ii
worry	worry	nn1@
and	and	cc
sense	sense	nn1
of	of	io
humor	humor	nn1
,	,	y
the	the	at
author	author	nn1
administered	administer	vvn_vvd@
the	the	at
Worry	worry	nn1@
Domains	domain	nn2
Questionnaire	questionnaire	nn1
(	(	y
WDQ	wdq	np1
;	;	y
F.	f	np1
Tallis	tallis	np1
,	,	y
M.	m	nn1
Eysenck	eysenck	nn1_np1
,	,	y
&;	&;	x
A.	a	x         
Matthews	matthews	np1
,	,	y
1992	1992	mc
)	)	y
and	and	cc
the	the	at
Multidimensional	multidimensional	jj
Sense	sense	nn1
of	of	io
Humor	humor	nn1
Scale	scale	nn1
(	(	y
MSHS	mshs	np1
;	;	y
J.	xx_j	np1
A.	a	x         
Thorson	thorson	np1
&;	&;	x
F.	f	np1
C.	c	np1
Powell	powell	np1
,	,	y
1993	1993	mc
)	)	y
to	to	ii
140	140	mc
undergraduates	undergraduate	nn2
.	.	y
Worry	worry	vv0_nn1@
was	be	vbdz
negatively	negatively	rr
related	relate	vvn_vvd
to	to	to
sense	sense	vvi
of	of	io
humor	humor	nn1
.	.	y
Results	result	nn2
of	of	io
a	a	at1
stepwise	stepwise	jj
regression	regression	nn1
,	,	y
using	use	vvg
the	the	at
WDQ	wdq	np1
as	as	ii_csa
the	the	at
criterion	criteria	nn1
and	and	cc
the	the	at
MSHS	mshs	np1
factors	factor	nn2
as	as	csa_ii@
predictors	predictor	nn2
,	,	y
showed	show	vvd
that	that	cst
the	the	at
humor	humor	nn1
production	production	nn1
factor	factor	nn1
of	of	io
the	the	at
MSHS	mshs	np1
loaded	load	vvd@_vvn
negatively	negatively	rr
on	on	ii
Step	step	nn1
1	1	mc1
and	and	cc
the	the	at
coping	coping	nn1@_vvg
with	with	iw
humor	humor	nn1
factor	factor	nn1
loaded	load	vvn_vvd@
positively	positively	rr
on	on	ii
Step	step	nn1
2	2	mc
.	.	y
The	the	at
results	result	nn2
are	be	vbr
discussed	discuss	vvn
in	in	ii31
relation	relation	ii32
to	to	ii33
W.	w	np1
E.	e	np1
Kelly	kelly	np1
and	and	cc
M.	m	nn1
J.	xx_j	np1
Miller	miller	np1
's	's	ge
(	(	y
1999	1999	mc
)	)	y
cognitive	cognitive	jj
model	model	nn1
of	of	io
worry	worry	nn1@
and	and	cc
worry	worry	vv0
as	as	ii_csa
a	a	at1
coping	coping	nn1@_jj%
strategy	strategy	nn1
.	.	y
<p>	<p>	y
Key	key	jj_nn1
words	word	nn2
:	:	y
anxiety	anxiety	nn1
,	,	y
coping	cope	vvg
,	,	y
humor	humor	nn1_vv0@
,	,	y
worry	worry	vv0
<p>	<p>	y
WORRY	worry	vv0
,	,	y
a	a	at1
sequence	sequence	nn1
of	of	io
negative	negative	jj_nn1@
,	,	y
sometimes	sometimes	rt
seemingly	seemingly	rr
uncontrollable	uncontrollable	jj
thoughts	thought	nn2
(	(	y
Borkovec	borkovec	np1
,	,	y
1994	1994	mc
)	)	y
is	be	vbz
a	a	at1
commonly	commonly	rr
experienced	experienced	jj_vvn
phenomenon	phenomenon	nn1
.	.	y
Indeed	indeed	rr
,	,	y
Tallis	tallis	np1
,	,	y
Davey	davey	np1
,	,	y
and	and	cc
Capuzzo	capuzzo	np1_nn1
(	(	y
1994	1994	mc
)	)	y
found	find	vvd
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
once	once	rr_cs@
every	every	at1
day	day	nnt1
.	.	y
Despite	despite	ii
the	the	at
obvious	obvious	jj
transitory	transitory	jj
nature	nature	nn1
of	of	io
worry	worry	nn1@
,	,	y
much	much	da1
of	of	io
the	the	at
recent	recent	jj
research	research	nn1
has	have	vhz
approached	approach	vvn
this	this	dd1
phenomenon	phenomenon	nn1
as	as	ii_csa
a	a	at1
trait	trait	nn1
,	,	y
or	or	cc
a	a	at1
propensity	propensity	nn1
to	to	to
worry	worry	vvi
.	.	y
For	for	rex21
instance	instance	rex22
,	,	y
commonly	commonly	rr
used	used	jj_vvn
measures	measure	nn2
of	of	io
worry	worry	nn1@
,	,	y
such	such	ii21
as	as	ii22
the	the	at
Worry	worry	nn1@
Domains	domain	nn2
Questionnaire	questionnaire	nn1
(	(	y
WDQ	wdq	np1
;	;	y
Tallis	tallis	np1
,	,	y
Eysenck	eysenck	np1_vv0_nn1
,	,	y
&;	&;	x
Mathews	mathews	np1_nn2_vvz
,	,	y
1992	1992	mc
)	)	y
,	,	y
have	have	vh0
test-retest	test-retest	jj
reliabilities	reliability	nn2
that	that	cst
indicate	indicate	vv0
they	they	pphs2
measure	measure	vv0
trait	trait	nn1
worry	worry	nn1@_vv0
(	(	y
Tallis	tallis	np1
,	,	y
Davey	davey	np1
,	,	y
&;	&;	x
Bond	bond	np1
,	,	y
1994	1994	mc
)	)	y
.	.	y
<p>	<p>	y
Researchers	researcher	nn2
investigating	investigate	vvg
the	the	at
characteristics	characteristic	nn2
of	of	io
individuals	individual	nn2
who	who	pnqs
have	have	vh0
a	a	at1
propensity	propensity	nn1
to	to	to
worry	worry	vvi
(	(	y
trait	trait	nn1
worriers	worrier	nn2
)	)	y
have	have	vh0
reported	report	vvn
that	that	cst
worriers	worrier	nn2
,	,	y
when	when	cs_rrq
compared	compare	vvn
with	with	iw
nonworriers	nonworriers	nn2
,	,	y
tend	tend	vv0
to	to	to
report	report	vvi
more	more	rgr_dar
physical	physical	jj
discomforts	discomfort	nn2
,	,	y
obsessional	obsessional	jj
symptoms	symptom	nn2
,	,	y
boredom	boredom	nn1
,	,	y
depression	depression	nn1
,	,	y
stress	stress	nn1_vv0@
,	,	y
anxiety	anxiety	nn1
