##4001150		
ABSTRACT	abstract	jj_nn1@_vv0@
dimensions	dimension	nn2
,	,	y
are	be	vbr
consistent	consistent	jj
with	with	iw
postjudgment	postjudgment	nn1
self-reported	self-reported	nn1_jj
estimates	estimate	nn2
of	of	io
the	the	at
relative	relative	jj_nn1
influence	influence	nn1
of	of	io
the	the	at
dimension	dimension	nn1
variations	variation	nn2
on	on	ii
the	the	at
judgments	judgment	nn2
.	.	y
To	to	to
investigate	investigate	vvi
this	this	dd1
issue	issue	nn1
,	,	y
we	we	ppis2
applied	apply	vvd
an	a	at1
empirical	empirical	jj
judgment	judgment	nn1
paradigm	paradigm	nn1
known	know	vvn
as	as	ii
policy	policy	nn1
capturing	capture	vvg
(	(	y
Hammond	hammond	np1
,	,	y
1954	1954	mc
,	,	y
1955	1955	mc
)	)	y
.	.	y
In	in	ii
this	this	dd1
paradigm	paradigm	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
materials	material	nn2
(	(	y
"	"	y
profiles	profile	nn2_vvz@
"	"	y
)	)	y
.	.	y
Within	within	ii
each	each	dd1
profile	profile	nn1
,	,	y
levels	level	nn2
of	of	io
the	the	at
various	various	jj
cues	cue	nn2
are	be	vbr
manipulated	manipulate	vvn
(	(	y
e.g.	eg	rex
,	,	y
present	present	jj_nn1
or	or	cc
absent	absent	jj
)	)	y
,	,	y
and	and	cc
subjects	subject	nn2
are	be	vbr
requested	request	vvn
to	to	to
provide	provide	vvi
a	a	at1
judgment	judgment	nn1
(	(	y
e.g.	eg	rex
,	,	y
1	1	mc1
to	to	ii
5	5	mc
rating	rating	nn1_vvg
)	)	y
on	on	ii
each	each	dd1
of	of	io
the	the	at
profiles	profile	nn2
.	.	y
The	the	at
ratings	rating	nn2
are	be	vbr
then	then	rt
regressed	regress	vvn_vvd
on	on	ii
the	the	at
cues	cue	nn2
(	(	y
coded	coded	jj_vvn
,	,	y
for	for	rex21
example	example	rex22
,	,	y
as	as	csa_rg@
0	0	mc
=	=	fo
cue	cue	nn1
absent	absent	jj
and	and	cc
1	1	mc1
=	=	fo
cue	cue	nn1
present	present	nn1
)	)	y
,	,	y
revealing	reveal	vvg
the	the	at
objective	objective	jj_nn1
weight	weight	nn1
each	each	dd1
subject	subject	nn1
applied	apply	vvn_vvd
to	to	ii
each	each	dd1
cue	cue	nn1
while	while	cs
making	make	vvg
the	the	at
judgments	judgment	nn2
.	.	y
The	the	at
statistical	statistical	jj
determination	determination	nn1
of	of	io
the	the	at
cue	cue	nn1
weightings	weighting	nn2
for	for	if
each	each	dd1
subject	subject	nn1
is	be	vbz
the	the	at
process	process	nn1
of	of	io
capturing	capture	vvg
the	the	at
subject	subject	nn1
's	's	ge
judgment	judgment	nn1
policy	policy	nn1
.	.	y
<p>	<p>	y
Past	past	ii_jj
policy-capturing	policy-capturing	jj_nn1
research	research	nn1
has	have	vhz
demonstrated	demonstrate	vvn
that	that	cst
an	a	at1
individual	individual	nn1
's	's	ge
subjective	subjective	jj
assessment	assessment	nn1
of	of	io
his	his	appge
or	or	cc
her	her	appge
own	own	da
judgment	judgment	nn1
policy	policy	nn1
(	(	y
i.e.	ie	rex
,	,	y
the	the	at
major	major	jj
factors	factor	nn2
that	that	cst
subjects	subject	nn2
report	report	vv0@_nn1
as	as	csa
having	have	vhg
contributed	contribute	vvn
to	to	ii
their	their	appge
judgment	judgment	nn1
)	)	y
is	be	vbz
often	often	rr
at	at	ii
odds	odds	nn2
with	with	iw
the	the	at
statistical	statistical	jj
(	(	y
i.e.	ie	rex
,	,	y
captured	capture	vvn_vvd
)	)	y
assessment	assessment	nn1
of	of	io
the	the	at
same	same	da
judgment	judgment	nn1
.	.	y
Such	such	da
a	a	at1
phenomenon	phenomenon	nn1
has	have	vhz
been	be	vbn
reported	report	vvn
with	with	iw
judgments	judgment	nn2
of	of	io
clinical	clinical	jj
psychologists	psychologist	nn2
and	and	cc
diagnostic	diagnostic	jj
assessments	assessment	nn2
of	of	io
hyperactive	hyperactive	jj
children	child	nn2
(	(	y
Ullman	ullman	np1
&;	&;	x
Doherty	doherty	np1_nn1
,	,	y
1984	1984	mc
)	)	y
,	,	y
and	and	cc
with	with	iw
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Kozloski	kozloski	np1_nn1
,	,	y
&;	&;	x
Hults	hults	np1_nn2_vvz
,	,	y
1991	1991	mc
)	)	y
.	.	y
The	the	at
current	current	jj
research	research	nn1
assessed	assess	vvn_vvd@
the	the	at
relationship	relationship	nn1
between	between	ii
statistical	statistical	jj
and	and	cc
subjective	subjective	jj
weightings	weighting	nn2
in	in	ii
evaluations	evaluation	nn2
of	of	io
teaching	teaching	nn1_vvg
behavior	behavior	nn1
.	.	y
Method	method	nn1
<p>	<p>	y
Subjects	subject	nn2
<p>	<p>	y
The	the	at
subjects	subject	nn2
were	be	vbdr
40	40	mc
students	student	nn2
(	(	y
13	13	mc
male	male	jj_nn1
,	,	y
25	25	mc
female	female	jj_nn1
,	,	y
and	and	cc
2	2	mc
not	not	xx
indicated	indicate	vvn
)	)	y
enrolled	enroll	vvd_vvn
in	in	ii_rp@
introductory	introductory	jj
psychology	psychology	nn1
courses	course	nn2
at	at	ii
a	a	at1
large	large	jj
southeastern	southeastern	jj
university	university	nn1
(	(	y
median	median	jj_nn1
age	age	nn1
,	,	y
19	19	mc
years	year	nnt2
)	)	y
.	.	y
The	the	at
subjects	subject	nn2
receive	receive	vv0
.	.	y
d	d	zz1
course	course	nn1
credit	credit	nn1
in	in	ii
exchange	exchange	nn1
for	for	if
their	their	appge
participation	participation	nn1
in	in	ii
the	the	at
research	research	nn1
.	.	y
<p>	<p>	y
Stimulus	stimulus	npx
Materials	material	nn2
<p>	<p>	y
The	the	at
stimulus	stimulus	nn1
materials	material	nn2
for	for	if
the	the	at
study	study	nn1
were	be	vbdr
a	a	at1
series	series	nn
of	of	io
profiles	profile	nn2
,	,	y
each	each	dd1
consisting	consist	vvg
of	of	io
a	a	at1
teaching	teaching	nn1
evaluation	evaluation	nn1
form	form	nn1_vv0
containing	contain	vvg
five	five	mc
statements	statement	nn2
:	:	y
(	(	y
a	a	zz1
)	)	y
"	"	y
Each	each	dd1
class	class	nn1
period	period	nn1
was	be	vbdz
well-organized.	well-organized	nnu
"	"	y
(	(	y
b	b	zz1
)	)	y
"	"	y
The	the	at
course	course	nn1
significantly	significantly	rr
increased	increase	vvd_vvn
my	my	appge
knowledge	knowledge	nn1
or	or	cc
competence	competence	nn1
in	in	ii
the	the	at
subject	subject	nn1
.	.	y
"	"	y
(	(	y
c	c	zz1
)	)	y
"	"	y
The	the	at
instructor	instructor	nn1
encouraged	encourage	vvd_vvn
students	student	nn2
to	to	to
ask	ask	vvi
questions	question	nn2
and	and	cc
express	express	vvi
opinions	opinion	nn2
,	,	y
"	"	y
(	(	y
d	d	zz1
)	)	y
"	"	y
The	the	at
instructor	instructor	nn1
seems	seem	vvz
knowledgeable	knowledgeable	jj
and	and	cc
well-informed	well-informed	nn1_jj
on	on	ii
the	the	at
subject	subject	nn1
.	.	y
"	"	y
(	(	y
e	e	zz1
)	)	y
"	"	y
The	the	at
instructor	instructor	nn1
presented	present	vvd_vvn
the	the	at
material	material	nn1
clearly	clearly	rr
.	.	y
"	"	y
Each	each	dd1
statement	statement	nn1
had	have	vhd
response	response	nn1
options	option	nn2
of	of	io
yes	yes	uh
or	or	cc
no	no	uh
.	.	y
These	these	dd2
five	five	mc
questions	question	nn2
were	be	vbdr
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
1979	1979	mc
)	)	y
.	.	y
For	for	if
this	this	dd1
study	study	nn1
,	,	y
each	each	dd1
of	of	io
the	the	at
evaluation	evaluation	nn1
forms	form	nn2
had	have	vhd
been	be	vbn
ostensibly	ostensibly	rr
completed	complete	vvn
(	(	y
yes	yes	uh
or	or	cc
no	no	at_rr%
circled	circled	jj@_vvd
for	for	if
each	each	dd1
of	of	io
the	the	at
five	five	mc
items	item	nn2
)	)	y
by	by	ii
a	a	at1
"	"	y
student	student	nn1
"	"	y
prior	prior	ii21
to	to	ii22
the	the	at
study	study	nn1
.	.	y
On	on	ii
each	each	dd1
evaluation	evaluation	nn1
page	page	nn1
the	the	at
subjects	subject	nn2
were	be	vbdr
asked	ask	vvn@
to	to	to
respond	respond	vvi
to	to	ii
the	the	at
statement	statement	nn1
"	"	y
If	if	cs
a	a	at1
professor	professor	nn1
received	receive	vvd_vvn
the	the	at
following	following	jj
course	course	nn1
evaluation	evaluation	nn1
from	from	ii
a	a	at1
student	student	nn1
...	...	...
How	how	rrq
would	would	vm
you	you	ppy
rate	rate	vvi
the	the	at
quality	quality	nn1
of	of	io
the	the	at
professor	professor	nn1
as	as	ii_csa
a	a	at1
teacher	teacher	nn1
?	?	y
"	"	y
The	the	at
subjects	subject	nn2
responded	respond	vvn_vvd
on	on	ii
a	a	at1
5-point	5-point	jj_nn1
scale	scale	nn1
ranging	range	vvg
from	from	ii
very	very	rg
poor	poor	jj
(	(	y
1	1	mc1
)	)	y
to	to	ii
very	very	rg
good	good	jj
(	(	y
5	5	mc
)	)	y
.	.	y
A	a	at1
sample	sample	nn1
profile	profile	nn1
is	be	vbz
provided	provide	vvn
in	in	ii
the	the	at
Appendix	appendix	nn1
.	.	y
<p>	<p>	y
The	the	at
stimulus	stimulus	nn1
materials	material	nn2
were	be	vbdr
constructed	construct	vvn
so	so	cs21
that	that	cs22
all	all	db
subjects	subject	nn2
provided	provide	vvn_vvd_cs
judgments	judgment	nn2
on	on	ii
all	all	db
possible	possible	jj
combinations	combination	nn2
of	of	io
cue-level	cue-level	jj_nn1
arrangements	arrangement	nn2
.	.	y
In	in	ii
other	other	jj
words	word	nn2
,	,	y
the	the	at
subjects	subject	nn2
judged	judge	vvd_vvn
all	all	db_rr@
possible	possible	jj
combinations	combination	nn2
of	of	io
yes	yes	uh
and	and	cc
no	no	at
responses	response	nn2
on	on	ii
all	all	db
five	five	mc
evaluation	evaluation	nn1
form	form	nn1_vv0
items	item	nn2
.	.	y
Given	given	cs21
that	that	cs22
each	each	dd1
of	of	io
the	the	at
five	five	mc
items	item	nn2
on	on	ii
the	the	at
evaluation	evaluation	nn1
form	form	nn1
had	have	vhd
two	two	mc
response	response	nn1
options	option	nn2
(	(	y
yes	yes	uh
or	or	cc
no	no	uh_rr%
)	)	y
,	,	y
32	32	mc
yes	yes	uh
no	no	uh
response	response	nn1
configurations	configuration	nn2
were	be	vbdr
possible	possible	jj
.	.	y
Eight	eight	mc
duplicate	duplicate	jj
profiles	profile	nn2
were	be	vbdr
developed	develop	vvn
to	to	to
assess	assess	vvi
the	the	at
reliability	reliability	nn1
of	of	io
the	the	at
subjects	subject	nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
order	order	nn1
and	and	cc
constructed	construct	vvn
into	into	ii
stimulus	stimulus	nn1
booklets	booklet	nn2
with	with	iw
a	a	at1
cover	cover	nn1
page	page	nn1
of	of	io
instructions	instruction	nn2
.	.	y
<p>	<p>	y
Procedure	procedure	nn1
<p>	<p>	y
The	the	at
subjects	subject	nn2
participated	participate	vvd_vvn@
in	in	ii
the	the	at
study	study	nn1
in	in	ii
groups	group	nn2
of	of	io
5	5	mc
to	to	ii
10	10	mc
.	.	y
They	they	pphs2
were	be	vbdr
each	each	dd1
given	give	vvn
a	a	at1
stimulus	stimulus	nn1
booklet	booklet	nn1
,	,	y
and	and	cc
they	they	pphs2
worked	work	vvd
through	through	ii
the	the	at
40	40	mc
judgment	judgment	nn1
tasks	task	nn2
at	at	ii
their	their	appge
own	own	da
pace	pace	nn1
,	,	y
assessing	assess	vvg
each	each	dd1
evaluation	evaluation	nn1
form	form	nn1_vv0
individually	individually	rr
and	and	cc
providing	provide	vvg
ratings	rating	nn2
on	on	ii
the	the	at
1	1	mc1
to	to	ii
5	5	mc
scale	scale	nn1
.	.	y
The	the	at
subjects	subject	nn2
were	be	vbdr
instructed	instruct	vvn
not	not	xx
to	to	to
view	view	vvi
their	their	appge
previously	previously	rr
judged	judge	vvn_vvd
profiles	profile	nn2
once	once	cs@_rr
they	they	pphs2
started	start	vvd
the	the	at
procedure	procedure	nn1
.	.	y
Their	their	appge
task	task	nn1
was	be	vbdz
not	not	xx
to	to	to
complete	complete	vvi
the	the	at
course	course	nn1
evaluation	evaluation	nn1
form	form	nn1
but	but	ccb
to	to	to
evaluate	evaluate	vvi
40	40	mc
completed	completed	jj@_vvd
course	course	nn1
evaluations	evaluation	nn2
and	and	cc
provide	provide	vvi
judgments	judgment	nn2
of	of	io
the	the	at
teaching	teaching	nn1
effectiveness	effectiveness	nn1
of	of	io
a	a	at1
professor	professor	nn1
who	who	pnqs
might	might	vm
receive	receive	vvi
a	a	at1
given	given	jj@
pattern	pattern	nn1
of	of	io
responses	response	nn2
from	from	ii
a	a	at1
student	student	nn1
on	on	ii
an	a	at1
evaluation	evaluation	nn1
form	form	nn1
.	.	y
<p>	<p>	y
When	when	cs_rrq
they	they	pphs2
had	have	vhd
completed	complete	vvn
the	the	at
judgment	judgment	nn1
tasks	task	nn2
,	,	y
the	the	at
subjects	subject	nn2
provided	provide	vvn_vvd
(	(	y
in	in	ii
the	the	at
form	form	nn1
of	of	io
a	a	at1
percentage	percentage	nn1
)	)	y
their	their	appge
own	own	da
estimates	estimate	nn2
of	of	io
the	the	at
weights	weight	nn2
given	give	vvn
to	to	ii
each	each	dd1
of	of	io
the	the	at
five	five	mc
evaluation-form	evaluation-form	jj
items	item	nn2
in	in	ii
making	make	vvg
their	their	appge
judgments	judgment	nn2
.	.	y
Specifically	specifically	rr
,	,	y
the	the	at
instructions	instruction	nn2
read	read	vv0_vvd_vvn
:	:	y
"	"	y
You	you	ppy
have	have	vh0
now	now	rt
completed	complete	vvn
all	all	db
the	the	at
ratings	rating	nn2
,	,	y
but	but	ccb
we	we	ppis2
would	would	vm
like	like	vvi
you	you	ppy
to	to	to
provide	provide	vvi
us	us	ppio2
with	with	iw
some	some	dd
additional	additional	jj
information	information	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
us	us	ppio2
how	how	rrq
much	much	rr
'	'	ge
weight	weight	nn1
'	'	ge
you	you	ppy
gave	give	vvd
each	each	dd1
of	of	io
the	the	at
items	item	nn2
in	in	ii
making	make	vvg
your	your	appge
ratings	rating	nn2
.	.	y
In	in	ii
other	other	jj
words	word	nn2
,	,	y
how	how	rgq@_rrq
much	much	da1
attention	attention	nn1
did	do	vdd
you	you	ppy
pay	pay	vvi
to	to	ii
each	each	dd1
question	question	nn1
on	on	ii
the	the	at
evaluation	evaluation	nn1
when	when	cs
deciding	decide	vvg
how	how	rrq_rgq@
to	to	ii_to
rate	rate	nn1
each	each	dd1
professor	professor	nn1
?	?	y
(	(	y
NOTE	note	vv0_nn1
:	:	y
Your	your	appge
total	total	jj_nn1
percentage	percentage	nn1
should	should	vm
sum	sum	vvi
to	to	ii
100%	100%	nnu
)	)	y
.	.	y
"	"	y
Thus	thus	rr
each	each	dd1
subject	subject	nn1_jj@
allocated	allocated	jj_vvn
percentage	percentage	nn1
points	point	nn2
according	according	ii21
to	to	ii22
how	how	rgq@_rrq
much	much	rr
each	each	dd1
of	of	io
the	the	at
five	five	mc
items	item	nn2
influenced	influence	vvn_vvd@
the	the	at
previous	previous	jj
judgments	judgment	nn2
.	.	y
Results	result	nn2
<p>	<p>	y
Reliability	reliability	nn1
Analysis	analysis	nn1
<p>	<p>	y
To	to	to
calculate	calculate	vvi
reliability	reliability	nn1
estimates	estimate	vvz_nn2
for	for	if
each	each	dd1
subject	subject	nn1
,	,	y
we	we	ppis2
correlated	correlate	vvd
the	the	at
ratings	rating	nn2
on	on	ii
the	the	at
eight	eight	mc
duplicate	duplicate	jj
profiles	profile	nn2
(	(	y
Presentation	presentation	nn1
1	1	mc1
and	and	cc
Presentation	presentation	nn1
2	2	mc
)	)	y
.	.	y
Reliability	reliability	nn1
estimates	estimate	nn2
ranged	range	vvn_vvd
from	from	ii
1.0	1.0	mc
to	to	ii
0.41	0.41	mc
,	,	y
with	with	iw
an	a	at1
average	average	jj_nn1
reliability	reliability	nn1
of	of	io
0.86	0.86	mc
(	(	y
SD	sd	np1
=	=	fo
.13	.13	mc
)	)	y
.	.	y
This	this	dd1
analysis	analysis	nn1
demonstrates	demonstrate	vvz
that	that	cst
the	the	at
subjects	subject	nn2
generally	generally	rr
maintained	maintain	vvn_vvd
a	a	at1
consistent	consistent	jj
judgment	judgment	nn1
policy	policy	nn1
throughout	throughout	ii
the	the	at
series	series	nn
of	of	io
profiles	profile	nn2
.	.	y
<p>	<p>	y
Determination	determination	nn1
of	of	io
Statistical	statistical	jj
Weightings	weighting	nn2
<p>	<p>	y
The	the	at
yes	yes	uh
or	or	cc
no	no	at
responses	response	nn2
(	(	y
coded	code	vvn_jj_vvd
0	0	mc
=-	=-	fo
no	no	nn1%_rr%
and	and	cc
1	1	mc1
=	=	fo
yes	yes	uh
)	)	y
were	be	vbdr
used	use	vvn
as	as	csa_ii@
predictors	predictor	nn2
in	in	ii
multiple	multiple	jj_nn1
regression	regression	nn1
analyses	analysis	nn2_vvz
of	of	io
each	each	dd1
subject	subject	nn1
's	's	ge
32	32	mc
judgments	judgment	nn2
(	(	y
1	1	mc1
to	to	ii
5	5	mc
ratings	rating	nn2
)	)	y
of	of	io
teaching	teaching	nn1_vvg
effectiveness	effectiveness	nn1
(	(	y
the	the	at
second	second	md
presentation	presentation	nn1
of	of	io
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
ensure	ensure	vvi
cue	cue	nn1
orthogonality	orthogonality	nn1
)	)	y
.	.	y
The	the	at
resulting	resulting	jj
regression	regression	nn1
equation	equation	nn1
was	be	vbdz
considered	consider	vvn
the	the	at
subject	subject	nn1
's	's	ge
judgment	judgment	nn1
policy	policy	nn1
.	.	y
For	for	if
each	each	dd1
subject	subject	nn1
,	,	y
squaring	square	vvg
the	the	at
beta	beta	nn1
weights	weight	nn2
associated	associate	vvn
with	with	iw
each	each	dd1
evaluation	evaluation	nn1
item	item	nn1
provided	provide	vvd_cs_vvn
a	a	at1
measure	measure	nn1
of	of	io
the	the	at
proportion	proportion	nn1
of	of	io
the	the	at
variance	variance	nn1
accounted	account	vvn_vvd
for	for	if
in	in	ii
that	that	dd1
subject	subject	nn1
's	's	ge
judgments	judgment	nn2
by	by	ii
variations	variation	nn2
in	in	ii
the	the	at
given	given	jj@
evaluation	evaluation	nn1
items	item	nn2
.	.	y
<p>	<p>	y
Assessment	assessment	nn1
of	of	io
Statistical	statistical	jj
and	and	cc
Subjective	subjective	jj
Weightings	weighting	nn2
<p>	<p>	y
To	to	to
be	be	vbi
better	better	rrr
able	able	jk
to	to	to
interpret	interpret	vvi
a	a	at1
comparison	comparison	nn1
of	of	io
the	the	at
subjects	subject	nn2
'	'	ge
statistical	statistical	jj
and	and	cc
subjective	subjective	jj
weightings	weighting	nn2
,	,	y
we	we	ppis2
followed	follow	vvd
a	a	at1
procedure	procedure	nn1
similar	similar	jj
to	to	ii
that	that	dd1
used	use	vvd_vvn_jj
by	by	ii
Ullman	ullman	np1_nn1
and	and	cc
Doherty	doherty	np1_nn1
(	(	y
1984	1984	mc
)	)	y
and	and	cc
normalized	normalize	vvd
the	the	at
squared	squared	jj
beta	beta	nn1
weights	weight	nn2
.	.	y
The	the	at
normalization	normalization	nn1
procedure	procedure	nn1
involved	involve	vvd_vvn
,	,	y
for	for	if
each	each	dd1
subject	subject	nn1
's	's	ge
data	data	nn
,	,	y
dividing	divide	vvg
each	each	dd1
weight	weight	nn1
by	by	ii
the	the	at
total	total	jj_nn1
sum	sum	nn1
of	of	io
the	the	at
weights	weight	nn2
and	and	cc
multiplying	multiply	vvg
by	by	ii
100	100	mc
(	(	y
thus	thus	rr
,	,	y
each	each	dd1
subject	subject	nn1
's	's	ge
statistical	statistical	jj
weights	weight	nn2
summed	sum	vvn_vvd
to	to	ii
100	100	mc
)	)	y
.	.	y
<p>	<p>	y
The	the	at
means	mean	nn
and	and	cc
standard	standard	jj_nn1
deviations	deviation	nn2
were	be	vbdr
calculated	calculate	vvn
across	across	ii
s	s	zz1
,	,	y
11	11	mc
subjects	subject	nn2
for	for	if
the	the	at
statistical	statistical	jj
and	and	cc
subjective	subjective	jj
weightings	weighting	nn2
of	of	io
each	each	dd1
evaluation	evaluation	nn1
item	item	nn1
(	(	y
see	see	vv0
Table	table	nn1
1	1	mc1
)	)	y
.	.	y
Data	data	nn
for	for	if
five	five	mc
of	of	io
the	the	at
subjects	subject	nn2
were	be	vbdr
not	not	xx
included	include	vvn
in	in	ii
this	this	dd1
analysis	analysis	nn1
,	,	y
one	one	pn1_mc1
because	because	ii21
of	of	ii22
an	a	at1
error	error	nn1
in	in	ii
the	the	at
stimulus	stimulus	nn1
materials	material	nn2
and	and	cc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
