##4001166		
ABSTRACT	abstract	jj_nn1@_vv0@
counseling	counseling	nn1
interviews	interview	nn2
.	.	y
<p>	<p>	y
Holloway	holloway	np1
and	and	cc
Wampold	wampold	np1_nn1
(	(	y
1986	1986	mc
)	)	y
carried	carry	vvd
out	out	rp
a	a	at1
quantitative	quantitative	jj
meta-analysis	meta-analysis	nn1
of	of	io
23	23	mc
reports	report	nn2
(	(	y
published	publish	vvn
prior	prior	ii21
to	to	ii22
September	september	npm1
1983	1983	mc
)	)	y
that	that	cst_dd1
examined	examine	vvd
either	either	rr
the	the	at
direct	direct	jj
relationship	relationship	nn1
between	between	ii
CL	cl	np1
and	and	cc
counseling	counseling	nn1
effectiveness	effectiveness	nn1
(	(	y
Type	type	nn1
A	a	zz1
studies	study	nn2
)	)	y
or	or	cc
the	the	at
effect	effect	nn1
of	of	io
matching	matching	jj_vvg_nn1
participants	participant	nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
It	it	pph1
should	should	vm
be	be	vbi
noted	note	vvn
that	that	cst
a	a	at1
Type	type	nn1
B	b	zz1
study	study	nn1
will	will	vm
also	also	rr
typically	typically	rr
provide	provide	vvi
Type	type	nn1
A	a	zz1
data	data	nn
in	in	ii
the	the	at
form	form	nn1
of	of	io
a	a	at1
main	main	jj
effect	effect	nn1
for	for	if
counselor	counselor	nn1
CL	cl	np1
in	in	ii31
addition	addition	ii32
to	to	ii33
the	the	at
Type	type	nn1
B	b	zz1
result	result	vv0_nn1
in	in	ii
the	the	at
form	form	nn1
of	of	io
a	a	at1
counselor/client	counselor/client	nn1
CL	cl	np1
interaction	interaction	nn1
effect	effect	nn1
.	.	y
<p>	<p>	y
Holloway	holloway	np1
and	and	cc
Wampold	wampold	np1_nn1
(	(	y
1986	1986	mc
)	)	y
used	use	vvd_jj
standard	standard	jj_nn1
meta-analytic	meta-analytic	jj
procedures	procedure	nn2
(	(	y
Glass	glass	np1_nn1
,	,	y
McGaw	mcgaw	np1
,	,	y
&;	&;	x
Smith	smith	np1
,	,	y
1981	1981	mc
)	)	y
to	to	to
convert	convert	vvi
group	group	nn1
mean	mean	jj_vv0_nn1@
differences	difference	nn2
or	or	cc
correlations	correlation	nn2
into	into	ii
standard	standard	jj_nn1
effect	effect	nn1
sizes	size	nn2
(	(	y
ES	es	fw
)	)	y
and	and	cc
regression	regression	nn1
analyses	analyse	vvz_nn2
to	to	to
identify	identify	vvi
any	any	dd
relationships	relationship	nn2
between	between	ii
the	the	at
magnitude	magnitude	nn1
of	of	io
effect	effect	nn1
sizes	size	nn2
and	and	cc
other	other	jj
moderating	moderating	jj@_nn1@_vvg
variables	variable	nn2
such	such	ii21
as	as	ii22
type	type	nn1
of	of	io
participant	participant	nn1
and	and	cc
rated	rated	jj@_vvd_vvn
design	design	nn1
adequacy	adequacy	nn1
.	.	y
Holloway	holloway	np1
and	and	cc
Wampold	wampold	np1_nn1
reported	report	vvd
a	a	at1
mean	mean	jj
ES	es	np1
for	for	if
Type	type	nn1
A	a	zz1
studies	study	nn2
of	of	io
1.07	1.07	mc
:	:	y
that	that	rex21
is	is	rex22
,	,	y
the	the	at
outcome	outcome	nn1
measure	measure	nn1
score	score	nn1
of	of	io
the	the	at
average	average	jj_nn1
high-CL	high-cl	np1
participant	participant	nn1
exceeded	exceed	vvd_vvn
that	that	dd1
of	of	io
86%	86%	nnu
of	of	io
low-CL	low-cl	np1
participants	participant	nn2
.	.	y
However	however	rr
,	,	y
there	there	ex
was	be	vbdz
no	no	at
evidence	evidence	nn1
of	of	io
a	a	at1
corresponding	corresponding	jj
main	main	nn1@_jj
(	(	y
or	or	cc
Type	type	nn1
A	a	zz1
)	)	y
effect	effect	nn1_vv0@
for	for	if
CL	cl	np1
in	in	ii
their	their	appge
Type	type	nn1
B	b	zz1
(	(	y
interaction	interaction	nn1
effect	effect	nn1
)	)	y
studies	study	nn2
:	:	y
ES	es	np1
=	=	fo
0.02	0.02	mc
.	.	y
<p>	<p>	y
Holloway	holloway	np1
and	and	cc
Wampold	wampold	np1_nn1
(	(	y
1986	1986	mc
)	)	y
explained	explain	vvd
these	these	dd2
discrepant	discrepant	jj
findings	finding	nn2
as	as	csa_rg@
perhaps	perhaps	rr
stemming	stem	vvg
from	from	ii
the	the	at
relatively	relatively	rr
poorer	poor	jjr
methodologies	methodology	nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
a	a	at1
mean	mean	jj
interaction	interaction	nn1
ES	es	np1
for	for	if
matching	matching	jj_vvg_nn1
participants	participant	nn2
(	(	y
high	high	jj
CL	cl	np1
or	or	cc
low	low	jj
CL	cl	np1_fo%
)	)	y
with	with	iw
environments	environment	nn2
(	(	y
low	low	jj
structure	structure	nn1
or	or	cc
high	high	jj
structure	structure	nn1
,	,	y
respectively	respectively	rr
)	)	y
of	of	io
0.15	0.15	mc
;	;	y
that	that	rex21
is	is	rex22
,	,	y
the	the	at
outcome	outcome	nn1
measure	measure	nn1
score	score	nn1
of	of	io
the	the	at
average	average	jj_nn1
participant	participant	nn1
in	in	ii
a	a	at1
matched	matched	jj@
condition	condition	nn1
exceeded	exceed	vvd_vvn
that	that	dd1
of	of	io
56%	56%	nnu
of	of	io
participants	participant	nn2
in	in	ii
an	a	at1
unmatched	unmatched	jj
condition	condition	nn1
.	.	y
Holloway	holloway	np1
and	and	cc
Wampold	wampold	np1_nn1
concluded	conclude	vvd
that	that	dd1
<p>	<p>	y
The	the	at
findings	finding	nn2
of	of	io
Type	type	nn1
A	a	zz1
studies	study	nn2
imply	imply	vv0
that	that	cst
high-CL	high-cl	np1
rather	rather	ii21
than	than	ii22
low-CL	low-cl	np1
individuals	individual	nn2
may	may	vm
be	be	vbi
preferable	preferable	jj
as	as	csa
applicants	applicant	nn2
to	to	ii
counselor	counselor	nn1
training	training	nn1
programs	program	nn2
due	due	ii21
to	to	ii22
their	their	appge
superior	superior	jj
performance	performance	nn1
on	on	ii
perceptual	perceptual	jj
tasks	task	nn2
in	in	ii
complex	complex	nn1_jj
,	,	y
ambiguous	ambiguous	jj
situations	situation	nn2
.	.	y
Type	type	nn1_vv0%
B	b	zz1
studies	study	nn2
,	,	y
by	by	ii
testing	test	vvg
the	the	at
effectiveness	effectiveness	nn1
of	of	io
using	use	vvg
a	a	at1
matching	matching	jj_nn1
model	model	nn1
to	to	to
increase	increase	vvi
the	the	at
effectiveness	effectiveness	nn1
of	of	io
a	a	at1
person	person	nn1
's	's	ge
performance	performance	nn1
,	,	y
provide	provide	vv0
support	support	nn1_vv0
for	for	if
the	the	at
more	more	rgr
prescriptive	prescriptive	jj
technological	technological	jj
approach	approach	nn1
.	.	y
It	it	pph1
appears	appear	vvz
that	that	cst
low-CL	low-cl	np1
persons	person	nn2
only	only	rr
need	need	vv0
to	to	to
be	be	vbi
in	in	ii
more	more	rgr_dar
structured	structured	jj
conditions	condition	nn2
to	to	to
benefit	benefit	vvi
from	from	ii
training	training	nn1
or	or	cc
counseling	counseling	nn1
environment	environment	nn1
.	.	y
(	(	y
p.	xx_p	nnu
318	318	mc
)	)	y
<p>	<p>	y
In	in	ii
their	their	appge
discussion	discussion	nn1
of	of	io
their	their	appge
positive	positive	jj
conclusions	conclusion	nn2
concerning	concerning	ii_vvg
the	the	at
importance	importance	nn1
of	of	io
counselor	counselor	nn1
CL	cl	np1
in	in	ii31
relation	relation	ii32
to	to	ii33
training	training	nn1
and	and	cc
performance	performance	nn1
,	,	y
Holloway	holloway	np1
and	and	cc
Wampold	wampold	np1_nn1
acknowledged	acknowledge	vvd
that	that	cst
studies	study	nn2
in	in	ii
their	their	appge
review	review	nn1
were	be	vbdr
disparate	disparate	jj
in	in	ii
many	many	da2
ways	way	nn2
and	and	cc
should	should	vm
best	best	rrt
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
rather	rather	ii21_cs21@
than	than	ii22_cs22@
with	with	iw
counseling	counseling	nn1
solely	solely	rr
.	.	y
<p>	<p>	y
I	i	ppis1
decided	decide	vvd
to	to	to
re-examine	re-examine	vvi
the	the	at
studies	study	nn2
reviewed	review	vvn
by	by	ii
Holloway	holloway	np1
and	and	cc
Wampold	wampold	np1_nn1
(	(	y
1986	1986	mc
)	)	y
,	,	y
placing	place	vvg
my	my	appge
attention	attention	nn1
only	only	rr
on	on	ii
those	those	dd2
that	that	cst
focused	focus	vvd
on	on	ii
counselor	counselor	nn1
CL	cl	np1
and	and	cc
used	used	jj
counseling	counseling	nn1
interviews	interview	nn2
as	as	ii_csa
a	a	at1
basis	basis	nn1
for	for	if
determining	determining	jj_vvg
counseling	counseling	nn1
or	or	cc
training	training	nn1_vvg@
outcome	outcome	nn1
.	.	y
Reappraising	reappraising	np1@_vvg
Counselor	counselor	np1
CL	cl	np1
and	and	cc
Performance	performance	nn1
<p>	<p>	y
Of	of	io
the	the	at
23	23	mc
reports	report	nn2
reviewed	review	vvn
by	by	ii
Holloway	holloway	np1
and	and	cc
Wampold	wampold	np1_nn1
(	(	y
1986	1986	mc
)	)	y
,	,	y
7	7	mc
were	be	vbdr
not	not	xx
related	relate	vvn
directly	directly	rr
to	to	ii
the	the	at
outcome	outcome	nn1
of	of	io
training	training	nn1_vvg@
in	in	ii
counseling	counseling	nn1
or	or	cc
to	to	ii
the	the	at
effectiveness	effectiveness	nn1
of	of	io
counselors	counselor	nn2
.	.	y
Of	of	io
the	the	at
remaining	remaining	jj
16	16	mc
studies	study	nn2
,	,	y
10	10	mc
did	do	vdd
not	not	xx
use	use	vvi
performance	performance	nn1
in	in	ii
an	a	at1
interview	interview	nn1
situation	situation	nn1
to	to	to
provide	provide	vvi
an	a	at1
outcome	outcome	nn1
or	or	cc
performance	performance	nn1
measure	measure	nn1
.	.	y
Thus	thus	rr
,	,	y
only	only	rr
6	6	mc
of	of	io
23	23	mc
studies	study	nn2
were	be	vbdr
concerned	concerned	jj_vvn%
directly	directly	rr
with	with	iw
the	the	at
performance	performance	nn1
of	of	io
counselors	counselor	nn2
or	or	cc
counselor	counselor	nn1
trainees	trainee	nn2
in	in	ii
an	a	at1
interview	interview	nn1
situation	situation	nn1
.	.	y
These	these	dd2
studies	study	nn2
are	be	vbr
summarized	summarize	vvn
in	in	ii
Table	table	nn1
1	1	mc1
.	.	y
They	they	pphs2
include	include	vv0
the	the	at
two	two	mc
studies	study	nn2
described	describe	vvn_vvd
previously	previously	rr
by	by	ii
Stoppard	stoppard	np1
and	and	cc
Miller	miller	np1
(	(	y
1985	1985	mc
)	)	y
:	:	y
McLachlan	mclachlan	np1
(	(	y
1972	1972	mc
)	)	y
and	and	cc
Rosenthal	rosenthal	np1
(	(	y
1977	1977	mc
)	)	y
.	.	y
<p>	<p>	y
In	in	ii31
view	view	ii32
of	of	ii33
the	the	at
small	small	jj
number	number	nn1
of	of	io
studies	study	nn2
that	that	cst
met	meet	vvd
the	the	at
inclusion	inclusion	nn1
criteria	criteria	nn2
,	,	y
I	i	ppis1
decided	decide	vvd
to	to	to
see	see	vvi
whether	whether	csw
more	more	dar
studies	study	nn2
could	could	vm
be	be	vbi
located	locate	vvn
.	.	y
I	i	ppis1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
supplemented	supplement	vvn
by	by	ii
a	a	at1
hand	hand	nn1
search	search	nn1
,	,	y
to	to	to
locate	locate	vvi
eight	eight	mc
additional	additional	jj
reports	report	nn2
concerning	concerning	ii_vvg
counselor	counselor	nn1
or	or	cc
counselor	counselor	nn1
trainee	trainee	nn1
CL	cl	np1
and	and	cc
performance	performance	nn1
published	publish	vvn_vvd
up	up	ii21
to	to	ii22
December	december	npm1
1992	1992	mc
.	.	y
Of	of	io
these	these	dd2
,	,	y
four	four	mc
did	do	vdd
not	not	xx
involve	involve	vvi
individuals	individual	nn2
conducting	conduct	vvg
an	a	at1
interview	interview	nn1
.	.	y
The	the	at
remaining	remaining	jj
four	four	mc
studies	study	nn2
(	(	y
using	use	vvg
interviews	interview	nn2
)	)	y
are	be	vbr
summarized	summarize	vvn
in	in	ii
Table	table	nn1
1	1	mc1
.	.	y
<p>	<p>	y
Restricting	restrict	vvg
consideration	consideration	nn1
only	only	rr
to	to	ii
studies	study	nn2
that	that	cst
focused	focus	vvd
on	on	ii_rp@
counselors	counselor	nn2
or	or	cc
counselor	counselor	nn1
trainees	trainee	nn2
involved	involved	jj
in	in	ii
some	some	dd
form	form	nn1
of	of	io
interview	interview	nn1
as	as	ii_csa
the	the	at
basis	basis	nn1
for	for	if
assessing	assess	vvg
counselor	counselor	nn1
performance	performance	nn1
or	or	cc
counselor	counselor	nn1
training	training	nn1
outcome	outcome	nn1
resulted	result	vvn_vvd
in	in	ii
inconsistent	inconsistent	jj
and	and	cc
equivocal	equivocal	jj
evidence	evidence	nn1
for	for	if
a	a	at1
relationship	relationship	nn1
between	between	ii
CL	cl	np1
and	and	cc
counselor	counselor	nn1
performance	performance	nn1
.	.	y
Of	of	io
the	the	at
10	10	mc
studies	study	nn2
listed	list	vvn_vvd
in	in	ii
Table	table	nn1
1	1	mc1
,	,	y
5	5	mc
showed	show	vvd
that	that	cst
CL	cl	np1
was	be	vbdz
related	relate	vvn
to	to	ii
counseling	counseling	nn1
performance	performance	nn1
or	or	cc
counselor	counselor	nn1
training	training	nn1
outcome	outcome	nn1
.	.	y
Lutwak	lutwak	vv0_nn1_np1@
and	and	cc
Hennessy	hennessy	np1
(	(	y
1982	1982	mc
)	)	y
found	find	vvd
that	that	dd1_cst
empathy	empathy	nn1
level	level	nn1_jj
following	follow	vvg_ii@_jj@_nn1@
training	training	nn1
was	be	vbdz
related	relate	vvn
to	to	ii
trainees	trainee	nn2
'	'	ge
CL	cl	np1
.	.	y
MacLachlan	maclachlan	np1
(	(	y
1976	1976	mc
)	)	y
claimed	claim	vvd
indirect	indirect	jj
evidence	evidence	nn1
that	that	cst
clients	client	nn2
may	may	vm
perceive	perceive	vvi
high-CL	high-cl	np1
counselors	counselor	nn2
more	more	rgr
positively	positively	rr
than	than	csn
low-CL	low-cl	np1
counselors	counselor	nn2
:	:	y
clients	client	nn2
of	of	io
low-CL	low-cl	np1
counselors	counselor	nn2
were	be	vbdr
more	more	rgr
likely	likely	jj
to	to	to
discontinue	discontinue	vvi
prematurely	prematurely	rr
.	.	y
Mayadas	mayadas	nn2_np1@
and	and	cc
Duehn	duehn	np1
(	(	y
1978	1978	mc
)	)	y
found	find	vvd
that	that	cst
high-CL	high-cl	np1
counselors	counselor	nn2
performed	perform	vvd_vvn
better	better	rrr_jjr
than	than	csn
low-CL	low-cl	np1
counselors	counselor	nn2
,	,	y
and	and	cc
that	that	cst
CL	cl	np1
was	be	vbdz
related	relate	vvn
to	to	ii
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
found	find	vvd
that	that	dd1_cst
group	group	nn1
psychotherapy	psychotherapy	nn1
patients	patient	nn2
who	who	pnqs
were	be	vbdr
matched	match	vvn
for	for	if
CL	cl	np1
level	level	nn1_jj
with	with	iw
therapist	therapist	nn1
CL	cl	np1
level	level	nn1
showed	show	vvd
greater	great	jjr
average	average	jj_nn1
improvement	improvement	nn1
than	than	csn
patients	patient	nn2
not	not	xx
matched	match	vvn
with	with	iw
their	their	appge
therapist	therapist	nn1
on	on	ii
CL	cl	np1
level	level	nn1_jj
.	.	y
O'Brien	o'brien	np1
(	(	y
1984	1984	mc
)	)	y
found	find	vvd_vvn
evidence	evidence	nn1
that	that	cst_dd1
counselor	counselor	nn1
CL	cl	np1
was	be	vbdz
related	relate	vvn
to	to	ii
client	client	nn1
self-rated	self-rated	nn1_jj
outcome	outcome	nn1
.	.	y
However	however	rr
,	,	y
the	the	at
other	other	jj_nn1@
five	five	mc
studies	study	nn2
reported	report	vvd_vvn
no	no	at
significant	significant	jj
relationship	relationship	nn1
between	between	ii
CL	cl	np1
and	and	cc
counselor	counselor	nn1
performance	performance	nn1
or	or	cc
training	training	nn1_vvg@
outcome	outcome	nn1
.	.	y
On	on	ii
a	a	at1
simple	simple	jj
voting	voting	nn1
basis	basis	nn1
,	,	y
these	these	dd2
findings	finding	nn2
suggest	suggest	vv0
that	that	dd1_cst
counselor	counselor	nn1
CL	cl	np1_fo%
is	be	vbz
probably	probably	rr
unrelated	unrelated	jj
to	to	ii
performance	performance	nn1
,	,	y
because	because	cs
the	the	at
number	number	nn1
of	of	io
studies	study	nn2
reporting	report	vvg
significant	significant	jj
positive	positive	jj
findings	finding	nn2
equaled	equal	vvd
the	the	at
number	number	nn1
of	of	io
studies	study	nn2
reporting	report	vvg
nonsignificant	nonsignificant	jj_nn1
findings	finding	nn2
.	.	y
<p>	<p>	y
Reviews	review	nn2
based	base	vvn
on	on	ii
simply	simply	rr
counting	count	vvg
the	the	at
proportion	proportion	nn1
of	of	io
studies	study	nn2
returning	return	vvg
significant	significant	jj
results	result	nn2
have	have	vh0
been	be	vbn
criticized	criticize	vvn
on	on	ii
the	the	at
grounds	ground	nn2
that	that	cst_dd1
such	such	da
a	a	at1
narrow	narrow	jj
approach	approach	nn1
is	be	vbz
insensitive	insensitive	jj
to	to	ii
overall	overall	jj_nn1
trends	trend	nn2
in	in	ii
findings	finding	nn2
(	(	y
Wolf	wolf	nn1_np1@
,	,	y
1986	1986	mc
)	)	y
.	.	y
Accordingly	accordingly	rr
,	,	y
I	i	ppis1
conducted	conduct	vvd
a	a	at1
quantitative	quantitative	jj
meta-analysis	meta-analysis	nn1
of	of	io
the	the	at
findings	finding	nn2
in	in	ii
the	the	at
10	10	mc
studies	study	nn2
contained	contain	vvn_vvd
in	in	ii
Table	table	nn1
1	1	mc1
.	.	y
The	the	at
procedures	procedure	nn2
described	describe	vvn
by	by	ii
Holloway	holloway	np1
and	and	cc
Wampold	wampold	np1_nn1
(	(	y
1986	1986	mc
)	)	y
were	be	vbdr
used	use	vvn
to	to	to
calculate	calculate	vvi
effect	effect	nn1
sizes	size	nn2
for	for	if
both	both	db2_rr
main	main	jj
effects	effect	nn2
due	due	ii21
to	to	ii22
counselor	counselor	nn1
CL	cl	np1
(	(	y
Type	type	nn1
A	a	zz1
)	)	y
and	and	cc
for	for	if
interactions	interaction	nn2
(	(	y
or	or	cc
matchings	matching	nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
In	in	ii
all	all	db
cases	case	nn2
,	,	y
the	the	at
Hedges	hedge	nn2
(	(	y
1982	1982	mc
)	)	y
Formula	formula	nn1
4	4	mc
correction	correction	nn1
was	be	vbdz
applied	apply	vvn
to	to	to
produce	produce	vvi
unbiased	unbiased	jj
effect	effect	nn1
sizes	size	nn2
,	,	y
correcting	correct	vvg
for	for	if
small	small	jj
sample	sample	nn1
size	size	nn1
,	,	y
using	use	vvg
the	the	at
program	program	nn1
EFFECT	effect	nn1
(	(	y
Omodei	omodei	np1
,	,	y
1993	1993	mc
)	)	y
to	to	to
make	make	vvi
the	the	at
calculations	calculation	nn2
.	.	y
Following	follow	vvg_ii@
the	the	at
recommendations	recommendation	nn2
of	of	io
Berman	berman	np1_nn1
,	,	y
Miller	miller	np1
,	,	y
and	and	cc
Massman	massman	np1_nn1
(	(	y
1985	1985	mc
)	)	y
,	,	y
in	in	ii
those	those	dd2
studies	study	nn2
that	that	cst_dd1
used	use	vvd_jj
multiple	multiple	jj_nn1
outcome	outcome	nn1
measures	measure	nn2
,	,	y
I	i	ppis1
derived	derive	vvd
an	a	at1
overall	overall	jj_nn1
effect	effect	nn1
size	size	nn1
by	by	ii
averaging	average	vvg
the	the	at
effect	effect	nn1
sizes	size	nn2
calculated	calculate	vvn_vvd
for	for	if
each	each	dd1
outcome	outcome	nn1
measure	measure	nn1
.	.	y
Failure	failure	nn1
to	to	to
do	do	vdi
so	so	rr
would	would	vm
have	have	vhi
arbitrarily	arbitrarily	rr
weighted	weight	vvn
the	the	at
importance	importance	nn1
of	of	io
studies	study	nn2
according	according	ii21
to	to	ii22
the	the	at
number	number	nn1
of	of	io
outcome	outcome	nn1
measures	measure	nn2
used	use	vvd_vvn
.	.	y
<p>	<p>	y
The	the	at
overall	overall	jj_nn1
average	average	jj_nn1
Type	type	nn1
A	a	zz1
ES	es	fw_np1
(	(	y
for	for	if
the	the	at
two	two	mc
Type	type	nn1
A	a	zz1
and	and	cc
eight	eight	mc
Type	type	nn1
B	b	zz1
studies	study	nn2
combined	combine	vvn_jj_vvd
)	)	y
was	be	vbdz
0.59	0.59	mc
.	.	y
That	that	rex21
is	is	rex22
,	,	y
the	the	at
client	client	nn1
outcome	outcome	nn1
measure	measure	nn1
score	score	nn1
of	of	io
the	the	at
average	average	jj_nn1
high-CL	high-cl	np1
counselor	counselor	nn1
exceeded	exceed	vvd_vvn
that	that	dd1
of	of	io
72%	72%	nnu
of	of	io
low-CL	low-cl	np1
counselors	counselor	nn2
.	.	y
The	the	at
overall	overall	jj_nn1
average	average	jj_nn1
Type	type	nn1
