##4002466		
Key	key	jj_nn1
,	,	y
or	or	cc
another	another	dd1
field	field	nn1
science	science	nn1
as	as	csa_rg@_ii@
potential	potential	jj
career	career	nn1
choices	choice	nn2
,	,	y
which	which	ddq
was	be	vbdz
one	one	mc1
of	of	io
the	the	at
project	project	nn1
's	's	ge
aims	aim	nn2
.	.	y
<p>	<p>	y
Friendships	friendship	nn2
were	be	vbdr
formed	form	vvn
with	with	iw
the	the	at
other	other	jj
volunteers	volunteer	nn2
and	and	cc
professional	professional	jj
archaeologists	archaeologist	nn2
as	as	csa
we	we	ppis2
shared	share	vvd
lunch	lunch	nn1
in	in	ii
the	the	at
field	field	nn1
and	and	cc
dinner	dinner	nn1
at	at	ii
the	the	at
campsite	campsite	nn1
,	,	y
swapped	swap	vvd
stories	story	nn2
and	and	cc
discoveries	discovery	nn2
,	,	y
and	and	cc
studied	study	vvd
the	the	at
scientific	scientific	jj
method	method	nn1
and	and	cc
natural	natural	jj
history	history	nn1
.	.	y
Volunteers	volunteer	nn2
at	at	ii
each	each	dd1
site	site	nn1
posed	pose	vvn_vvd
for	for	if
group	group	nn1
photos	photo	nn2
and	and	cc
enjoyed	enjoy	vvn
evening	evening	nnt1_vvg%
games	game	nn2
,	,	y
stories	story	nn2
,	,	y
skits	skit	nn2_vvz
and	and	cc
songs	song	nn2
.	.	y
We	we	ppis2
found	find	vvd
it	it	pph1
difficult	difficult	jj
to	to	to
leave	leave	vvi
at	at	ii
the	the	at
end	end	nn1
of	of	io
each	each	dd1
project	project	nn1
,	,	y
and	and	cc
we	we	ppis2
definitely	definitely	rr
plan	plan	vv0
to	to	to
participate	participate	vvi
in	in	ii_rp@
other	other	jj
field	field	nn1
schools	school	nn2
.	.	y
TABLE	table	nn1
1	1	mc1
.	.	y
Selected	selected	jj
State	state	nn1
Content	content	nn1_jj
Standards	standard	nn2
by	by	ii
Discipline	discipline	nn1
Compatible	compatible	jj
with	with	iw
Experiential	experiential	jj_np1
Learning	learning	nn1_vvg
in	in	ii
Archaeology	archaeology	nn1
PREFORMATTED	preformatted	zz
TABLE	table	nn1
<p>	<p>	y
##4002470		
Key	key	jj_nn1
words	word	nn2
:	:	y
poetry	poetry	nn1
and	and	cc
social	social	jj
justice	justice	nn1
;	;	y
poetry	poetry	nn1
and	and	cc
the	the	at
social	social	jj
studies	study	nn2
;	;	y
poetry	poetry	nn1
and	and	cc
cultural	cultural	jj
diversity	diversity	nn1
<p>	<p>	y
As	as	ii_csa
a	a	at1
teacher	teacher	nn1
educator	educator	nn1
committed	commit	vvn
to	to	ii
raising	raise	vvg_nn1
issues	issue	nn2
of	of	io
racial	racial	jj
,	,	y
economic	economic	jj
,	,	y
and	and	cc
gender	gender	nn1
equality	equality	nn1
and	and	cc
those	those	dd2
related	relate	vvn
to	to	ii
an	a	at1
appreciation	appreciation	nn1
for	for	if
diversity	diversity	nn1
,	,	y
I	i	ppis1
find	find	vv0
poetry	poetry	nn1
to	to	to
be	be	vbi
a	a	at1
powerful	powerful	jj
resource	resource	nn1
in	in	ii
social	social	jj
studies	study	nn2
methods	method	nn2
classes	class	nn2
.	.	y
When	when	cs
preparing	prepare	vvg
preservice	preservice	nn1
teachers	teacher	nn2
for	for	if
elementary	elementary	jj
and	and	cc
middle	middle	jj_nn1
school	school	nn1
levels	level	nn2
,	,	y
I	i	ppis1
find	find	vv0
that	that	dd1_cst
poetry	poetry	nn1
can	can	vm
often	often	rr
capture	capture	vvi
their	their	appge
attention	attention	nn1
and	and	cc
address	address	vvi
controversial	controversial	jj
issues	issue	nn2
in	in	ii
a	a	at1
meaningful	meaningful	jj
,	,	y
less-threatening	less-threatening	jj_nn1
manner	manner	nn1
.	.	y
Poets	poet	nn2
frequently	frequently	rr
share	share	vv0
their	their	appge
personal	personal	jj
experiences	experience	nn2
with	with	iw
cultural	cultural	jj
diversity	diversity	nn1
,	,	y
racism	racism	nn1
,	,	y
sexism	sexism	nn1
,	,	y
or	or	cc
classism	classism	nn1
in	in	rr21
short	short	rr22
,	,	y
potent	potent	jj
phrases	phrase	nn2
.	.	y
Poems	poem	nn2
often	often	rr
affirm	affirm	vv0
women	woman	nn2
and	and	cc
cultural	cultural	jj
groups	group	nn2
that	that	cst
are	be	vbr
less	less	rrr
valued	value	vvn_vvd
in	in	ii
our	our	appge
society	society	nn1
,	,	y
praise	praise	vv0_nn1
individuals	individual	nn2
who	who	pnqs
resisted	resist	vvd
oppression	oppression	nn1
,	,	y
or	or	cc
portray	portray	vv0
the	the	at
harm	harm	nn1
resulting	result	vvg
from	from	ii
prejudicial	prejudicial	jj
comments	comment	nn2
or	or	cc
discriminatory	discriminatory	jj
actions	action	nn2
.	.	y
For	for	rex21
example	example	rex22
,	,	y
in	in	ii
my	my	appge
social	social	jj
studies	study	nn2
methods	method	nn2
class	class	nn1
,	,	y
when	when	cs_rrq
we	we	ppis2
read	read	vv0_vvd
"	"	y
Harriet	harriet	np1
Tubman	tubman	np1_nn1
"	"	y
by	by	ii
Eloise	eloise	np1
Greenfield	greenfield	np1
(	(	y
Hudson	hudson	np1
1993	1993	mc
)	)	y
,	,	y
we	we	ppis2
discuss	discuss	vv0
Tubman	tubman	np1_nn1
's	's	ge
spirit	spirit	nn1
and	and	cc
courage	courage	nn1
to	to	to
resist	resist	vvi
slavery	slavery	nn1
through	through	ii
her	her	appge
leadership	leadership	nn1
in	in	ii
the	the	at
Underground	underground	nn1_jj@
Railroad	railroad	nn1
.	.	y
When	when	cs_rrq
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Alma	alma	np1
Flor	flor	np1
Ada	ada	np1
(	(	y
Ada	ada	np1
1997	1997	mc
)	)	y
,	,	y
we	we	ppis2
consider	consider	vv0
the	the	at
importance	importance	nn1
of	of	io
farm	farm	nn1
workers	worker	nn2
who	who	pnqs
,	,	y
for	for	if
little	little	jj_da1_rr
pay	pay	nn1_vv0
and	and	cc
at	at	ii
great	great	jj
personal	personal	jj
risk	risk	nn1
,	,	y
provide	provide	vv0
many	many	da2
of	of	io
our	our	appge
foods	food	nn2
.	.	y
After	after	cs_ii
a	a	at1
decade	decade	nnt1
of	of	io
using	use	vvg
poetry	poetry	nn1
appropriate	appropriate	jj_vv0@
for	for	if
children	child	nn2
and	and	cc
youth	youth	nn1
as	as	ii_csa
a	a	at1
social	social	jj
studies	study	nn2
resource	resource	vv0
,	,	y
I	i	ppis1
continue	continue	vv0
to	to	to
be	be	vbi
impressed	impress	vvn
with	with	iw
how	how	rrq_rgq@
much	much	da1_rr
teacher-education	teacher-education	jj_nn1
students	student	nn2
are	be	vbr
moved	move	vvn
by	by	ii
poetry	poetry	nn1
when	when	cs_rrq
they	they	pphs2
seem	seem	vv0
untouched	untouched	jj
by	by	ii
more	more	rgr_dar
objective	objective	jj
resources	resource	nn2
.	.	y
I	i	ppis1
hope	hope	vv0
,	,	y
of	of	rr21
course	course	rr22
,	,	y
that	that	cst
those	those	dd2
students	student	nn2
will	will	vm
consider	consider	vvi
the	the	at
power	power	nn1
of	of	io
poetry	poetry	nn1
when	when	cs_rrq
they	they	pphs2
address	address	vv0@
multicultural	multicultural	jj
social	social	jj
studies	study	nn2
themes	theme	nn2
in	in	ii
their	their	appge
own	own	da
classrooms	classroom	nn2
.	.	y
Achieving	achieve	vvg
the	the	at
Goals	goal	nn2
of	of	io
the	the	at
Social	social	jj
Studies	study	nn2
Methods	method	nn2
Course	course	nn1
through	through	ii
Poetry	poetry	nn1
<p>	<p>	y
As	as	ii_csa
a	a	at1
methods	method	nn2
teacher	teacher	nn1
,	,	y
I	i	ppis1
emphasize	emphasize	vv0
Sleeter	sleeter	np1_nn1@
and	and	cc
Grant	grant	np1
's	's	ge
(	(	y
1999	1999	mc
)	)	y
conception	conception	nn1
of	of	io
a	a	at1
multicultural	multicultural	nn1_jj
,	,	y
social	social	jj
reconstructionist	reconstructionist	nn1
approach	approach	nn1
to	to	ii
social	social	jj
studies	study	nn2
.	.	y
That	that	dd1
orientation	orientation	nn1
affirms	affirm	vvz
cultural	cultural	jj
diversity	diversity	nn1
,	,	y
fosters	foster	vvz
equal	equal	jj
opportunities	opportunity	nn2
,	,	y
and	and	cc
challenges	challenge	nn2_vvz@
social	social	jj
stratification	stratification	nn1
.	.	y
The	the	at
poems	poem	nn2
"	"	y
I	i	ppis1_zz1%
,	,	y
Too	too	rr@_rg
,	,	y
Sing	sing	vv0
America	america	np1
"	"	y
and	and	cc
"	"	y
Merry-Go-Round	merry-go-round	nn1_jj
,	,	y
"	"	y
by	by	ii
Langston	langston	np1
Hughes	hughes	np1
,	,	y
document	document	nn1
and	and	cc
challenge	challenge	vv0
racial	racial	jj
segregation	segregation	nn1
and	and	cc
inequality	inequality	nn1
during	during	ii
the	the	at
first	first	md
half	half	nn1@_db
of	of	io
the	the	at
twentieth	twentieth	md
century	century	nnt1
(	(	y
Clinton	clinton	np1
1998	1998	mc
)	)	y
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
I	i	ppis1
Look	look	vv0
Like	like	ii
a	a	at1
Girl	girl	nn1
(	(	y
1999	1999	mc
)	)	y
,	,	y
by	by	ii
Sheila	sheila	np1
Hamanaka	hamanaka	np1
,	,	y
affirm	affirm	vv0_nn1
children	child	nn2
's	's	ge
cultural	cultural	jj
diversity	diversity	nn1
and	and	cc
girls	girl	nn2
'	'	ge
strength	strength	nn1
.	.	y
With	with	iw
a	a	at1
multicultural	multicultural	nn1_jj
,	,	y
social	social	jj
reconstructionist	reconstructionist	nn1
approach	approach	nn1
in	in	ii
the	the	at
methods	method	nn2
class	class	nn1
,	,	y
I	i	ppis1
also	also	rr
address	address	vv0@
such	such	da
social	social	jj
issues	issue	nn2
as	as	csa
racism	racism	nn1
,	,	y
sexism	sexism	nn1
,	,	y
and	and	cc
classism	classism	nn1
;	;	y
integrate	integrate	vv0
the	the	at
experiences	experience	nn2
and	and	cc
perspectives	perspective	nn2
of	of	io
women	woman	nn2
and	and	cc
men	man	nn2
from	from	ii
different	different	jj
cultural	cultural	jj
groups	group	nn2
;	;	y
include	include	vv0
students	student	nn2
'	'	ge
life	life	nn1
experiences	experience	nn2
,	,	y
especially	especially	rr
those	those	dd2
that	that	cst
revolve	revolve	vv0
around	around	rp_ii
issues	issue	nn2
of	of	io
oppression	oppression	nn1
;	;	y
and	and	cc
encourage	encourage	vv0
students	student	nn2
to	to	to
think	think	vvi
critically	critically	rr
and	and	cc
analyze	analyze	vvi
different	different	jj
perspectives	perspective	nn2
.	.	y
The	the	at
poetry	poetry	nn1
in	in	ii
Janet	janet	np1
Wong	wong	np1
's	's	ge
Good	good	jj
Luck	luck	nn1
Gold	gold	nn1
and	and	cc
Other	other	jj
Poems	poem	nn2
(	(	y
1994	1994	mc
)	)	y
and	and	cc
Jane	jane	np1
Medina	medina	np1
's	be	vbz
My	my	appge
Name	name	nn1
is	be	vbz
Jorge	jorge	np1
:	:	y
On	on	ii
Both	both	db2
Sides	side	nn2
of	of	io
the	the	at
River	river	nn1
(	(	y
1999	1999	mc
)	)	y
provide	provide	vv0
personal	personal	jj
perspectives	perspective	nn2
of	of	io
racial	racial	jj
prejudices	prejudice	nn2
,	,	y
discrimination	discrimination	nn1
,	,	y
and	and	cc
blatant	blatant	jj
racism	racism	nn1
.	.	y
Readers	reader	nn2
of	of	io
those	those	dd2
poems	poem	nn2
consider	consider	vv0
the	the	at
racism	racism	nn1
inherent	inherent	jj
in	in	ii
teasing	teasing	nn1_vvg_jj
,	,	y
stereotyping	stereotyping	nn1_vvg@
,	,	y
and	and	cc
labeling	label	vvg_nn1@
.	.	y
<p>	<p>	y
Another	another	dd1
important	important	jj
goal	goal	nn1
of	of	io
the	the	at
course	course	nn1
is	be	vbz
to	to	to
encourage	encourage	vvi
preservice	preservice	nn1
teachers	teacher	nn2
to	to	to
read	read	vvi
critically	critically	rr
and	and	cc
develop	develop	vvi
critical	critical	jj
literacy	literacy	nn1
.	.	y
As	as	ii_csa
the	the	at
teacher	teacher	nn1
,	,	y
I	i	ppis1
recognize	recognize	vv0
that	that	cst
my	my	appge
students	student	nn2
'	'	ge
individual	individual	jj_nn1
experiences	experience	nn2
,	,	y
as	as	ii31
well	well	ii32
as	as	ii33
their	their	appge
gender	gender	nn1
,	,	y
social	social	jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
and	and	cc
other	other	jj
reading	reading	nn1
and	and	cc
their	their	appge
participation	participation	nn1
in	in	ii
discussions	discussion	nn2
(	(	y
Edelsky	edelsky	np1
1999	1999	mc
)	)	y
.	.	y
I	i	ppis1
encourage	encourage	vv0
critical	critical	jj
literacy	literacy	nn1
by	by	ii
asking	ask	vvg
preservice	preservice	nn1
students	student	nn2
to	to	to
consider	consider	vvi
the	the	at
social	social	jj
issues	issue	nn2
in	in	ii
their	their	appge
readings	reading	nn2
,	,	y
even	even	cs21
if	if	cs22
they	they	pphs2
prefer	prefer	vv0
to	to	to
ignore	ignore	vvi
them	them	ppho2
.	.	y
Although	although	cs
I	i	ppis1
avoid	avoid	vv0
imposing	impose	vvg
my	my	appge
own	own	da
critique	critique	nn1
(	(	y
Edelsky	edelsky	np1
1999	1999	mc
)	)	y
,	,	y
I	i	ppis1
select	select	vv0
readings	reading	nn2
,	,	y
including	including	ii_vvg@
poetry	poetry	nn1
,	,	y
that	that	dd1_cst
specifically	specifically	rr
raise	raise	vv0
those	those	dd2
issues	issue	nn2
and	and	cc
affirm	affirm	vv0
cultural	cultural	jj
diversity	diversity	nn1
.	.	y
Poems	poem	nn2
from	from	ii
Wachale	wachale	np1
!	!	y
Poetry	poetry	nn1
and	and	cc
Prose	prose	nn1
about	about	ii
Growing	grow	vvg
Up	up	rp_ii@
Latino	latino	nn1_np1
in	in	ii
America	america	np1
(	(	y
Stavans	stavans	np1
2001	2001	mc
)	)	y
,	,	y
I	i	ppis1_zz1%
,	,	y
Too	too	rr@_rg
,	,	y
Sing	sing	vv0
America	america	np1
:	:	y
Three	three	mc
Centuries	century	nnt2
of	of	io
African	african	jj
American	american	jj
Poetry	poetry	nn1
(	(	y
Clinton	clinton	np1
1998	1998	mc
)	)	y
,	,	y
Pass	pass	vv0
It	it	pph1
On	on	rp@_ii
:	:	y
African	african	jj
American	american	jj
Poetry	poetry	nn1
for	for	if
Children	child	nn2
(	(	y
Hudson	hudson	np1
1993	1993	mc
)	)	y
,	,	y
and	and	cc
Rising	rise	vvg_jj@
Voices	voice	nn2
:	:	y
Writings	writing	nn2
of	of	io
Young	young	jj_np1
Native	native	jj
Americans	american	nn2
(	(	y
Hirschfelder	hirschfelder	np1_nn1_vv0
and	and	cc
Singer	singer	np1
1992	1992	mc
)	)	y
are	be	vbr
excellent	excellent	jj
catalysts	catalyst	nn2
for	for	if
class	class	nn1
discussion	discussion	nn1
of	of	io
such	such	da
topics	topic	nn2
.	.	y
Why	why	rrq
Read	read	vv0_np1@_vvn
Poetry	poetry	nn1
in	in	ii
Elementary	elementary	jj
Social	social	jj
Studies	study	nn2
?	?	y
<p>	<p>	y
For	for	if
elementary	elementary	jj
teachers	teacher	nn2
who	who	pnqs
must	must	vm
meet	meet	vvi
the	the	at
national	national	jj
social	social	jj
studies	study	nn2
standards	standard	nn2
(	(	y
National	national	jj
Council	council	nn1
for	for	if
the	the	at
Social	social	jj
Studies	study	nn2
1994	1994	mc
)	)	y
,	,	y
emphasize	emphasize	vv0
literacy	literacy	nn1
within	within	ii
the	the	at
curriculum	curriculum	nn1
,	,	y
and	and	cc
face	face	vv0
limited	limited	jj
time	time	nnt1
for	for	if
teaching	teach	vvg
social	social	jj
studies	study	nn2
,	,	y
I	i	ppis1
recommend	recommend	vv0
poetry	poetry	nn1
to	to	to
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
at	at	rr21
least	least	rr22
one	one	mc1
of	of	io
the	the	at
ten	ten	m
thematic	thematic	jj
strands	strand	nn2
of	of	io
social	social	jj
studies	study	nn2
(	(	y
see	see	vv0
Vardell	vardell	np1_nn1@
2003	2003	mc
for	for	if
suggested	suggested	jj@
poems	poem	nn2
for	for	if
each	each	dd1
thematic	thematic	jj
strand	strand	nn1
)	)	y
.	.	y
Teachers	teacher	nn2
committed	commit	vvn
to	to	ii
a	a	at1
multicultural	multicultural	nn1_jj
,	,	y
social	social	jj
reconstructionist	reconstructionist	nn1
approach	approach	nn1
may	may	vm
select	select	vvi
poems	poem	nn2
that	that	cst
are	be	vbr
not	not	xx
only	only	rr_jj
congruent	congruent	jj
with	with	iw
this	this	dd1
orientation	orientation	nn1
but	but	ccb
also	also	rr
address	address	vv0@
the	the	at
thematic	thematic	jj
strands	strand	nn2
of	of	io
culture	culture	nn1
;	;	y
time	time	nnt1
,	,	y
continuity	continuity	nn1
,	,	y
and	and	cc
change	change	vv0_nn1
;	;	y
individual	individual	jj
development	development	nn1
and	and	cc
identity	identity	nn1
;	;	y
individuals	individual	nn2
,	,	y
groups	group	nn2
,	,	y
and	and	cc
institutions	institution	nn2
;	;	y
power	power	nn1
,	,	y
authority	authority	nn1
and	and	cc
governance	governance	nn1
;	;	y
and	and	cc
civic	civic	jj
ideals	ideal	nn2
and	and	cc
practices	practice	nn2
.	.	y
Teach	teach	vv0
the	the	at
Social	social	jj
Studies	study	nn2
Standards	standard	nn2
<p>	<p>	y
The	the	at
poems	poem	nn2
in	in	ii
Thirteen	thirteen	mc
Moons	moon	nn2
on	on	ii
Turtle	turtle	nn1
's	's	ge
Back	back	nn1
:	:	y
A	a	zz1_at1@
Native	native	jj
American	american	jj
Year	year	nnt1
of	of	io
Moons	moon	nn2
(	(	y
1992	1992	mc
)	)	y
,	,	y
by	by	ii
Joseph	joseph	np1
Bruchac	bruchac	np1
and	and	cc
Jonathan	jonathan	np1
London	london	np1
,	,	y
and	and	cc
The	the	at
Earth	earth	nn1
Under	under	ii
Sky	sky	nn1
Bear	bear	nn1
's	's	ge
Feet	foot	nn2
:	:	y
Native	native	jj
American	american	jj
Poems	poem	nn2
of	of	io
the	the	at
Land	land	np1_nn1
(	(	y
1995	1995	mc
)	)	y
,	,	y
by	by	ii
Joseph	joseph	np1
Bruchac	bruchac	np1
and	and	cc
Thomas	thomas	np1
Locker	locker	np1
,	,	y
reveal	reveal	vv0
the	the	at
important	important	jj
similarities	similarity	nn2
and	and	cc
the	the	at
diversity	diversity	nn1
among	among	ii
Native	native	jj
American	american	jj
cultures	culture	nn2
.	.	y
They	they	pphs2
address	address	vv0@
the	the	at
thematic	thematic	jj
strand	strand	nn1
of	of	io
culture	culture	nn1
by	by	ii
expressing	express	vvg
various	various	jj
Native	native	jj
American	american	jj
nations	nation	nn2
'	'	ge
beliefs	belief	nn2
about	about	ii
the	the	at
natural	natural	jj
world	world	nn1
.	.	y
<p>	<p>	y
The	the	at
theme	theme	nn1
of	of	io
time	time	nnt1
,	,	y
continuity	continuity	nn1
,	,	y
and	and	cc
change	change	nn1_vv0
is	be	vbz
illustrated	illustrate	vvn
in	in	ii
the	the	at
collection	collection	nn1
of	of	io
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Difference	difference	nn1
,	,	y
by	by	ii
Ann	ann	np1
Whitford	whitford	np1
Paul	paul	np1
(	(	y
1999	1999	mc
)	)	y
.	.	y
The	the	at
poems	poem	nn2
commemorate	commemorate	vv0
brave	brave	jj
actions	action	nn2
taken	take	vvn
by	by	ii
fourteen	fourteen	mc
famous	famous	jj
and	and	cc
ordinary	ordinary	jj
young	young	jj
women	woman	nn2
who	who	pnqs
lived	live	vvd
during	during	ii
various	various	jj
eras	era	nn2
from	from	ii
the	the	at
seventeenth	seventeenth	md
through	through	ii
the	the	at
twentieth	twentieth	md
centuries	century	nnt2
in	in	ii
the	the	at
United	united	np1
States	state	np1
.	.	y
The	the	at
poems	poem	nn2
compiled	compile	vvn
by	by	ii
Lillian	lillian	np1
Morrison	morrison	np1
in	in	ii
More	more	dar
Spice	spice	nn1
Than	than	csn
Sugar	sugar	np1@_nn1
:	:	y
Poems	poem	nn2
about	about	ii
Feisty	feisty	jj_np1_nn1
Females	female	nn2
(	(	y
2001	2001	mc
)	)	y
also	also	rr
honor	honor	vv0
the	the	at
accomplishments	accomplishment	nn2
of	of	io
women	woman	nn2
in	in	ii
U.S.	us	np1
history	history	nn1
,	,	y
such	such	ii21
as	as	ii22
Amelia	amelia	np1
Earhart	earhart	np1
,	,	y
Rosa	rosa	np1_nn
Parks	park	nn2
,	,	y
Sojourner	sojourner	np1_nn1
Truth	truth	nn1
,	,	y
and	and	cc
Molly	molly	np1
Pitcher	pitcher	np1_nn1
.	.	y
<p>	<p>	y
The	the	at
theme	theme	nn1
of	of	io
individual	individual	jj_nn1
development	development	nn1
and	and	cc
identity	identity	nn1
is	be	vbz
explored	explore	vvn
in	in	ii
Francisco	francisco	np1
X.	x	np1
Alarcn	alarcn	np1
's	's	ge
bilingual	bilingual	jj
English	english	nn1_jj
and	and	cc
Spanish	spanish	jj
poems	poem	nn2
in	in	ii
Laughing	laugh	vvg_jj@
Tomatoes	tomato	nn2
and	and	cc
Other	other	jj
Spring	spring	nn1
Poems	poem	nn2
(	(	y
1997	1997	mc
)	)	y
,	,	y
From	from	ii
the	the	at
Bellybutton	bellybutton	nn1@_np1
of	of	io
the	the	at
Moon	moon	nn1
and	and	cc
Other	other	jj
Summer	summer	nnt1
Poems	poem	nn2
(	(	y
1998	1998	mc
)	)	y
,	,	y
and	and	cc
Angels	angel	nn2
Ride	ride	vv0
Bikes	bike	nn2
and	and	cc
Other	other	jj
