##4000077		
Research	research	nn1_vv0@
willfully	willfully	rr
executed	execute	vvn_vvd
for	for	if
reasons	reason	nn2
no	no	pn121
one	one	pn122
can	can	vm
ever	ever	rr
know	know	vvi
,	,	y
since	since	cs
God	god	np1
's	's	ge
ways	way	nn2
are	be	vbr
not	not	xx
ours	ours	ppge
to	to	to
know	know	vvi
,	,	y
never	never	rr
mind	mind	vv0
investigate	investigate	vv0
)	)	y
.	.	y
Freud	freud	np1
gave	give	vvd
us	us	ppio2
a	a	at1
no	no	rr%_nn1%
less	less	rgr
mysterious	mysterious	jj
earlier	early	jjr
time	time	nnt1
,	,	y
obscured	obscure	vvn
by	by	ii
clouds	cloud	nn2
of	of	io
forgetfulness	forgetfulness	nn1
,	,	y
ever	ever	rr
hovering	hover	vvg
over	over	ii
us	us	ppio2
,	,	y
blurring	blur	vvg
our	our	appge
memories	memory	nn2
.	.	y
He	he	pphs1
attended	attend	vvd
closely	closely	rr
our	our	appge
ways	way	nn2
of	of	io
talking	talk	vvg_nn1@
,	,	y
our	our	appge
stray	stray	jj
musings	musing	nn2
,	,	y
our	our	appge
surprising	surprising	jj
dreams	dream	nn2
,	,	y
vivid	vivid	jj
and	and	cc
pointed	point	vvd_vvn
enough	enough	rr_dd
to	to	to
stay	stay	vvi
alive	alive	jj
in	in	ii
a	a	at1
morning	morning	nnt1
's	's	ge
awareness	awareness	nn1
.	.	y
It	it	pph1
was	be	vbdz
Freud	freud	np1
's	's	ge
distinct	distinct	jj
genius	genius	nn1
to	to	to
figure	figure	vvi
out	out	rp
the	the	at
expressive	expressive	jj
purpose	purpose	nn1
of	of	io
those	those	dd2
daydreams	daydream	nn2
and	and	cc
nightmares	nightmare	nn2
,	,	y
to	to	to
use	use	vvi
them	them	ppho2
as	as	csa_rg@
narrative	narrative	jj
clues	clue	nn2
,	,	y
to	to	to
see	see	vvi
their	their	appge
recurrence	recurrence	nn1
,	,	y
their	their	appge
symbolic	symbolic	jj
insistence	insistence	nn1
,	,	y
as	as	csa_ii
a	a	at1
telling	telling	jj@_nn1@
revelation	revelation	nn1
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
wounds	wound	nn2
shunted	shunt	vvn_vvd
aside	aside	rl
but	but	ccb
granted	grant	vvd_vvn
continuing	continuing	jj_vvg
power	power	nn1
--	--	x
a	a	at1
secret	secret	jj_nn1
hold	hold	nn1
on	on	ii
our	our	appge
brain	brain	nn1
's	's	ge
workings	working	nn2
,	,	y
so	so	cs@_rr
the	the	at
world	world	nn1
's	's	ge
first	first	md
psychoanalyst	psychoanalyst	nn1
realized	realize	vvn_vvd
as	as	csa
he	he	pphs1
tried	try	vvd
to	to	to
comprehend	comprehend	vvi
fixations	fixation	nn2
of	of	io
attraction	attraction	nn1
and	and	cc
fear	fear	vvi
:	:	y
a	a	at1
mental	mental	jj
life	life	nn1
that	that	cst
simply	simply	rr
wo	will	vm
n't	n't	xx
let	let	vvi
go	go	nn1%_vv0
of	of	io
us	us	ppio2
,	,	y
no	no	uh_at
matter	matter	vv0_nn1
the	the	at
press	press	nn1
of	of	io
custom	custom	nn1
and	and	cc
law	law	nn1
and	and	cc
,	,	y
not	not	xx
least	least	rrt
,	,	y
biblical	biblical	jj
commandment	commandment	nn1
.	.	y
<p>	<p>	y
"	"	y
My	my	appge
father	father	nn1
worried	worry	vvn@_vvd@_jj
about	about	ii
his	his	appge
patients	patient	nn2
a	a	rr21@_at1
lot	lot	rr22_nn1
,	,	y
"	"	y
Anna	anna	np1
Freud	freud	np1
once	once	rr
remarked	remark	vvn_vvd
,	,	y
and	and	cc
then	then	rt
revealed	reveal	vvd_vvn
a	a	at1
surprising	surprising	jj
candor	candor	nn1
less	less	rgr
easy	easy	jj
to	to	to
acknowledge	acknowledge	vvi
,	,	y
because	because	cs
it	it	pph1
broke	break	vvd_jj@
ground	ground	nn1
with	with	iw
the	the	at
cherished	cherished	jj
posture	posture	nn1
of	of	io
the	the	at
selflessly	selflessly	rr
hard-working	hard-working	jj
doctor	doctor	nn1
:	:	y
<p>	<p>	y
He	he	pphs1
worried	worry	vvd
about	about	ii
what	what	ddq
would	would	vm
happen	happen	vvi
to	to	ii@
him	him	ppho1
,	,	y
his	his	appge
reputation	reputation	nn1
.	.	y
I	i	ppis1
was	be	vbdz
one	one	mc1
thing	thing	nn1
to	to	to
treat	treat	vvi
greatly	greatly	rr
troubled	troubled	jj_vvn
patients	patient	nn2
;	;	y
it	it	pph1
was	be	vbdz
another	another	dd1
thing	thing	nn1
to	to	to
explain	explain	vvi
their	their	appge
complaints	complaint	nn2
and	and	cc
symptoms	symptom	nn2
--	--	x
their	their	appge
ways	way	nn2
of	of	io
thinking	thinking	nn1_vvg
and	and	cc
acting	act	vvg_jj@
--	--	x
to	to	ii
everyone	everyone	pn1
else	else	rr
,	,	y
the	the	at
so	so	jj21
called	called	jj22
"	"	y
normal	normal	jj
"	"	y
people	people	nn
in	in	ii
Vienna	vienna	np1
and	and	cc
elsewhere	elsewhere	rl
.	.	y
Some	some	dd
of	of	io
his	his	appge
patients	patient	nn2
were	be	vbdr
written	write	vvn
off	off	rp
,	,	y
as	as	csa
it	it	pph1
is	be	vbz
put	put	vvn
in	in	ii
English	english	nn1_jj
,	,	y
but	but	ccb
it	it	pph1
did	do	vdd
n't	n't	xx
take	take	vvi
long	long	rr
for	for	if
him	him	ppho1
to	to	to
be	be	vbi
dismissed	dismiss	vvn
,	,	y
ostracized	ostracize	vvn
!	!	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
books	book	nn2
,	,	y
but	but	ccb
I	i	ppis1
'm	be	vbm
not	not	xx
sure	sure	jj_rr%
even	even	rr
his	his	appge
enthusiastic	enthusiastic	jj
admirers	admirer	nn2
back	back	rp
then	then	rt
or	or	cc
now	now	rt
,	,	y
have	have	vh0
realized	realize	vvn
how	how	rgq@_rrq
determined	determined	jj
,	,	y
how	how	rrq_rgq@
stubborn	stubborn	jj
,	,	y
he	he	pphs1
had	have	vhd
to	to	to
be	be	vbi
--	--	x
maybe	maybe	rr
words	word	nn2_vvz%
like	like	ii
"	"	y
brave	brave	jj_nn1@
"	"	y
or	or	cc
"	"	y
courageous	courageous	jj
"	"	y
do	do	vd0
apply	apply	vvi
here	here	rl
,	,	y
because	because	cs
he	he	pphs1
became	become	vvd
who	who	pnqs
he	he	pphs1
's	be	vbz
now	now	rt
known	know	vvn
to	to	to
be	be	vbi
because	because	cs
he	he	pphs1
dared	dare	vvd
stand	stand	vvi
up	up	rp
for	for	if
his	his	appge
ideas	idea	nn2
,	,	y
and	and	cc
I	i	ppis1
'd	have	vm
add	add	vvi
,	,	y
stand	stand	vv0_nn1
up	up	ii21
to	to	ii22
certain	certain	jj
people	people	nn
.	.	y
<p>	<p>	y
There	there	rl
she	she	pphs1
stopped	stop	vvd
,	,	y
even	even	rr
as	as	csa
she	she	pphs1
was	be	vbdz
promptly	promptly	rr
asked	ask	vvn
to	to	to
be	be	vbi
specific	specific	jj
,	,	y
to	to	to
spell	spell	vvi
out	out	rp
the	the	at
nature	nature	nn1
of	of	io
the	the	at
reproving	reproving	jj@_nn1@
opposition	opposition	nn1
her	her	appge
father	father	nn1
took	take	vvd
on	on	rp
.	.	y
A	a	at1
smile	smile	nn1
,	,	y
as	as	cs21
if	if	cs22
she	she	pphs1
wanted	want	vvd
her	her	appge
listener	listener	nn1
to	to	to
know	know	vvi
that	that	cst
her	her	appge
answer	answer	nn1
was	be	vbdz
unnecessary	unnecessary	jj
--	--	x
it	it	pph1
had	have	vhd
become	become	vvn@
part	part	nn1
of	of	io
history	history	nn1
's	's	ge
lesson	lesson	nn1
.	.	y
Finally	finally	rr
,	,	y
a	a	at1
brief	brief	jj_nn1@
,	,	y
understated	understate	vvd_jj@_vvn
comment	comment	nn1
,	,	y
wryly	wryly	rr
made	make	vvd_vvn
:	:	y
"	"	y
In	in	ii
the	the	at
universities	university	nn2
,	,	y
in	in	ii
the	the	at
churches	church	nn2
,	,	y
what	what	ddq
The	the	at
Interpretation	interpretation	nn1
of	of	io
Dreams	dream	nn2
,	,	y
The	the	at
Psychopathology	psychopathology	nn1
of	of	io
Everyday	everyday	jj
Life	life	nn1
,	,	y
had	have	vhd
to	to	to
say	say	vvi
all	all	db_rr@
fell	fall	vvd
on	on	ii_rp@
deaf	deaf	jj
ears	ear	nn2
.	.	y
"	"	y
<p>	<p>	y
We	we	ppis2
know	know	vv0
Adam	adam	np1
Phillips	phillips	np1
as	as	csa_ii@
one	one	mc1
of	of	io
Freud	freud	np1
's	's	ge
eventual	eventual	jj
followers	follower	nn2
--	--	x
he	he	pphs1
is	be	vbz
a	a	at1
distinguished	distinguished	jj
psychoanalyst	psychoanalyst	nn1
and	and	cc
essayist	essayist	nn1
--	--	x
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
of	of	io
Darwin	darwin	np1
,	,	y
literally	literally	rr
in	in	ii
time	time	nnt1
,	,	y
but	but	ccb
also	also	rr
as	as	ii_csa
an	a	at1
excited	excited	jj
,	,	y
believing	believe	vvg
reader	reader	nn1
.	.	y
Now	now	rt
Phillips	phillips	np1
brings	bring	vvz
together	together	rl
these	these	dd2
two	two	mc
intellectual	intellectual	jj
giants	giant	nn2
,	,	y
writes	write	vvz
of	of	io
them	them	ppho2
cogently	cogently	rr
and	and	cc
suggestively	suggestively	rr
,	,	y
summons	summons	vv0
his	his	appge
ready	ready	jj
,	,	y
clear-headed	clear-headed	jj_nn1
capacity	capacity	nn1
for	for	if
sharp	sharp	jj
comparison	comparison	nn1
of	of	io
ideas	idea	nn2
,	,	y
for	for	if
penetrating	penetrate	vvg_jj
psychological	psychological	jj
interpretation	interpretation	nn1
,	,	y
conveys	convey	vvz
to	to	ii
us	us	ppio2
more	more	dar
than	than	csn
we	we	ppis2
may	may	vm
have	have	vhi
known	know	vvn
about	about	ii
them	them	ppho2
,	,	y
and	and	cc
,	,	y
in	in	ii_rp@
so	so	rr
doing	do	vdg
,	,	y
echoes	echo	nn2_vvz
what	what	ddq
Anna	anna	np1
Freud	freud	np1
was	be	vbdz
indirectly	indirectly	rr
putting	put	vvg
on	on	ii
the	the	at
record	record	nn1
:	:	y
the	the	at
challenge	challenge	nn1
that	that	cst_dd1
psychoanalysis	psychoanalysis	nn1
once	once	rr
presented	present	vvn_vvd
to	to	ii
religious	religious	jj
and	and	cc
secular	secular	jj
authority	authority	nn1
,	,	y
even	even	rr
as	as	csa
Darwin	darwin	np1
,	,	y
to	to	ii
this	this	dd1
day	day	nnt1
,	,	y
stirs	stir	vvz
fear	fear	nn1
and	and	cc
resentment	resentment	nn1
in	in	ii
certain	certain	jj
American	american	jj
communities	community	nn2
.	.	y
Here	here	rl
were	be	vbdr
two	two	mc
thinkers	thinker	nn2
who	who	pnqs
had	have	vhd
to	to	to
be	be	vbi
battlers	battler	nn2
--	--	x
or	or	cc
else	else	rr
they	they	pphs2
'd	have	vm
have	have	vhi
hedged	hedge	vvn
their	their	appge
writing	writing	nn1
,	,	y
cut	cut	vv0_vvn_nn1
and	and	cc
trimmed	trim	vvn
it	it	pph1
to	to	to
suit	suit	vvi
the	the	at
principalities	principality	nn2
and	and	cc
powers	power	nn2
of	of	io
their	their	appge
time	time	nnt1
.	.	y
We	we	ppis2
meet	meet	vv0
sides	side	nn2
of	of	io
them	them	ppho2
,	,	y
through	through	ii
Phillips	phillips	np1
,	,	y
that	that	cst
others	others	nn2
have	have	vh0
been	be	vbn
less	less	rgr
inclined	inclined	jj
to	to	to
emphasize	emphasize	vvi
:	:	y
Darwin	darwin	np1
's	's	ge
effort	effort	nn1
,	,	y
late	late	rr_jj
in	in	ii
life	life	nn1
,	,	y
to	to	to
understand	understand	vvi
the	the	at
manner	manner	nn1
in	in	ii
which	which	ddq
worms	worm	nn2
spend	spend	vv0
their	their	appge
lives	life	nn2
ensuring	ensure	vvg
the	the	at
productivity	productivity	nn1
of	of	io
his	his	appge
beloved	beloved	jj
England	england	np1
's	's	ge
topsoil	topsoil	nn1
;	;	y
Freud	freud	np1
's	's	ge
worry	worry	nn1@_vv0
,	,	y
early	early	rr_jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
naught	naught	pn1
at	at	ii
the	the	at
hands	hand	nn2
of	of	io
future	future	jj_nn1
biographers	biographer	nn2
--	--	x
his	his	appge
worry	worry	nn1@
,	,	y
really	really	rr
,	,	y
that	that	cst
he	he	pphs1
would	would	vm
never	never	rr
be	be	vbi
given	give	vvn
his	his	appge
due	due	jj
.	.	y
<p>	<p>	y
Darwin	darwin	np1
and	and	cc
Freud	freud	np1
are	be	vbr
,	,	y
of	of	rr21
course	course	rr22
,	,	y
credited	credit	vvn
with	with	iw
much	much	rr
today	today	rt
.	.	y
They	they	pphs2
were	be	vbdr
ambitious	ambitious	jj
intellectual	intellectual	jj_nn1
leaders	leader	nn2
,	,	y
anxious	anxious	jj
to	to	to
survive	survive	vvi
the	the	at
constraints	constraint	nn2
of	of	io
mere	mere	jj
mortality	mortality	nn1
;	;	y
they	they	pphs2
were	be	vbdr
dying	die	vvg_jj
to	to	to
live	live	vvi
and	and	cc
live	live	jj_vv0
--	--	x
to	to	to
survive	survive	vvi
over	over	ii_rp
the	the	at
centuries	century	nnt2
through	through	ii
the	the	at
faith	faith	nn1
others	others	nn2
would	would	vm
put	put	vvi
in	in	ii_rp@
their	their	appge
proposed	proposed	jj
hypotheses	hypothesis	nn2
.	.	y
Phillips	phillips	np1
comes	come	vvz
at	at	ii
them	them	ppho2
as	as	ii_csa
a	a	at1
knowing	knowing	jj@
,	,	y
appreciative	appreciative	jj
ironist	ironist	nn1
who	who	pnqs
wants	want	vvz
to	to	to
give	give	vvi
us	us	ppio2
some	some	dd
pause	pause	nn1
,	,	y
some	some	dd
new	new	jj
thought	thought	nn1
,	,	y
a	a	at1
surprise	surprise	nn1
or	or	cc
two	two	mc
that	that	cst_dd1
jolts	jolt	vvz
us	us	ppio2
from	from	ii
the	the	at
easy	easy	jj
passivity	passivity	nn1
of	of	io
latter-day	latter-day	jj
exaltation	exaltation	nn1
,	,	y
which	which	ddq
is	be	vbz
a	a	at1
kind	kind	nn1
of	of	io
burial	burial	nn1
call	call	nn1_vv0
for	for	if
past	past	jj
historical	historical	jj
personages	personage	nn2
.	.	y
He	he	pphs1
brings	bring	vvz
to	to	ii
life	life	nn1
these	these	dd2
two	two	mc
thinkers	thinker	nn2
,	,	y
brings	bring	vvz
them	them	ppho2
close	close	rr_jj
to	to	ii
the	the	at
modern-day	modern-day	jj
reader	reader	nn1
--	--	x
enables	enable	vvz
us	us	ppio2
to	to	to
comprehend	comprehend	vvi
the	the	at
manner	manner	nn1
of	of	io
their	their	appge
emergent	emergent	jj_nn1
eminence	eminence	nn1
.	.	y
The	the	at
book	book	nn1
's	's	ge
very	very	jj@
title	title	nn1
awakens	awaken	vvz
us	us	ppio2
,	,	y
and	and	cc
soon	soon	rr
enough	enough	rr
we	we	ppis2
are	be	vbr
amused	amused	jj_vvn@
,	,	y
stirred	stir	vvn
by	by	ii
the	the	at
Darwin	darwin	np1
who	who	pnqs
would	would	vm
turn	turn	vvi
from	from	ii
his	his	appge
adventurous	adventurous	jj
storehouse	storehouse	nn1
of	of	io
observed	observed	jj@
factuality	factuality	nn1
and	and	cc
speculative	speculative	jj
historical	historical	jj
reconstruction	reconstruction	nn1
,	,	y
enabled	enable	vvn
by	by	ii
those	those	dd2
Brazilian	brazilian	jj
forests	forest	nn2
and	and	cc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
his	his	appge
book	book	nn1
's	's	ge
title	title	nn1
has	have	vhz
it	it	pph1
(	(	y
The	the	at
Formation	formation	nn1
of	of	io
Vegetable	vegetable	nn1
Mould	mould	nn1_vv0
Through	through	ii
the	the	at
Action	action	nn1
of	of	io
Worms	worm	nn2
,	,	y
with	with	iw
Observations	observation	nn2
on	on	ii
Their	their	appge
Habits	habit	nn2
)	)	y
,	,	y
a	a	at1
daily	daily	jj
miracle	miracle	nn1
takes	take	vvz
place	place	nn1
:	:	y
the	the	at
lowly	lowly	jj
worm	worm	nn1
ploughs	plough	nn2_vvz%
the	the	at
land	land	nn1
,	,	y
accomplishes	accomplish	vvz
so	so	rg_rr
very	very	rg
much	much	da1_rr
,	,	y
while	while	cs
big-shot	big-shot	jj
human	human	jj
beings	being	nn2
,	,	y
so	so	rg
much	much	da1_rr
"	"	y
higher	high	jjr
"	"	y
on	on	ii
their	their	appge
own	own	da
scales	scale	nn2
of	of	io
capability	capability	nn1
and	and	cc
performance	performance	nn1
,	,	y
take	take	vv0
no	no	at
notice	notice	nn1
--	--	x
and	and	cc
thereby	thereby	rr
miss	miss	vv0
something	something	pn1
of	of	io
great	great	jj
importance	importance	nn1
to	to	ii
their	their	appge
own	own	da
welfare	welfare	nn1
.	.	y
Phillips	phillips	np1
becomes	become	vvz
properly	properly	rr
,	,	y
instructively	instructively	rr
elegiac	elegiac	jj
as	as	csa
he	he	pphs1
salutes	salute	vvz
those	those	dd2
worms	worm	nn2
which	which	ddq
commanded	command	vvd
Darwin	darwin	np1
's	's	ge
late-in-life	late-in-life	jj_nn1
attention	attention	nn1
:	:	y
"	"	y
They	they	pphs2
were	be	vbdr
inadvertently	inadvertently	rr
generous	generous	jj
;	;	y
not	not	xx
designed	design	vvn
for	for	if
altruism	altruism	nn1
.	.	y
Not	not	xx
intentionally	intentionally	rr
collaborative	collaborative	jj
;	;	y
but	but	ccb
the	the	at
way	way	nn1
they	they	pphs2
straggled	straggle	vvd
for	for	if
survival	survival	nn1
had	have	vhd
spin-offs	spin-off	nn2
for	for	if
other	other	jj
parts	part	nn2
of	of	io
nature	nature	nn1
.	.	y
"	"	y
<p>	<p>	y
In	in	ii
Darwin	darwin	np1
's	's	ge
hands	hand	nn2
the	the	at
worm	worm	nn1
becomes	become	vvz
a	a	at1
benefactor	benefactor	nn1
:	:	y
an	a	at1
instance	instance	nn1
that	that	cst_dd1
affirms	affirm	vvz
the	the	at
prophetically	prophetically	rr
leveling	level	vvg_jj@
claim	claim	nn1
of	of	io
the	the	at
preaching	preaching	jj@_vvg
Jesus	jesus	np1
,	,	y
who	who	pnqs
paid	pay	vvd
the	the	at
price	price	nn1
for	for	if
such	such	da
sweeping	sweeping	jj
radicalism	radicalism	nn1
--	--	x
that	that	cst
"	"	y
the	the	at
last	last	md
shall	shall	vm
be	be	vbi
first	first	md
,	,	y
and	and	cc
the	the	at
first	first	md
last	last	nn1%_vv0@_md
.	.	y
"	"	y
We	we	ppis2
think	think	vv0
of	of	io
Darwin	darwin	np1
as	as	ii_csa
a	a	at1
challenger	challenger	nn1
of	of	io
biblical	biblical	jj
platitudes	platitude	nn2
,	,	y
and	and	cc
so	so	rr_cs@
this	this	dd1
book	book	nn1
has	have	vhz
him	him	ppho1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
studied	study	vvd
at	at	ii
Cambridge	cambridge	np1
University	university	nn1
,	,	y
and	and	cc
surely	surely	rr
the	the	at
biologist	biologist	nn1
who	who	pnqs
never	never	rr
missed	miss	vvn_vvd
a	a	at1
trick	trick	nn1
as	as	csa
he	he	pphs1
contemplated	contemplate	vvd
nature	nature	nn1
had	have	vhd
good	good	jj_rr%
cause	cause	nn1_vv0
to	to	to
enjoy	enjoy	vvi
its	its	z'
casual	casual	jj
modesty	modesty	nn1
,	,	y
its	its	z'
sly	sly	jj
turns	turn	nn2@
of	of	io
fate	fate	nn1
,	,	y
as	as	csa
it	it	pph1
asserted	assert	vvd
various	various	jj
possibilities	possibility	nn2
,	,	y
not	not	xx
the	the	at
least	least	dat_rrt
of	of	io
which	which	ddq
Darwin	darwin	np1
,	,	y
spellbound	spellbound	jj
,	,	y
had	have	vhd
come	come	vvn
to	to	to
witness	witness	vvi
with	with	iw
awe	awe	nn1
--	--	x
a	a	at1
smart	smart	jj
man	man	nn1
nodding	nod	vvg
appreciatively	appreciatively	rr
at	at	ii
the	the	at
dumb	dumb	jj
worm	worm	nn1
.	.	y
The	the	at
point	point	nn1
,	,	y
by	by	ii
implication	implication	nn1
,	,	y
was	be	vbdz
that	that	cst
we	we	ppis2
mighty	mighty	jj
ones	one	z'
now	now	rt
and	and	cc
then	then	rt
might	might	vm
stop	stop	vvi
exalting	exalt	vvg
ourselves	ourselves	ppx2
by	by	ii
looking	look	vvg
upward	upward	rl@_jj
to	to	ii
heaven	heaven	nn1
,	,	y
as	as	csa_ii
the	the	at
place	place	nn1
where	where	rrq
miracles	miracle	nn2
are	be	vbr
granted	grant	vvn
us	us	ppio2
,	,	y
and	and	cc
,	,	y
instead	instead	rr
,	,	y
cast	cast	vv0_vvn_vvd@
a	a	at1
glance	glance	nn1
downward	downward	rl@_jj
and	and	cc
nearby	nearby	rl_jj
,	,	y
where	where	cs_rrq
inadvertent	inadvertent	jj
magic	magic	nn1
happens	happen	vvz
daily	daily	jj_rr
--	--	x
here	here	rl
heralded	herald	vvn_vvd
(	(	y
through	through	ii
the	the	at
form	form	nn1
of	of	io
the	the	at
worm	worm	nn1
as	as	ii_csa
a	a	at1
mighty	mighty	jj
doer	doer	nn1
)	)	y
by	by	ii
an	a	at1
author	author	nn1
who	who	pnqs
wants	want	vvz
to	to	to
bring	bring	vvi
us	us	ppio2
closer	close	rrr_jjr
to	to	ii
the	the	at
"	"	y
reality	reality	nn1
"	"	y
his	his	appge
profession	profession	nn1
's	's	ge
founder	founder	nn1
kept	keep	vvd_vvn
espousing	espouse	vvg
as	as	rg@_csa_ii@
important	important	jj
for	for	if
us	us	ppio2
to	to	to
heed	heed	vvi
.	.	y
<p>	<p>	y
No	no	xx
question	question	nn1
,	,	y
in	in	ii
that	that	dd1
regard	regard	nn1
,	,	y
Freud	freud	np1
was	be	vbdz
ever	ever	rr
the	the	at
practical	practical	jj
striver	striver	nn1
,	,	y
anxious	anxious	jj
to	to	to
doff	doff	vvi
his	his	appge
hat	hat	nn1
to	to	ii
Realpolitik	realpolitik	nn1
.	.	y
For	for	if
others	others	nn2
he	he	pphs1
claimed	claim	vvd
the	the	at
necessity	necessity	nn1
of	of	io
an	a	at1
obliging	obliging	jj
deference	deference	nn1
to	to	ii
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
enforced	enforce	vvd
them	them	ppho2
,	,	y
and	and	cc
thereby	thereby	rr
molded	mold	vvd
our	our	appge
aims	aim	nn2
and	and	cc
misgivings	misgiving	nn2
,	,	y
our	our	appge
loyalties	loyalty	nn2
and	and	cc
our	our	appge
aversions	aversion	nn2
--	--	x
the	the	at
"	"	y
they	they	pphs2
"	"	y
children	child	nn2
keep	keep	vv0
mentioning	mention	vvg
,	,	y
the	the	at
burgher	burgher	nn1
mothers	mother	nn2
,	,	y
fathers	father	nn2
who	who	pnqs
raise	raise	vv0
their	their	appge
voices	voice	nn2
,	,	y
use	use	vv0
their	their	appge
hands	hand	nn2
,	,	y
make	make	vv0
clear	clear	jj
what	what	ddq
has	have	vhz
to	to	to
be	be	vbi
,	,	y
and	and	cc
therefore	therefore	rr
what	what	ddq
is	be	vbz
.	.	y
Still	still	rr
,	,	y
even	even	rr
the	the	at
practicality	practicality	nn1
of	of	io
perceived	perceived	jj@
power	power	nn1
,	,	y
much	much	rr
embraced	embrace	vvn
by	by	ii
readers	reader	nn2
and	and	cc
professional	professional	jj
colleagues	colleague	nn2
,	,	y
as	as	ii31
well	well	ii32
as	as	ii33
the	the	at
young	young	jj
,	,	y
can	can	vm
only	only	rr
go	go	vvi
so	so	rg
far	far	rr
.	.	y
In	in	ii
no	no	at
time	time	nnt1
,	,	y
an	a	at1
open-minded	open-minded	jj_nn1
visitor	visitor	nn1
