##1012950		
Maggie	maggie	np1
depressing	depressing	jj
.	.	y
The	the	at
correct	correct	jj
word	word	nn1
is	be	vbz
"	"	y
disquieting	disquieting	jj
.	.	y
"	"	y
)	)	y
Let	let	vv0
me	me	ppio1
be	be	vbi
clear	clear	jj
:	:	y
some	some	dd
of	of	io
my	my	appge
best	best	jjt
friends	friend	nn2
are	be	vbr
tragic	tragic	jj
novels	novel	nn2
.	.	y
But	but	ccb
someone	someone	pn1
's	be	vhz
got	get	vvn
to	to	to
call	call	vvi
it	it	pph1
like	like	ii
it	it	pph1
is	be	vbz
:	:	y
Why	why	rrq
the	the	at
taboo	taboo	nn1_jj
?	?	y
What	what	ddq
's	be	vbz
so	so	rg_rr
unspeakable	unspeakable	jj
about	about	ii
happiness	happiness	nn1
?	?	y
I	i	ppis1
think	think	vv0
people	people	nn
-	-	-
and	and	cc
I	i	ppis1
do	do	vd0
n't	n't	xx
mean	mean	vvi
just	just	jj@_rr
Americans	american	nn2
-	-	-
are	be	vbr
terrified	terrify	vvn_jj
of	of	io
happiness	happiness	nn1
.	.	y
And	and	cc
that	that	dd1
's	be	vbz
why	why	rrq
Tolstoy	tolstoy	np1
's	be	vbz_vhz@
gotten	get	vvn
away	away	rl
with	with	iw
that	that	dd1
cheap	cheap	jj
shot	shot	nn1
all	all	db
these	these	dd2
years	year	nnt2
.	.	y
But	but	ccb
he	he	pphs1
's	be	vhz
got	get	vvn
to	to	to
be	be	vbi
wrong	wrong	jj_rr@
.	.	y
If	if	cs
happiness	happiness	nn1
-	-	-
let	let	vm21
's	be	vm22
say	say	vvi
,	,	y
for	for	if
hypothetical	hypothetical	jj
example	example	nn1
,	,	y
an	a	at1
honest	honest	jj
,	,	y
requited	requit	vvd
,	,	y
passionate	passionate	jj
love	love	nn1
-	-	-
is	be	vbz
really	really	rr
the	the	at
death	death	nn1
of	of	io
individuality	individuality	nn1
,	,	y
why	why	rrq
would	would	vm
anyone	anyone	pn1
want	want	vvi
it	it	pph1
?	?	y
What	what	ddq
I	i	ppis1
want	want	vv0
to	to	to
know	know	vvi
is	be	vbz
this	this	dd1
:	:	y
Can	can	vm
the	the	at
American	american	jj
story	story	nn1
have	have	vh0
an	a	at1
ending	ending	nn1
that	that	cst_dd1
's	be	vbz
both	both	rr
honest	honest	jj
and	and	cc
happy	happy	jj
?	?	y
Can	can	vm_vv0%
we	we	ppis2
ditch	ditch	vvi
the	the	at
venerable	venerable	jj
idea	idea	nn1
that	that	cst_dd1
life	life	nn1
is	be	vbz
meaningless	meaningless	jj
without	without	iw
tragedy	tragedy	nn1
-	-	-
that	that	cst
every	every	at1
one	one	mc1
of	of	io
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
,	,	y
with	with	iw
no	no	at
option	option	nn1
to	to	to
check	check	vvi
the	the	at
box	box	nn1
marked	marked	jj_vvn
"	"	y
other	others	nn1@_jj
'	'	ge_"@
?	?	y
Or	or	cc
are	be	vbr
the	the	at
doom-mongers	doom-monger	nn2
right	right	rr_nn1
?	?	y
I	i	ppis1
say	say	vv0
there	there	ex
's	be	vbz
hope	hope	nn1
.	.	y
And	and	cc
I	i	ppis1
do	do	vd0
n't	n't	xx
just	just	rr
mean	mean	vvi
early	early	jj_rr
Mark	mark	nn1@_np1_vv0@
Twain	twain	nn1_jj
.	.	y
Look	look	vv0
for	for	if
the	the	at
subversive	subversive	jj
plot	plot	nn1
twist	twist	nn1_vv0
,	,	y
the	the	at
wink	wink	nn1
at	at	ii
the	the	at
bottom	bottom	nn1
of	of	io
the	the	at
page	page	nn1
,	,	y
the	the	at
sly	sly	jj
,	,	y
stubborn	stubborn	jj
sidestepping	sidestepping	nn1@
of	of	io
doom	doom	nn1
.	.	y
I	i	ppis1
want	want	vv0
to	to	to
write	write	vvi
about	about	ii
what	what	ddq
Washington	washington	np1
Irving	irving	np1
implies	imply	vvz
about	about	ii
happiness	happiness	nn1
;	;	y
and	and	cc
Thoreau	thoreau	np1_nn1
and	and	cc
Whitman	whitman	np1
,	,	y
Eaton	eaton	np1
and	and	cc
Welty	welty	np1_nn1_jj
,	,	y
Paley	paley	np1
,	,	y
Bambara	bambara	np1
,	,	y
even	even	rr
Vonnegut	vonnegut	vv0_np1
.	.	y
There	there	ex
's	be	vbz
a	a	at1
trail	trail	nn1
of	of	io
bread	bread	nn1
crumbs	crumb	nn2
to	to	to
follow	follow	vvi
.	.	y
There	there	ex
are	be	vbr
American	american	jj
writers	writer	nn2
who	who	pnqs
dare	dare	vm@
venture	venture	vvi
into	into	ii
the	the	at
treacherous	treacherous	jj
waters	water	nn2
of	of	io
fulfillment	fulfillment	nn1
.	.	y
Most	most	dat
of	of	io
them	them	ppho2
do	do	vd0
it	it	pph1
stealthily	stealthily	rr
,	,	y
as	as	cs21
though	though	cs22
it	it	pph1
's	be	vbz
imperative	imperative	jj_nn1
not	not	xx
to	to	to
get	get	vvi
caught	catch	vvn
talking	talk	vvg_nn1@
about	about	ii
joy	joy	nn1
.	.	y
I	i	ppis1
'm	be	vbm
saving	save	vvg
this	this	dd1
,	,	y
of	of	rr21
course	course	rr22
,	,	y
for	for	if
my	my	appge
post-tenure	post-tenure	jj_nn1
book	book	nn1
.	.	y
I	i	ppis1
'm	be	vbm
not	not	xx
naive	naive	jj
.	.	y
Talking	talk	vvg
about	about	ii
happiness	happiness	nn1
is	be	vbz
career	career	nn1
suicide	suicide	nn1
.	.	y
I	i	ppis1
'll	will	vm
be	be	vbi
accused	accuse	vvn
of	of	io
championing	champion	vvg
pap	pap	nn1
-	-	-
of	of	io
responding	respond	vvg
to	to	ii
a	a	at1
book	book	nn1
not	not	xx
as	as	ii_csa
a	a	at1
critic	critic	nn1
,	,	y
whose	whose	ddqge
role	role	nn1
is	be	vbz
to	to	to
dissect	dissect	vvi
,	,	y
but	but	ccb
from	from	ii
my	my	appge
kishkas	kishkas	nn2
.	.	y
Add	add	vv0
to	to	ii
my	my	appge
crime	crime	nn1
the	the	at
sin	sin	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
are	be	vbr
n't	n't	xx
supposed	supposed	jj
to	to	to
address	address	vvi
overarching	overarching	vvg_jj@
concepts	concept	nn2
.	.	y
We	we	ppis2
're	be	vbr
supposed	supposed	jj
to	to	to
locate	locate	vvi
within	within	ii
context	context	nn1
,	,	y
place	place	vv0_nn1
within	within	ii
tradition	tradition	nn1
,	,	y
and	and	cc
say	say	vv0
as	as	rg
little	little	da1
as	as	csa
possible	possible	jj
along	along	ii
the	the	at
way	way	nn1
about	about	ii
the	the	at
original	original	jj
texts	text	nn2
.	.	y
One	one	pn1_mc1
is	be	vbz
not	not	xx
to	to	to
cut	cut	vvi
a	a	at1
skylight	skylight	nn1
in	in	ii
the	the	at
intellectual	intellectual	jj_nn1
house	house	nn1
;	;	y
one	one	pn1_mc1
is	be	vbz
to	to	to
rearrange	rearrange	vvi
a	a	at1
few	few	da2
sticks	stick	nn2
of	of	io
furniture	furniture	nn1
in	in	ii
the	the	at
basement	basement	nn1
.	.	y
Do	do	vd0
more	more	dar
,	,	y
and	and	cc
you	you	ppy
're	be	vbr
accused	accuse	vvn
of	of	io
trying	try	vvg
to	to	to
be	be	vbi
a	a	at1
public	public	jj_nn1
intellectual	intellectual	nn1
.	.	y
When	when	cs_rrq
I	i	ppis1
first	first	md
understood	understand	vvd_vvn
how	how	rgq@_rrq
mincing	mincing	jj%_vvg_nn1%
the	the	at
academic	academic	jj
conversation	conversation	nn1
could	could	vm
be	be	vbi
,	,	y
how	how	rrq_rgq@
capable	capable	jj
of	of	io
silencing	silence	vvg
a	a	at1
novel	novel	nn1
's	's	ge
heartbeat	heartbeat	nn1
,	,	y
I	i	ppis1
nearly	nearly	rr
turned	turn	vvn_vvd
tail	tail	nn1
.	.	y
For	for	if
three	three	mc
weeks	week	nnt2
I	i	ppis1
sat	sit	vvd
in	in	ii_rp@
a	a	at1
graduate	graduate	nn1
school	school	nn1
seminar	seminar	nn1
on	on	ii
Moby	moby	np1
Dick	dick	np1
,	,	y
no	no	pn121
one	one	pn122
mentioned	mention	vvd
the	the	at
whale	whale	nn1
.	.	y
I	i	ppis1
circled	circle	vvd
job	job	nn1
listings	listing	nn2
.	.	y
But	but	ccb
I	i	ppis1
did	do	vdd
n't	n't	xx
leave	leave	vvi
school	school	nn1
.	.	y
I	i	ppis1
became	become	vvd
,	,	y
somehow	somehow	rr
,	,	y
more	more	rrr_rgr
determined	determine	vvn_jj
to	to	to
become	become	vvi
a	a	at1
professor	professor	nn1
-	-	-
a	a	at1
tenured	tenured	jj
one	one	pn1
,	,	y
able	able	jk
to	to	to
forge	forge	vvi
my	my	appge
own	own	da
path	path	nn1
.	.	y
I	i	ppis1
learned	learn	vvd
,	,	y
when	when	cs_rrq
the	the	at
occasion	occasion	nn1
absolutely	absolutely	rr
demanded	demand	vvd_vvn
it	it	pph1
,	,	y
to	to	to
keep	keep	vvi
my	my	appge
own	own	da
counsel	counsel	nn1
,	,	y
to	to	to
stay	stay	vvi
mum	mum	nn1
about	about	ii
the	the	at
leviathan	leviathan	nn1
lurking	lurk	vvg
beneath	beneath	ii
the	the	at
refracting	refracting	jj@_nn1@
surface	surface	nn1
of	of	io
every	every	at1
line	line	nn1
.	.	y
I	i	ppis1
even	even	rr
developed	develop	vvd
a	a	at1
grudging	grudging	jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
pretentious	pretentious	jj
,	,	y
but	but	ccb
it	it	pph1
serves	serve	vvz
a	a	at1
function	function	nn1
.	.	y
It	it	pph1
's	be	vbz
the	the	at
antiseptic	antiseptic	jj
garb	garb	nn1
a	a	at1
surgeon	surgeon	nn1
dons	do	vd
before	before	cs
she	she	pphs1
cuts	cut	vvz
,	,	y
for	for	if
the	the	at
life-and-death	life-and-death	jj_nn1
drama	drama	nn1
of	of	io
the	the	at
operating	operating	nn1
room	room	nn1
demands	demand	vvz@_nn2
that	that	cst
she	she	pphs1
be	be	vbi
utterly	utterly	rr
dispassionate	dispassionate	vv0
her	her	appge_ppho1
keen	keen	jj
eyes	eye	nn2
and	and	cc
masked	masked	jj
face	face	nn1
inspiring	inspire	vvg
our	our	appge
trust	trust	nn1
in	in	ii
the	the	at
sureness	sureness	nn1
of	of	io
her	her	appge
hands	hand	nn2
,	,	y
their	their	appge
innocence	innocence	nn1
of	of	io
the	the	at
germs	germ	nn2
of	of	io
easy	easy	jj
emotionality	emotionality	nn1
.	.	y
Still	still	rr
.	.	y
Upon	upon	ii
accepting	accept	vvg
my	my	appge
faculty	faculty	nn1
appointment	appointment	nn1
,	,	y
I	i	ppis1
made	make	vvd
a	a	at1
private	private	jj
vow	vow	nn1
never	never	rr
to	to	to
say	say	vvi
"	"	y
simulacrum	simulacrum	nn1
"	"	y
if	if	cs
"	"	y
cheap	cheap	jj
imitation	imitation	nn1
"	"	y
will	will	vm
suffice	suffice	vvi
.	.	y
Never	never	rr
to	to	to
decry	decry	vvi
the	the	at
dumbing	dumb	vvg_jj@_nn1@
down	down	rp_nn1%
of	of	io
American	american	jj
culture	culture	nn1
while	while	cs
smarting	smart	vvg
up	up	rp
my	my	appge
own	own	da
ideas	idea	nn2
with	with	iw
showy	showy	jj
verbiage	verbiage	nn1
.	.	y
Never	never	rr
to	to	to
say	say	vvi
"	"	y
debative	debative	jj
quality	quality	nn1
"	"	y
when	when	cs_rrq
I	i	ppis1
mean	mean	vv0
"	"	y
argument	argument	nn1
,	,	y
"	"	y
or	or	cc
hedge	hedge	nn1_vv0@
with	with	iw
"	"	y
it	it	pph1
might	might	vm
be	be	vbi
said	say	vvn@
when	when	rrq
what	what	ddq
I	i	ppis1
mean	mean	vv0
is	be	vbz
,	,	y
I	i	ppis1
believe	believe	vv0
.	.	y
Each	each	dd1
morning	morning	nnt1
I	i	ppis1
wake	wake	vv0
to	to	ii
the	the	at
blandishments	blandishment	nn2
of	of	io
my	my	appge
clock	clock	nn1
radio	radio	nn1
,	,	y
set	set	vvn_vvd_vv0
to	to	ii
a	a	at1
pop	pop	nn1
station	station	nn1
I	i	ppis1
'd	have	vm
never	never	rr
tolerate	tolerate	vvi
in	in	rp@_ii
anything	anything	rr21
but	but	rr22
semiconsciousness	semi-consciousness	j
.	.	y
I	i	ppis1
dress	dress	vv0
,	,	y
stuff	stuff	vv0@
my	my	appge
briefcase	briefcase	nn1
with	with	iw
the	the	at
papers	paper	nn2
stacked	stack	vvn_vvd
on	on	ii
my	my	appge
bedside	bedside	nn1
table	table	nn1
,	,	y
and	and	cc
walk	walk	vv0_nn1
twenty	twenty	mc
blocks	block	nn2
to	to	ii
the	the	at
building	building	nn1
the	the	at
English	english	jj_nn1
Department	department	nn1
shares	share	nn2_vvz@
with	with	iw
Classics	classic	nn2
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
home	home	rl
:	:	y
its	its	z'
peculiar	peculiar	jj
scrollwork	scrollwork	nn1
and	and	cc
mustard	mustard	nn1
yellow	yellow	nn1@_jj
faade	faade	vv0_nn1
a	a	at1
thumb	thumb	nn1
in	in	ii
the	the	at
eye	eye	nn1
of	of	io
the	the	at
stately	stately	jj
street	street	nn1
;	;	y
its	its	z'
narrow	narrow	jj
elevator	elevator	nn1
jammed	jam	vvn
with	with	iw
both	both	rr
faculty	faculty	nn1
and	and	cc
students	student	nn2
,	,	y
mocking	mock	vvg@
the	the	at
professorial	professorial	jj
discomfort	discomfort	nn1
with	with	iw
intimacy	intimacy	nn1
.	.	y
Anticipating	anticipate	vvg
the	the	at
elevator	elevator	nn1
's	's	ge
closing	closing	jj_nn1_vvg
doors	door	nn2
,	,	y
I	i	ppis1
quickstep	quickstep	vv0
into	into	ii
the	the	at
building	building	nn1
,	,	y
but	but	ccb
not	not	xx
before	before	cs
I	i	ppis1
'm	be	vbm
handed	hand	vvn
a	a	at1
flash	flash	nn1
of	of	io
myself	myself	ppx1
in	in	ii
the	the	at
half-dome	half-dome	jj_nn1
security	security	nn1
mirror	mirror	nn1
over	over	ii
the	the	at
door	door	nn1
:	:	y
a	a	at1
somewhat	somewhat	rr
lanky	lanky	jj
figure	figure	nn1
in	in	ii
muted	muted	jj
professional	professional	jj
attire	attire	nn1
;	;	y
pale	pale	jj
curls	curl	nn2
restrained	restrain	vvn
in	in	ii
a	a	at1
ponytail	ponytail	nn1
;	;	y
an	a	at1
unadorned	unadorned	jj
,	,	y
up-peering	up-peering	jj_nn1
face	face	nn1_vv0
that	that	cst_dd1
startles	startle	vvz
me	me	ppio1
with	with	iw
its	its	z'
gameness	gameness	nn1
.	.	y
I	i	ppis1
sit	sit	vv0
among	among	ii
books	book	nn2
all	all	db
day	day	nnt1
,	,	y
lecture	lecture	nn1_vv0@
from	from	ii
them	them	ppho2
,	,	y
underline	underline	vv0
their	their	appge
pages	page	nn2
emphatically	emphatically	rr
.	.	y
Between	between	ii
classes	class	nn2
I	i	ppis1
comb	comb	vv0
the	the	at
library	library	nn1
for	for	if
a	a	at1
spark	spark	nn1
of	of	io
insight	insight	nn1
left	leave	vvd_nn1@_vvn
buried	bury	vvn
in	in	ii
the	the	at
stacks	stack	nn2
by	by	ii
a	a	at1
thinker	thinker	nn1
I	i	ppis1
'll	will	vm
never	never	rr
meet	meet	vvi
.	.	y
You	you	ppy
get	get	vv0
used	used	jj
to	to	ii
it	it	pph1
:	:	y
a	a	at1
life	life	nn1
mining	mine	vvg
the	the	at
ore	ore	nn1
of	of	io
literature	literature	nn1
.	.	y
It	it	pph1
's	be	vbz
not	not	xx
as	as	rg
airless	airless	jj
as	as	csa
it	it	pph1
sounds	sound	vvz
.	.	y
Anyone	anyone	pn1
who	who	pnqs
thinks	think	vvz
books	book	nn2
are	be	vbr
sterile	sterile	jj
objects	object	nn2
has	have	vhz
n't	n't	xx
really	really	rr
drawn	draw	vvn
breath	breath	nn1
in	in	ii
a	a	at1
library	library	nn1
.	.	y
The	the	at
older	old	jjr
volumes	volume	nn2
are	be	vbr
autumnal	autumnal	jj
,	,	y
evocative	evocative	jj
of	of	io
smoke	smoke	nn1
and	and	cc
decayed	decayed	jj
leaves	leaf	nn2
.	.	y
The	the	at
newer	new	jjr
ones	one	z'
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
a	a	at1
sound	sound	nn1
,	,	y
too	too	rr@_rg
-	-	-
turn	turn	vv0
their	their	appge
pages	page	nn2
for	for	if
enough	enough	dd
hours	hour	nnt2
and	and	cc
years	year	nnt2
and	and	cc
you	you	ppy
start	start	vv0
to	to	to
rely	rely	vvi
on	on	ii
it	it	pph1
,	,	y
just	just	rr
as	as	csa
people	people	nn
who	who	pnqs
live	live	vv0
by	by	ii
the	the	at
shore	shore	nn1
assimilate	assimilate	vv0
the	the	at
rhythm	rhythm	nn1
of	of	io
the	the	at
waves	wave	nn2
:	:	y
the	the	at
sweep	sweep	nn1
and	and	cc
ripple	ripple	nn1_vv0@
marking	mark	vvg
the	the	at
end	end	nn1
of	of	io
a	a	at1
page	page	nn1
,	,	y
a	a	at1
sound	sound	nn1
that	that	cst_dd1
seems	seem	vvz
to	to	to
be	be	vbi
made	make	vvn
by	by	ii
the	the	at
turning	turning	nn1
of	of	io
your	your	appge
thoughts	thought	nn2
rather	rather	ii21
than	than	ii22
the	the	at
movement	movement	nn1
of	of	io
your	your	appge
hand	hand	nn1
.	.	y
Evenings	evening	nnt2
find	find	vv0
me	me	ppio1
at	at	ii
home	home	nn1
on	on	ii
my	my	appge
sofa	sofa	nn1
in	in	ii
sweatpants	sweatpants	nn2
and	and	cc
threadbare	threadbare	jj
socks	sock	nn2
,	,	y
nursing	nurse	vvg
a	a	at1
soda	soda	nn1
and	and	cc
doling	dole	vvg
out	out	rp
advice	advice	nn1
.	.	y
Yolanda	yolanda	nn1_np1@
,	,	y
my	my	appge
old	old	jj
Seattle	seattle	np1
high	high	jj
school	school	nn1
classmate	classmate	nn1
,	,	y
now	now	rt
fellow	fellow	jj
New	new	jj
Yorker	yorker	np1
,	,	y
phones	phone	nn2
with	with	iw
bulletins	bulletin	nn2
from	from	ii
the	the	at
field	field	nn1
:	:	y
tales	tale	nn2
of	of	io
relationships	relationship	nn2
gone	go	vvn
bust	bust	nn1_vv0
.	.	y
It	it	pph1
's	be	vbz
my	my	appge
job	job	nn1
to	to	to
be	be	vbi
shocked	shock	vvn@_jj
.	.	y
I	i	ppis1
'm	be	vbm
careful	careful	jj
to	to	to
share	share	vvi
her	her	appge
outrage	outrage	nn1
as	as	cs31
long	long	cs32
as	as	cs33
she	she	pphs1
needs	need	vvz
before	before	ii
helping	help	vvg
her	her	ppho1
sift	sift	vvi
the	the	at
love-wreck	love-wreck	nn1_jj
for	for	if
salvage	salvage	nn1
.	.	y
Later	later	rrr_jjr
at	at	ii
night	night	nnt1
my	my	appge
cousin	cousin	nn1
Gabby	gabby	np1_jj@
phones	phone	nn2
from	from	ii
California	california	np1
to	to	to
ask	ask	vvi
whether	whether	csw
I	i	ppis1
think	think	vv0
it	it	pph1
's	be	vbz
okay	okay	jj
to	to	ii
date	date	nn1
a	a	at1
guy	guy	nn1
thirteen	thirteen	mc
years	year	nnt2
older	old	jjr
;	;	y
six	six	mc
inches	inch	nnu2_vvz%
shorter	short	jjr
;	;	y
without	without	iw
job	job	nn1
or	or	cc
hair	hair	nn1
or	or	cc
visa	visa	nn1_vv0@
;	;	y
with	with	iw
accent	accent	nn1
,	,	y
or	or	cc
wife	wife	nn1
,	,	y
or	or	cc
laboratory	laboratory	nn1
results	result	nn2_vvz@
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
my	my	appge
toes	toe	nn2
through	through	ii
fabric	fabric	nn1
worn	wear	vvn
to	to	ii
cheesecloth	cheesecloth	nn1
,	,	y
I	i	ppis1
opine	opine	vv0
.	.	y
Through	through	ii
relinquishing	relinquish	vvg_jj@
desire	desire	nn1
,	,	y
say	say	vv0
the	the	at
Buddhists	buddhist	nn2
,	,	y
one	one	pn1
attains	attain	vvz
understanding	understanding	nn1_vvg
.	.	y
And	and	cc
through	through	ii
having	have	vhg
no	no	at
romantic	romantic	jj
life	life	nn1
of	of	io
my	my	appge
own	own	da
,	,	y
I	i	ppis1
've	have	vh0
discovered	discover	vvn
my	my	appge
calling	calling	nn1@_jj@
.	.	y
Tracy	tracy	np1
Farber	farber	np1
:	:	y
lit	lit	nn1_vvn
critic	critic	nn1
by	by	ii
day	day	nnt1
;	;	y
by	by	ii
night	night	nnt1
dispenser	dispenser	nn1
of	of	io
romantic	romantic	jj
advice	advice	nn1
.	.	y
How	how	rrq
did	do	vdd
this	this	dd1
befall	befall	vvi
our	our	appge
dashing	dashing	jj
heroine	heroine	nn1
?	?	y
Excerpt	excerpt	vv0_nn1
from	from	ii
Tolstoy	tolstoy	np1
Lied	lie	vvd@_fw
:	:	y
A	a	at1@_zz1
Love	love	nn1
Story	story	nn1
by	by	ii
Rachel	rachel	np1
Kadish	kadish	nn1_jj
.	.	y
Copyright	copyright	nn1
c	c	zz1_rg@
2006	2006	mc
by	by	ii
Rachel	rachel	np1
Kadish	kadish	nn1_jj
.	.	y
Reprinted	reprint	vvn
by	by	ii
permission	permission	nn1
of	of	io
Houghton	houghton	np1
Mifflin	mifflin	np1
Company	company	nn1
.	.	y
All	all	db
rights	right	nn2
reserved	reserve	vvd_vvn
.	.	y
##1012966		
Sometimes	sometimes	rt
,	,	y
the	the	at
hard	hard	jj
way	way	nn1
is	be	vbz
the	the	at
best	best	jjt
way	way	nn1
.	.	y
<p>	<p>	y
(	(	y
ProQuest	proquest	np1_jjt
Information	information	nn1
and	and	cc
Learning	learning	nn1_vvg
:	:	y
...	...	...
denotes	denote	vvz
formulae	formula	nn2
omitted	omit	vvn_vvd@
.	.	y
)	)	y
Scene	scene	nn1
1	1	mc1
Narrator	narrator	nn1
1	1	mc1
:	:	y
At	at	ii
the	the	at
end	end	nn1
of	of	io
the	the	at
school	school	nn1
day	day	nnt1
,	,	y
the	the	at
last	last	md
bell	bell	nn1
rings	ring	nn2_vvz
.	.	y
Narrator	narrator	nn1
2	2	mc
:	:	y
Luke	luke	np1
is	be	vbz
talking	talk	vvg
to	to	ii
Sarah	sarah	np1
in	in	ii
the	the	at
hallway	hallway	nn1
.	.	y
He	he	pphs1
is	be	vbz
very	very	rg
angry	angry	jj
.	.	y
Sarah	sarah	np1
:	:	y
Do	do	vd0
n't	n't	xx
yell	yell	vvi
at	at	ii
me	me	ppio1
,	,	y
Luke	luke	np1
.	.	y
I	i	ppis1
wo	will	vm
n't	n't	xx
stand	stand	vvi
for	for	if
it	it	pph1
.	.	y
Narrator	narrator	nn1
3	3	mc
:	:	y
Luke	luke	np1
slams	slam	vvz
his	his	appge
fist	fist	nn1
against	against	ii
a	a	at1
locker	locker	nn1
.	.	y
Luke	luke	np1
:	:	y
When	when	rrq_cs
I	i	ppis1
asked	ask	vvd
you	you	ppy
to	to	to
go	go	vvi
to	to	ii
dinner	dinner	nn1
with	with	iw
me	me	ppio1
on	on	ii
Friday	friday	npd1
,	,	y
I	i	ppis1
meant	mean	vvd
tonight	tonight	rt
!	!	y
Not	not	xx
next	next	md
week	week	nnt1
!	!	y
Sarah	sarah	np1
:	:	y
You	you	ppy
did	do	vdd
n't	n't	xx
make	make	vvi
that	that	rg
clear	clear	jj
.	.	y
Why	why	rrq
are	be	vbr
you	you	ppy
so	so	rg_rr
angry	angry	jj
?	?	y
Luke	luke	np1
:	:	y
IVe	ive	z'
got	get	vvd_vvn
to	to	to
go	go	vvi
to	to	to
work	work	vvi
.	.	y
Will	will	vm
I	i	ppis1
see	see	vvi
you	you	ppy
later	later	rrr
or	or	cc
not	not	xx
?	?	y
Sarah	sarah	np1
:	:	y
No	no	xx
,	,	y
I	i	ppis1
do	do	vd0
n't	n't	xx
think	think	vvi
so	so	rr
.	.	y
Maybe	maybe	rr
at	at	ii
the	the	at
pep	pep	nn1
rally	rally	nn1_vv0
tonight	tonight	rt
.	.	y
Narrator	narrator	nn1
1	1	mc1
:	:	y
Sarah	sarah	np1
walks	walk	vvz
away	away	rl
,	,	y
and	and	cc
Luke	luke	np1
once	once	rr21
again	again	rr22
pounds	pound	vvz%_nn2
the	the	at
locker	locker	nn1
before	before	cs
he	he	pphs1
turns	turn	vvz
away	away	rl
.	.	y
Scene	scene	nn1
2	2	mc
Narrator	narrator	nn1
2	2	mc
:	:	y
Luke	luke	np1
heads	head	nn2_vvz@
to	to	ii
his	his	appge
job	job	nn1
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
:	:	y
In	in	ii
the	the	at
carving	carving	nn1
shed	shed	z'
